,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from,locked_date
518,"['c', 'network-programming', 'icmp', 'icmpv6']","{'account_id': 16013469, 'reputation': 1, 'user_id': 11556883, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7bc1f3c532b5ffb477c5e3d5b91157fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Krishnan S', 'link': 'https://stackoverflow.com/users/11556883/krishnan-s'}",False,80,,1,0,1558874563,1558851189,1558851894.0,56311122,CC BY-SA 4.0,https://stackoverflow.com/questions/56311122/how-to-receive-the-vlan-header-l2-header-using-a-icmpv6-socket,How to receive the vlan header/l2 header using a ICMPv6 socket,,,,
519,"['c', 'gcc', 'linked-list']","{'account_id': 13780167, 'reputation': 43, 'user_id': 9945479, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mjHOj.jpg?s=256&g=1', 'display_name': 'Ishratur Rahman', 'link': 'https://stackoverflow.com/users/9945479/ishratur-rahman'}",True,42,,1,1,1558873353,1558873084,1558873196.0,56313435,CC BY-SA 4.0,https://stackoverflow.com/questions/56313435/i-am-trying-to-return-the-first-node-holding-the-value-item-or-return-null-if-no,I am trying to Return the first node holding the value item or return NULL if none found,,,,
520,"['c', 'function', 'struct']","{'account_id': 7675833, 'reputation': 89, 'user_id': 5816757, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://lh4.googleusercontent.com/-cy_w64dpnCo/AAAAAAAAAAI/AAAAAAAAAq8/7ch_4VjODgQ/photo.jpg?sz=256', 'display_name': 'SlimShadys', 'link': 'https://stackoverflow.com/users/5816757/slimshadys'}",True,110,56313448.0,1,0,1558873182,1558871302,,56313211,CC BY-SA 4.0,https://stackoverflow.com/questions/56313211/how-can-i-reset-a-struct-in-a-function,How can I reset a struct in a function?,,,,
521,"['c', 'pointers', 'linked-list']","{'account_id': 15732716, 'reputation': 155, 'user_id': 11352656, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36f77d8895429d26decbfcf5d99ce899?s=256&d=identicon&r=PG&f=1', 'display_name': 'sobha', 'link': 'https://stackoverflow.com/users/11352656/sobha'}",True,50,,1,0,1558871763,1558858696,1558871763.0,56311841,CC BY-SA 4.0,https://stackoverflow.com/questions/56311841/a-structure-with-a-pointer-to-itself-inside-the-same-structure,A structure with a pointer to itself inside the same structure,,,,
522,"['c', 'pointers']","{'account_id': 9866344, 'reputation': 50, 'user_id': 7307695, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/077edf1d2427d775888f87fe0ec4205f?s=256&d=identicon&r=PG&f=1', 'display_name': 'fingust', 'link': 'https://stackoverflow.com/users/7307695/fingust'}",True,90,56312927.0,1,1,1558868640,1558868048,,56312867,CC BY-SA 4.0,https://stackoverflow.com/questions/56312867/linux-driver-writing-file-operations-incompatible-pointer-type-errror,"Linux driver writing, file_operations incompatible pointer type errror",,,,
523,"['c', 'pointers']","{'account_id': 16014158, 'reputation': 7, 'user_id': 11557372, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-JEvhnzcP8OA/AAAAAAAAAAI/AAAAAAAACFk/seFlFoySxOU/photo.jpg?sz=256', 'display_name': 'Gaurav Kumar', 'link': 'https://stackoverflow.com/users/11557372/gaurav-kumar'}",True,484,,2,0,1558866395,1558864614,,56312488,CC BY-SA 4.0,https://stackoverflow.com/questions/56312488/how-to-add-two-numbers-using-only-pointer-variables-such-as-int-a-b-add,"How to add two numbers using only pointer variables such as int *a,*b,*add;",,,,
524,"['c', 'cortex-m']","{'account_id': 15690732, 'reputation': 121, 'user_id': 11321917, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2fcb9d6b5dbfe1352947df331a04aaa?s=256&d=identicon&r=PG&f=1', 'display_name': 'akimata', 'link': 'https://stackoverflow.com/users/11321917/akimata'}",True,123,56312226.0,2,0,1558864812,1558862230,,56312201,CC BY-SA 4.0,https://stackoverflow.com/questions/56312201/unable-to-assign-null-to-a-pointer,Unable to assign NULL to a pointer,,,,
525,"['c', 'memory', 'dynamic', 'allocation', 'tolower']","{'user_type': 'does_not_exist', 'display_name': 'user11556816'}",True,57,56311809.0,4,-1,1558864629,1558852431,1558864629.0,56311229,CC BY-SA 4.0,https://stackoverflow.com/questions/56311229/how-does-indirect-manipulation-of-dynamically-allocated-string-literals-truly-wo,How does indirect manipulation of dynamically allocated string literals truly work in C?,,,,
526,['c'],"{'account_id': 14905487, 'reputation': 185, 'user_id': 10762875, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-b75ag7IvhGg/AAAAAAAAAAI/AAAAAAAAAAA/dkf8NQOgrrY/photo.jpg?sz=256', 'display_name': 'Joseph Chen', 'link': 'https://stackoverflow.com/users/10762875/joseph-chen'}",True,167,56303392.0,1,-3,1558862092,1558760597,1558862092.0,56301865,,https://stackoverflow.com/questions/56301865/whats-the-expected-output-for-this-program,What&#39;s the expected output for this program?,1558862127.0,Needs details or clarity,,
527,"['c', 'automation', 'arduino', 'iot', 'blynk']","{'account_id': 15965017, 'reputation': 11, 'user_id': 11520944, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-sseGMUbxZ8w/AAAAAAAAAAI/AAAAAAAAAU4/vrEKgF56uxA/photo.jpg?sz=256', 'display_name': 'Saksham Gautam', 'link': 'https://stackoverflow.com/users/11520944/saksham-gautam'}",False,583,,0,1,1558861398,1558860571,,56312028,CC BY-SA 4.0,https://stackoverflow.com/questions/56312028/blynk-write-parameter-to-enter-and-break-a-loop,Blynk_Write parameter to enter and break a loop,,,,
528,"['c', 'openssl']","{'account_id': 16013952, 'reputation': 151, 'user_id': 11557224, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d92aa637ac6a0d12ab257da00f311db2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Detlef7able', 'link': 'https://stackoverflow.com/users/11557224/detlef7able'}",False,145,,0,0,1558861300,1558861300,,56312116,CC BY-SA 4.0,https://stackoverflow.com/questions/56312116/how-can-i-use-evp-dss1-function-of-openssl-in-c,How can I use EVP_dss1() function of OpenSSL in C?,,,,
529,['c'],"{'account_id': 15701596, 'reputation': 7, 'user_id': 11329574, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c3ca8bcac46b1c2537bbead12dc01395?s=256&d=identicon&r=PG&f=1', 'display_name': 'amiTheregroot', 'link': 'https://stackoverflow.com/users/11329574/amitheregroot'}",False,461,,1,0,1558861030,1558373343,,56225630,CC BY-SA 4.0,https://stackoverflow.com/questions/56225630/buffer-overflow-not-spawning-shell,Buffer Overflow not spawning shell?,,,,
530,"['c', 'arm', 'gnu', 'stm32f4discovery']","{'account_id': 6106016, 'reputation': 31, 'user_id': 4763715, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1db2334e9208903a27a06c04bf9bc76d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Madis', 'link': 'https://stackoverflow.com/users/4763715/madis'}",False,490,,0,1,1558857817,1558857817,,56311754,CC BY-SA 4.0,https://stackoverflow.com/questions/56311754/how-to-compile-c-functions-that-start-with-asm-in-arm-none-eabi,How to compile C functions that start with __asm in arm-none-eabi?,,,,
531,"['c', 'loadrunner']","{'account_id': 16006618, 'reputation': 1, 'user_id': 11551952, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-wjrivOaNjpg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfsb4w-RavG-dpVDyfdosGxCnfpvg/mo/photo.jpg?sz=256', 'display_name': 'Ajay K', 'link': 'https://stackoverflow.com/users/11551952/ajay-k'}",False,181,,0,0,1558855117,1558725442,1558855117.0,56298459,CC BY-SA 4.0,https://stackoverflow.com/questions/56298459/string-manipulation-with-sprintf-and-char-in-vugen,String Manipulation with sprintf and char* in vugen,,,,
532,['c'],"{'account_id': 15701596, 'reputation': 7, 'user_id': 11329574, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c3ca8bcac46b1c2537bbead12dc01395?s=256&d=identicon&r=PG&f=1', 'display_name': 'amiTheregroot', 'link': 'https://stackoverflow.com/users/11329574/amitheregroot'}",True,61,56311016.0,1,-1,1558851736,1558849571,,56310981,CC BY-SA 4.0,https://stackoverflow.com/questions/56310981/why-is-my-buffer-stored-in-two-locations-in-stack,Why is my buffer stored in two locations in stack?,,,,
533,['c'],"{'account_id': 5144476, 'reputation': 321, 'user_id': 6627740, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/bd37978acdc1fc7174966807f1fdba09?s=256&d=identicon&r=PG&f=1', 'display_name': 'MrAlpha_SU', 'link': 'https://stackoverflow.com/users/6627740/mralpha-su'}",True,39,56310300.0,2,-1,1558841361,1558839044,,56310271,,https://stackoverflow.com/questions/56310271/why-this-while-loop-is-not-breaking,Why this while loop is not breaking?,1558840764.0,Duplicate,,
534,"['c', 'pthreads', 'race-condition']","{'account_id': 10987621, 'reputation': 139, 'user_id': 10983279, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/747c825930aa778eb628e2f94bd8b737?s=256&d=identicon&r=PG', 'display_name': 'user762750', 'link': 'https://stackoverflow.com/users/10983279/user762750'}",True,773,56310355.0,2,1,1558841083,1558839577,1558840276.0,56310305,,https://stackoverflow.com/questions/56310305/why-race-condition-happens-in-loop,Why race condition happens in loop?,1558841002.0,Duplicate,,
535,"['c', 'macos', 'time']","{'account_id': 8412866, 'reputation': 90, 'user_id': 6314193, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CoCz9.jpg?s=256&g=1', 'display_name': 'Minh-Phuc Le', 'link': 'https://stackoverflow.com/users/6314193/minh-phuc-le'}",True,146,56310204.0,1,0,1558838158,1558837980,1558838158.0,56310197,CC BY-SA 4.0,https://stackoverflow.com/questions/56310197/gettimeofday-does-not-fill-its-timeval-argument,gettimeofday() does not fill its timeval argument,,,,
536,"['c', 'signal-handling', 'async-safe']","{'account_id': 15935485, 'reputation': 5603, 'user_id': 11498773, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RTkTD.jpg?s=256&g=1', 'display_name': 'Mihir Luthra', 'link': 'https://stackoverflow.com/users/11498773/mihir-luthra'}",True,173,56300061.0,2,0,1558835421,1558735333,1558771503.0,56299979,CC BY-SA 4.0,https://stackoverflow.com/questions/56299979/do-functions-which-are-not-defined-as-async-safe-such-as-mmap2-effect-other,"Do functions which are not defined as async-safe, such as mmap(2), effect other async-safe functions called in signal handler?",,,,
537,"['c', 'argumentexception']","{'account_id': 13500882, 'reputation': 1, 'user_id': 9740330, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cyhLD.jpg?s=256&g=1', 'display_name': 'zhuangly', 'link': 'https://stackoverflow.com/users/9740330/zhuangly'}",False,273,,0,0,1558834244,1558774952,1558834244.0,56303329,CC BY-SA 4.0,https://stackoverflow.com/questions/56303329/blocking-event-throws-an-argumentexception,Blocking event throws an ArgumentException,,,,
538,"['c', 'memory', 'memory-management', 'pagination', 'kernel']","{'account_id': 9930807, 'reputation': 365, 'user_id': 7350859, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a2eebca1c361fd774ee8dd8f3f634fb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tretorn', 'link': 'https://stackoverflow.com/users/7350859/tretorn'}",True,60,56309872.0,1,1,1558832376,1558805534,1558827684.0,56307186,CC BY-SA 4.0,https://stackoverflow.com/questions/56307186/c-writing-to-absolute-address-does-not-update-value,C Writing to absolute address does not update value,,,,
539,"['c', 'operating-system']","{'user_type': 'does_not_exist', 'display_name': 'user11432153'}",True,134,56309112.0,1,1,1558822112,1558820780,,56308978,CC BY-SA 4.0,https://stackoverflow.com/questions/56308978/use-of-sem-wait-in-a-program,Use of sem_wait in a program,,,,
540,"['c', 'multiprocessing', 'fork', 'wait', 'sigaction']","{'account_id': 16012205, 'reputation': 1, 'user_id': 11555973, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee00d0e6c19dd72ba65c5debe25b3d16?s=256&d=identicon&r=PG&f=1', 'display_name': 'agraw1o1', 'link': 'https://stackoverflow.com/users/11555973/agraw1o1'}",False,365,,0,0,1558821270,1558821270,,56309029,CC BY-SA 4.0,https://stackoverflow.com/questions/56309029/using-sigaction-sigkill-and-an-alarm-handler-to-kill-a-forked-process-that-take,"Using sigaction, SIGKILL and an alarm handler to kill a forked process that takes longer than 3 seconds",,,,
541,"['c', 'geometry', 'rectangles', 'area', 'cartesian-coordinates']","{'account_id': 3624059, 'reputation': 3, 'user_id': 4337572, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/100002583235854/picture?type=large', 'display_name': 'user218324', 'link': 'https://stackoverflow.com/users/4337572/user218324'}",False,250,,1,0,1558819493,1558804324,1558809716.0,56307028,CC BY-SA 4.0,https://stackoverflow.com/questions/56307028/please-advise-which-case-i-am-not-covering,Please advise which case I am not covering,,,,
542,['c'],"{'account_id': 16011191, 'reputation': 13, 'user_id': 11555288, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7aa1bfd92d2bf6467ff38c822eb16003?s=256&d=identicon&r=PG&f=1', 'display_name': 'F. Liguori', 'link': 'https://stackoverflow.com/users/11555288/f-liguori'}",True,330,56306910.0,2,0,1558817704,1558803083,1558817704.0,56306877,CC BY-SA 4.0,https://stackoverflow.com/questions/56306877/fgetc-does-not-return-n-characters,fgetc() does not return &#39;\n&#39; characters,,,,
543,"['c', 'operating-system']","{'user_type': 'does_not_exist', 'display_name': 'user11432153'}",True,5307,,2,0,1558817120,1558815276,,56308352,CC BY-SA 4.0,https://stackoverflow.com/questions/56308352/running-a-program-with-semaphores,Running a program with semaphores,,,,
544,"['c', 'makefile']","{'account_id': 8049383, 'reputation': 329, 'user_id': 6395379, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dce74c7c5b1397847d5d71a2ae27d132?s=256&d=identicon&r=PG&f=1', 'display_name': 'Philip L', 'link': 'https://stackoverflow.com/users/6395379/philip-l'}",True,241,56308476.0,2,1,1558816744,1558815397,,56308380,CC BY-SA 4.0,https://stackoverflow.com/questions/56308380/variables-conflict-between-makefile-and-c-code,Variables conflict between Makefile and C code,,,,
545,['c'],"{'account_id': 16011490, 'reputation': 21, 'user_id': 11555505, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f45f1e47bf1adc215c02946ea1260b05?s=256&d=identicon&r=PG&f=1', 'display_name': 'barkin7', 'link': 'https://stackoverflow.com/users/11555505/barkin7'}",True,238,56307684.0,2,1,1558811306,1558806770,1558809069.0,56307345,,https://stackoverflow.com/questions/56307345/how-to-fix-passing-argument-1-of-sutuntopla-makes-pointer-from-integer-withou,How to fix: passing argument 1 of &#39;sutuntopla&#39; makes pointer from integer without a cast warning?,1558811173.0,Duplicate,,
546,"['c', 'algorithm', 'time-complexity', 'big-o']","{'account_id': 5645213, 'reputation': 147, 'user_id': 4467558, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://graph.facebook.com/100003094239547/picture?type=large', 'display_name': 'Igor Osipov', 'link': 'https://stackoverflow.com/users/4467558/igor-osipov'}",True,153,56307651.0,3,2,1558810520,1558807922,,56307518,CC BY-SA 4.0,https://stackoverflow.com/questions/56307518/how-to-calculate-running-time-of-algorithm,How to calculate running time of algorithm?,,,,
547,"['c', 'scanf', 'stdin', 'eof']","{'account_id': 16011327, 'reputation': 21, 'user_id': 11555394, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-xJcuI9seQyQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfOYrbwUOxSHqGBSX_dLrAIzHcgnQ/mo/photo.jpg?sz=256', 'display_name': 'Constantin H&#246;ing', 'link': 'https://stackoverflow.com/users/11555394/constantin-h%c3%b6ing'}",True,92,56307608.0,1,0,1558809813,1558805120,1558808540.0,56307136,CC BY-SA 4.0,https://stackoverflow.com/questions/56307136/i-need-a-way-to-read-in-floats-twice-in-c-each-time-ended-by-ctrl-d,I need a way to read in floats twice in C. Each time ended by &lt;Ctrl&gt;-d,,,,
548,['c'],"{'account_id': 15156081, 'reputation': 33, 'user_id': 10936838, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-AnX0oz0ucZE/AAAAAAAAAAI/AAAAAAAAAOw/7avsGrD3iYA/photo.jpg?sz=256', 'display_name': 'GAMING INC', 'link': 'https://stackoverflow.com/users/10936838/gaming-inc'}",True,74,56307500.0,1,-1,1558807808,1558806978,1558807629.0,56307371,CC BY-SA 4.0,https://stackoverflow.com/questions/56307371/can-you-help-me-understanding-this-program,Can you help me understanding this program?,,,,
549,['c'],"{'account_id': 15909658, 'reputation': 41, 'user_id': 11479917, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0531a0d8500d0a8c52cc87057026d535?s=256&d=identicon&r=PG&f=1', 'display_name': 'qwertyuiop123456789', 'link': 'https://stackoverflow.com/users/11479917/qwertyuiop123456789'}",True,52,56307165.0,3,-1,1558807114,1558804145,1558805135.0,56307004,CC BY-SA 4.0,https://stackoverflow.com/questions/56307004/why-cant-i-pass-and-edit-this-array-to-a-function,Why can&#39;t I pass and edit this array to a function?,,,,
550,"['c', 'valgrind', 'dynamic-memory-allocation']","{'account_id': 16011320, 'reputation': 1, 'user_id': 11555390, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-NBbPPzNkQGg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdNAo5KdaBDdPHJjjwHF6MubcHdjw/mo/photo.jpg?sz=256', 'display_name': 'Kim Petterson', 'link': 'https://stackoverflow.com/users/11555390/kim-petterson'}",False,373,,1,0,1558806722,1558805299,1558805787.0,56307161,CC BY-SA 4.0,https://stackoverflow.com/questions/56307161/how-to-fix-memory-leak-when-calloc,How to fix memory leak when calloc,,,,
551,['c'],"{'account_id': 16011281, 'reputation': 1, 'user_id': 11555356, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-pMtAZb_y4Ug/AAAAAAAAAAI/AAAAAAAAABE/7050ugwW8qk/photo.jpg?sz=256', 'display_name': 'Chase Parker', 'link': 'https://stackoverflow.com/users/11555356/chase-parker'}",True,44,,2,-3,1558805903,1558804396,1558804489.0,56307037,CC BY-SA 4.0,https://stackoverflow.com/questions/56307037/how-to-fix-my-tic-tac-toe-game-s-code-that-only-prints-the-top-row-of-the-board,How to fix my Tic Tac Toe game’s code that only prints the top row of the board?,,,,
