,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,community_owned_date,closed_date,closed_reason,migrated_from
553,"['c', 'function', 'macros']","{'account_id': 1626063, 'reputation': 1488, 'user_id': 1501608, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/2e677965759e1b9096c8376c1f2384bc?s=256&d=identicon&r=PG&f=1', 'display_name': 'axcelenator', 'link': 'https://stackoverflow.com/users/1501608/axcelenator'}",True,5162,11329590.0,3,2,1386179417,1341406340,1386179417.0,11329521,CC BY-SA 3.0,https://stackoverflow.com/questions/11329521/generate-functions-using-macros-in-c,Generate functions using Macros in C,,,,,
554,['c'],"{'account_id': 1631589, 'reputation': 1, 'user_id': 1506003, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d21c53632075b2ac9f09abdbf5c134f?s=256&d=identicon&r=PG', 'display_name': 'user1506003', 'link': 'https://stackoverflow.com/users/1506003/user1506003'}",True,545,,2,0,1386152893,1341559262,1341559893.0,11357599,CC BY-SA 3.0,https://stackoverflow.com/questions/11357599/ht630-jobgen-insert-0-if-collect-data-is-empty,HT630 JobGen - Insert 0 if collect data is empty,,,,,
555,"['c', 'webkit', 'gtk', 'webkitgtk']","{'account_id': 215051, 'reputation': 23727, 'user_id': 469408, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/7d338ab538a3892a908027bcb751bce2?s=256&d=identicon&r=PG', 'display_name': 'Channel72', 'link': 'https://stackoverflow.com/users/469408/channel72'}",False,2509,,1,4,1385462679,1343676236,1495535691.0,11728195,CC BY-SA 3.0,https://stackoverflow.com/questions/11728195/webkit-gtk-determine-when-a-document-is-finished-loading,Webkit GTK: Determine when a document is finished loading,,,,,
556,"['c', 'memory', 'types', 'short']","{'account_id': 103394, 'reputation': 34205, 'user_id': 276959, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/mSp5G.jpg?s=256&g=1', 'display_name': 'Mohamad', 'link': 'https://stackoverflow.com/users/276959/mohamad'}",True,61601,11711393.0,5,11,1385380908,1343582807,1385380908.0,11711341,CC BY-SA 3.0,https://stackoverflow.com/questions/11711341/what-are-the-max-and-min-numbers-a-short-type-can-store-in-c,What are the max and min numbers a short type can store in C?,,,,,
557,"['c', 'modulus', 'unions', 'anonymous-struct']","{'account_id': 1585670, 'reputation': 10896, 'user_id': 1470092, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/0eeda48676f683d04c1431b2542954af?s=256&d=identicon&r=PG', 'display_name': 'huseyin tugrul buyukisik', 'link': 'https://stackoverflow.com/users/1470092/huseyin-tugrul-buyukisik'}",True,201,11466744.0,1,0,1385028968,1342167086,1344965610.0,11466568,CC BY-SA 3.0,https://stackoverflow.com/questions/11466568/c-modulus-with-using-unions-and-anonymous-structs,C modulus with using unions and anonymous structs,,,,,
558,"['c', 'arrays', 'algorithm', 'math']","{'account_id': 505332, 'reputation': 291, 'user_id': 1519842, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e4937be6d196dfef7d9b2b3b50bde31b?s=256&d=identicon&r=PG', 'display_name': 'Shruti Singh', 'link': 'https://stackoverflow.com/users/1519842/shruti-singh'}",True,4186,,5,29,1384252110,1342074968,1342075605.0,11446223,CC BY-SA 3.0,https://stackoverflow.com/questions/11446223/finding-complete-rectangles-enclosing-0,Finding complete rectangles enclosing 0,,,,,
559,"['c', 'scientific-computing', 'hdf5', 'h5py']","{'account_id': 293989, 'reputation': 8095, 'user_id': 597609, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/f06fbe276a86734c80c4845319e25abb?s=256&d=identicon&r=PG', 'display_name': 'Andrea Zonca', 'link': 'https://stackoverflow.com/users/597609/andrea-zonca'}",True,2314,11629461.0,2,3,1382038107,1343119998,,11627376,CC BY-SA 3.0,https://stackoverflow.com/questions/11627376/how-to-read-hdf5-boolean-enum-created-by-h5py-in-c,how to read hdf5 boolean enum created by h5py in C,,,,,
560,"['c', 'string', 'printf', 'size-t']","{'account_id': 889613, 'reputation': 473, 'user_id': 928156, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/b8fb034d6bb68e092b835c17a5cce159?s=256&d=identicon&r=PG', 'display_name': 'blitzeus', 'link': 'https://stackoverflow.com/users/928156/blitzeus'}",True,8930,,2,-3,1381621701,1343100669,1343134059.0,11623749,CC BY-SA 3.0,https://stackoverflow.com/questions/11623749/c-printf-size-t,c printf size_t,,,,,
561,"['c++', 'c', 'matrix', 'rank']","{'account_id': 1621846, 'reputation': 21, 'user_id': 1498222, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5dffb234da21c1b31f507259ecd05859?s=256&d=identicon&r=PG', 'display_name': 'Randomguy', 'link': 'https://stackoverflow.com/users/1498222/randomguy'}",True,5592,,3,2,1381260328,1341307311,,11307983,CC BY-SA 3.0,https://stackoverflow.com/questions/11307983/compute-rank-of-matrix,Compute rank of Matrix,,,,,
562,"['java', 'c', 'arrays', 'algorithm', 'kadanes-algorithm']","{'account_id': 426785, 'reputation': 3196, 'user_id': 808203, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/4b8a670393b0d55bab74e041ff18b501?s=256&d=identicon&r=PG', 'display_name': 'dejavu', 'link': 'https://stackoverflow.com/users/808203/dejavu'}",True,3878,,3,3,1380851567,1343038187,1380851567.0,11610443,CC BY-SA 3.0,https://stackoverflow.com/questions/11610443/n-numbers-are-arranged-in-a-circle-we-need-to-find-the-maximum-sum-of-consecuti,n numbers are arranged in a circle. We need to find the maximum sum of consecutive nos,,,,,
563,"['c', 'floating-point', 'floating-point-conversion']","{'account_id': 334989, 'reputation': 1400, 'user_id': 661801, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/1d70fd5c76f0e98059f617da5dbdf26d?s=256&d=identicon&r=PG', 'display_name': 'avinashse', 'link': 'https://stackoverflow.com/users/661801/avinashse'}",True,338,11489088.0,3,1,1379810384,1342321285,1379775951.0,11489052,CC BY-SA 3.0,https://stackoverflow.com/questions/11489052/floating-point-numbers-in-c,Floating-point numbers in C,,,,,
564,"['c', 'scanf']","{'account_id': 1332346, 'reputation': 10981, 'user_id': 1275959, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/e8cab021f88aa4732e5e08c998a6bb98?s=256&d=identicon&r=PG', 'display_name': 'epsilones', 'link': 'https://stackoverflow.com/users/1275959/epsilones'}",True,265,11369641.0,1,0,1379535454,1341607359,1341610020.0,11369418,CC BY-SA 3.0,https://stackoverflow.com/questions/11369418/using-scanf-to-input-a-square-of-integers,Using scanf() to input a square of integers,,,,,
565,"['c++', 'c']","{'account_id': 1197114, 'reputation': 1827, 'user_id': 1168582, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/44a8f363df260f06f75ada5d7871d0f2?s=256&d=identicon&r=PG', 'display_name': 'Jatin', 'link': 'https://stackoverflow.com/users/1168582/jatin'}",True,16410,11356696.0,8,2,1379432880,1341553006,1349611144.0,11356414,CC BY-SA 3.0,https://stackoverflow.com/questions/11356414/how-to-extract-a-string-that-is-present-between-two-brackets,How to extract a string that is present between two brackets?,,,,,
566,"['c', 'valgrind', 'nan', 'floating-point-exceptions']","{'account_id': 1640077, 'reputation': 57, 'user_id': 1512714, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49b48815b0cf0d3c013768efc00fe592?s=256&d=identicon&r=PG', 'display_name': 'Alberto', 'link': 'https://stackoverflow.com/users/1512714/alberto'}",True,972,11675557.0,1,2,1379401050,1343324668,1379401050.0,11674985,CC BY-SA 3.0,https://stackoverflow.com/questions/11674985/floating-point-trap-with-c-program-using-valgrind,Floating point trap with C program using valgrind,,,,,
567,"['c++', 'c', 'struct']","{'account_id': 1441892, 'reputation': 13137, 'user_id': 1361787, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/XR9JP.png?s=256&g=1', 'display_name': 'ChiefTwoPencils', 'link': 'https://stackoverflow.com/users/1361787/chieftwopencils'}",True,4375,11491299.0,1,3,1379319399,1342348992,1342349858.0,11491234,CC BY-SA 3.0,https://stackoverflow.com/questions/11491234/how-do-i-use-fprintf-to-print-a-struct-member-values-thats-defined-in-a-header,How do I use fprintf to print a struct member values that&#39;s defined in a header file?,,,,,
568,"['c', 'fork']","{'account_id': 1075310, 'reputation': 411, 'user_id': 1073602, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/35a2a08af7000101f5677e100f315f5a?s=256&d=identicon&r=PG', 'display_name': 'Nibirue', 'link': 'https://stackoverflow.com/users/1073602/nibirue'}",True,171,11524034.0,3,0,1379319332,1342532890,,11523893,CC BY-SA 3.0,https://stackoverflow.com/questions/11523893/invocation-delay-of-using-a-local-function-in-parent-vs-forked-child-process-c,Invocation delay of using a local function in parent vs. forked child process? C,,,,,
569,"['python', 'c', 'arrays', 'element']","{'account_id': 1553074, 'reputation': 1485, 'user_id': 1445015, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/4b28488f4cae5a37391680804756f1a1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nasif Imtiaz Ohi', 'link': 'https://stackoverflow.com/users/1445015/nasif-imtiaz-ohi'}",True,257,,5,1,1379319026,1342363486,1367062440.0,11492836,CC BY-SA 3.0,https://stackoverflow.com/questions/11492836/not-declaring-array-size-in-c,Not declaring array size in C,,,,,
570,"['c', 'pointers', 'strtok', 'character-arrays']","{'account_id': 1208600, 'reputation': 2112, 'user_id': 1177590, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/3428c547b1dc9f9f2154ff8fa8469132?s=256&d=identicon&r=PG', 'display_name': 'ask', 'link': 'https://stackoverflow.com/users/1177590/ask'}",True,223,11505264.0,4,0,1379318590,1342444629,1342445501.0,11505165,CC BY-SA 3.0,https://stackoverflow.com/questions/11505165/confused-pointers-and-character-arrays-in-c,Confused: Pointers and character arrays in C,,,,,
571,['c'],"{'account_id': 1187090, 'reputation': 1199, 'user_id': 1160838, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/e7cb3f2847bb5f43b838a6ffab73828a?s=256&d=identicon&r=PG', 'display_name': 'Bill', 'link': 'https://stackoverflow.com/users/1160838/bill'}",True,893,11510418.0,1,-5,1379318496,1342463544,1495540093.0,11510368,,https://stackoverflow.com/questions/11510368/whats-the-best-way-to-split-a-separated-list-into-an-array-in-c,"What&#39;s the best way to split a &quot;,&quot; separated list into an array in C.",,,1342468092.0,exact duplicate,
572,"['c++', 'c', 'string', 'character-encoding', 'wofstream']","{'account_id': 1659571, 'reputation': 103, 'user_id': 1528113, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fbb455f7b92e464dcbbf708bf28472d8?s=256&d=identicon&r=PG', 'display_name': 'goss.beta', 'link': 'https://stackoverflow.com/users/1528113/goss-beta'}",False,248,,2,4,1379186132,1343622839,1379186132.0,11715441,CC BY-SA 3.0,https://stackoverflow.com/questions/11715441/how-to-write-a-wstring-line-contains-different-language-to-a-file,How to write a wstring line contains different language to a file?,,,,,
573,"['c', 'linux', 'arrays', 'pointers', 'opencl']","{'account_id': 58974, 'reputation': 548, 'user_id': 176514, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f336e0093868934948f9657c7e4cba0e?s=256&d=identicon&r=PG', 'display_name': 'UK-AL', 'link': 'https://stackoverflow.com/users/176514/uk-al'}",True,759,,1,2,1379118019,1342495445,1342497265.0,11515601,CC BY-SA 3.0,https://stackoverflow.com/questions/11515601/opencl-weird-bug-with-array-addressing-pointers,OpenCL. Weird bug with array addressing/pointers,,,,,
574,"['c', 'sockets', 'serial-port', 'pthreads', 'signals']","{'account_id': 1342087, 'reputation': 186, 'user_id': 1283578, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/a52dec62c3f661c0efef864a41f1ab32?s=256&d=identicon&r=PG', 'display_name': 'Ricardo Crudo', 'link': 'https://stackoverflow.com/users/1283578/ricardo-crudo'}",True,696,,1,1,1379102525,1342209849,1379102525.0,11477573,CC BY-SA 3.0,https://stackoverflow.com/questions/11477573/signal-callback-and-pthread-sync,signal callback and pthread sync,,,,,
575,"['c', 'sorting', 'binary', 'insertion-sort']","{'account_id': 1606294, 'reputation': 15, 'user_id': 1486339, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/fbc00f4c43253d3c2abf9af2da31521d?s=256&d=identicon&r=PG', 'display_name': 'user1486339', 'link': 'https://stackoverflow.com/users/1486339/user1486339'}",False,1111,,2,-1,1378819086,1341854445,,11399964,CC BY-SA 3.0,https://stackoverflow.com/questions/11399964/binary-insertion-sort-of-array-not-working-code-in-c,Binary insertion sort of array not working (Code in C),,,,,
576,"['c++', 'c', 'serial-port', 'usbserial', 'xbee']","{'account_id': 1207804, 'reputation': 132, 'user_id': 1176986, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e526ebbd845b1645f9e690e57f9e6f9e?s=256&d=identicon&r=PG', 'display_name': 'cvicente', 'link': 'https://stackoverflow.com/users/1176986/cvicente'}",True,8838,11423041.0,2,3,1378547104,1341957324,,11422639,CC BY-SA 3.0,https://stackoverflow.com/questions/11422639/opening-dev-ttyusb0-returns-bad-file-descriptor,Opening /dev/ttyUSB0 returns &quot;Bad file descriptor&quot;,,,,,
577,"['c++', 'c', 'google-chrome', 'google-nativeclient']","{'account_id': 128158, 'reputation': 191, 'user_id': 325793, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/E7ArV.jpg?s=256&g=1', 'display_name': 'Pantonaut', 'link': 'https://stackoverflow.com/users/325793/pantonaut'}",False,435,,1,0,1378525305,1342453410,1495541548.0,11507754,CC BY-SA 3.0,https://stackoverflow.com/questions/11507754/how-to-set-up-linker-flags-when-developing-google-pepper-trusted-plugin-with-c,How to set up Linker Flags when developing Google Pepper Trusted Plugin with C++ API,,,,,
578,"['c', 'oop', 'pic', 'code-reuse']","{'account_id': 66555, 'reputation': 12399, 'user_id': 195176, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'blow', 'link': 'https://stackoverflow.com/users/195176/blow'}",True,497,11277523.0,4,1,1378455589,1341087074,1341089868.0,11277307,CC BY-SA 3.0,https://stackoverflow.com/questions/11277307/write-reusable-low-level-graphics-library-for-emebedded-device-in-ansi-c,Write reusable low level graphics library for emebedded device in ansi C,,,,,
579,"['c', 'aes', 'implementation', 'des', 'sparc']","{'account_id': 78563, 'reputation': 1673, 'user_id': 223513, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/22c5cd604cac95f2eeea6b40a4941244?s=256&d=identicon&r=PG', 'display_name': 'Stuart', 'link': 'https://stackoverflow.com/users/223513/stuart'}",True,11136,11705116.0,2,3,1378398432,1343437845,1343520052.0,11697402,,https://stackoverflow.com/questions/11697402/looking-for-simple-c-implementation-of-aes-128-and-des,Looking for Simple C Implementation of AES-128 and DES,,,1421070557.0,Not suitable for this site,
580,"['c', 'pointers']","{'account_id': 1294065, 'reputation': 1139, 'user_id': 1245593, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/65de17572ccdd619ecc38be5d9c8dd3d?s=256&d=identicon&r=PG', 'display_name': 'TheBlueCat', 'link': 'https://stackoverflow.com/users/1245593/thebluecat'}",True,4033,11601289.0,4,0,1378229731,1342968425,1342968734.0,11601234,CC BY-SA 3.0,https://stackoverflow.com/questions/11601234/pointers-in-c-with-segmentation-fault-core-dumped-error,Pointers in C with Segmentation fault (core dumped) error,,,,,
581,"['c', 'performance', 'oprofile']","{'account_id': 935237, 'reputation': 217, 'user_id': 964271, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/fae06ca3165ee1210ade9aa6583f2e28?s=256&d=identicon&r=PG', 'display_name': 'Terry', 'link': 'https://stackoverflow.com/users/964271/terry'}",True,1727,,2,5,1378204008,1342066256,1349175846.0,11444885,CC BY-SA 3.0,https://stackoverflow.com/questions/11444885/oprofile-cant-get-performance-data,OPROFILE can&#39;t get performance data,,,,,
582,"['c', 'linux', 'filesystems', 'mount']","{'account_id': 90733, 'reputation': 13336, 'user_id': 249618, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/81060fe344980bc9a3273a48b8f3e31c?s=256&d=identicon&r=PG', 'display_name': 'SF.', 'link': 'https://stackoverflow.com/users/249618/sf'}",True,5126,11398511.0,3,3,1378140372,1341846319,,11397813,CC BY-SA 3.0,https://stackoverflow.com/questions/11397813/autodetect-filesystem-on-mount,autodetect filesystem on mount(),,,,,
583,"['c', 'arrays', 'memory-management', 'dynamic-memory-allocation']","{'account_id': 247380, 'reputation': 7331, 'user_id': 522058, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/0f6a59b23ea242cdb148c71e34ef4f65?s=256&d=identicon&r=PG', 'display_name': 'sasidhar', 'link': 'https://stackoverflow.com/users/522058/sasidhar'}",True,287,11516369.0,4,1,1377875752,1342501944,1377875752.0,11516351,CC BY-SA 3.0,https://stackoverflow.com/questions/11516351/from-when-did-c-start-using-variable-length-arrays,From when did C start using variable length arrays?,,,,,
