,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
218,"['java', 'junit']","{'account_id': 1507366, 'reputation': 2096, 'user_id': 1410434, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f1a25416629621ccc7bdf78c32a17233?s=256&d=identicon&r=PG', 'display_name': 'Jerome', 'link': 'https://stackoverflow.com/users/1410434/jerome'}",True,85947,7,61,1635181920,1354113528,,13607597,CC BY-SA 3.0,https://stackoverflow.com/questions/13607597/does-assertequalsobject-o1-object-o2-uses-the-equals-method,"Does assertEquals(Object o1, Object o2) uses the equals method",13607687.0,,,,,
219,"['java', 'hibernate', 'jpa']","{'account_id': 306933, 'reputation': 2901, 'user_id': 617964, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/f9f8f3ad41a1547aff836633f66d98d4?s=256&d=identicon&r=PG', 'display_name': 'Bill Rosmus', 'link': 'https://stackoverflow.com/users/617964/bill-rosmus'}",True,24032,6,9,1635172649,1352952194,,13391384,CC BY-SA 3.0,https://stackoverflow.com/questions/13391384/jpa-could-not-locate-named-parameter,JPA could not locate named parameter,13391421.0,,,,,
220,"['java', 'class', 'decompiling', 'decompiler']","{'account_id': 1796603, 'reputation': 1051, 'user_id': 1635886, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/8f07199a956df901c1fa768fa28e1ea0?s=256&d=identicon&r=PG', 'display_name': 'Daanish', 'link': 'https://stackoverflow.com/users/1635886/daanish'}",True,3725,3,1,1634985549,1352349983,,13282575,CC BY-SA 3.0,https://stackoverflow.com/questions/13282575/decompile-java-class-file,Decompile java class file,,,,,,
221,"['java', 'eclipse', 'cordova']","{'account_id': 1888431, 'reputation': 4959, 'user_id': 1707160, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/de638f1855572492d43ae8e82dd89d15?s=256&d=identicon&r=PG', 'display_name': 'Andrew Rhyne', 'link': 'https://stackoverflow.com/users/1707160/andrew-rhyne'}",True,51260,8,24,1634729273,1354143645,1355481016.0,13615964,CC BY-SA 3.0,https://stackoverflow.com/questions/13615964/the-import-org-apache-cordova-cannot-be-resolved,The import org.apache.cordova cannot be resolved,13622615.0,,,,,
222,"['java', 'reflection']","{'account_id': 83479, 'reputation': 2087, 'user_id': 234037, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/d2eb1cf22b61d6ccb3f074aa89b77322?s=256&d=identicon&r=PG', 'display_name': 'Seagull', 'link': 'https://stackoverflow.com/users/234037/seagull'}",False,495,2,0,1634718608,1352835047,,13367404,CC BY-SA 3.0,https://stackoverflow.com/questions/13367404/is-using-class-getmethods-a-heavy-operation-in-java,Is using Class.getMethods() a heavy operation in Java?,,,,,,
223,['java'],"{'account_id': 1942600, 'reputation': 1435, 'user_id': 1748442, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/1f7641b05e025e7623072983e78053bc?s=256&d=identicon&r=PG', 'display_name': 'Jessica M.', 'link': 'https://stackoverflow.com/users/1748442/jessica-m'}",True,66903,7,0,1634479601,1352893449,1352894461.0,13378183,CC BY-SA 3.0,https://stackoverflow.com/questions/13378183/using-switch-statements-inside-a-for-loop,Using switch statements inside a for loop,13378226.0,,,,,
224,"['java', 'security', 'ssl', 'bouncycastle', 'digital-certificate']","{'account_id': 162919, 'reputation': 52214, 'user_id': 384706, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/4d4c5200e64564047976e390fa9ed1cc?s=256&d=identicon&r=PG', 'display_name': 'Cratylus', 'link': 'https://stackoverflow.com/users/384706/cratylus'}",True,25254,2,24,1633919851,1351930915,1355831499.0,13207378,CC BY-SA 3.0,https://stackoverflow.com/questions/13207378/saving-certificate-chain-in-a-pkcs12-keystore,Saving certificate chain in a pkcs12 keystore,,,,,,
225,['java'],"{'account_id': 70202, 'reputation': 12641, 'user_id': 203802, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/e980f64002f54f65fb3f69c6a99df280?s=256&d=identicon&r=PG', 'display_name': 'BestPractices', 'link': 'https://stackoverflow.com/users/203802/bestpractices'}",True,3377,2,10,1633681811,1353011816,1353012878.0,13405775,CC BY-SA 3.0,https://stackoverflow.com/questions/13405775/does-java-1-7-use-a-different-character-encoding,Does Java 1.7 use a different character encoding?,,,,,,
226,"['java', 'eclipse', 'svn', 'tortoisesvn', 'subclipse']","{'account_id': 434034, 'reputation': 17986, 'user_id': 819732, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/d2bf82f9287b88ad80ecb92e81e653e5?s=256&d=identicon&r=PG', 'display_name': 'kasdega', 'link': 'https://stackoverflow.com/users/819732/kasdega'}",True,7103,4,4,1633350982,1352301448,1352471526.0,13272594,CC BY-SA 3.0,https://stackoverflow.com/questions/13272594/svn-commit-error-when-adding-a-file,SVN commit error when adding a file,,,,,,
227,"['java', 'java.util.concurrent', 'compare-and-swap']","{'account_id': 60600, 'reputation': 3991, 'user_id': 1129542, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/d729f991687a0aba0dfe1d6cfef9b567?s=256&d=identicon&r=PG', 'display_name': 'ejboy', 'link': 'https://stackoverflow.com/users/1129542/ejboy'}",True,6157,5,6,1633082066,1352821134,1352821370.0,13363752,CC BY-SA 3.0,https://stackoverflow.com/questions/13363752/what-is-the-difference-between-atomicboolean-setflag-and-atomicboolean-compare,"What is the difference between AtomicBoolean.set(flag) and AtomicBoolean.compareAndSet(!flag, flag)?",13363794.0,,,,,
228,"['java', 'spring', 'spring-mvc', 'data-binding']","{'account_id': 69083, 'reputation': 8510, 'user_id': 201202, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/16e818029e9fe5c259addaf8fd436690?s=256&d=identicon&r=PG', 'display_name': 'tmbrggmn', 'link': 'https://stackoverflow.com/users/201202/tmbrggmn'}",True,3180,3,5,1632913884,1352212976,1551085436.0,13253371,CC BY-SA 4.0,https://stackoverflow.com/questions/13253371/binding-request-parameters-with-underscores-in-spring-mvc-3-0,Binding request parameters with underscores in Spring MVC 3.0,,,,,,
229,"['java', 'jenkins', 'build-automation']","{'account_id': 1244297, 'reputation': 4103, 'user_id': 1206062, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/QOcPu.jpg?s=256&g=1', 'display_name': 'Harshavardhan Konakanchi', 'link': 'https://stackoverflow.com/users/1206062/harshavardhan-konakanchi'}",True,19365,3,0,1632859530,1353574791,,13508958,CC BY-SA 3.0,https://stackoverflow.com/questions/13508958/how-to-use-a-set-of-jar-files-in-classpath-in-jenkins,How to use a set of jar files in classpath in Jenkins,54027037.0,,,,,
230,"['java', 'macos', 'awt', 'frame', 'dropshadow']","{'account_id': 1047374, 'reputation': 3632, 'user_id': 1052107, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/0ce6bc6623d7bb4115257a5be053c7ee?s=256&d=identicon&r=PG', 'display_name': 'Pwdr', 'link': 'https://stackoverflow.com/users/1052107/pwdr'}",True,1535,4,1,1632859357,1353799068,1354053741.0,13546644,CC BY-SA 3.0,https://stackoverflow.com/questions/13546644/how-to-remove-drop-shadow-of-java-awt-frame-on-osx,How to remove drop shadow of Java AWT Frame on OSX?,,,,,,
231,"['java', 'function', 'return']","{'account_id': 1959073, 'reputation': 411, 'user_id': 1761254, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/a8554d8f4d066812fd880f5e2e023834?s=256&d=identicon&r=PG', 'display_name': 'shadi', 'link': 'https://stackoverflow.com/users/1761254/shadi'}",True,51148,3,9,1632752655,1352966493,1352967145.0,13393490,CC BY-SA 3.0,https://stackoverflow.com/questions/13393490/return-multiple-values-in-java,Return multiple values in Java,13393524.0,,,,,
232,"['java', 'ant', 'jar', 'fileutils']","{'account_id': 95531, 'reputation': 175611, 'user_id': 260127, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/74758c702067a3490094451e475e28c5?s=256&d=identicon&r=PG', 'display_name': 'prosseek', 'link': 'https://stackoverflow.com/users/260127/prosseek'}",True,130717,7,26,1632734636,1351712680,1351712834.0,13166350,CC BY-SA 3.0,https://stackoverflow.com/questions/13166350/using-fileutils-in-eclipse,Using FileUtils in eclipse,13166389.0,,,,,
233,['java'],"{'account_id': 1986234, 'reputation': 157, 'user_id': 1781382, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/23ee45c2cf08aeeb07fa85bcd19f507e?s=256&d=identicon&r=PG', 'display_name': 'user1781382', 'link': 'https://stackoverflow.com/users/1781382/user1781382'}",True,45370,2,4,1632686115,1352188216,,13246611,CC BY-SA 3.0,https://stackoverflow.com/questions/13246611/how-can-i-exit-a-java-program-without-system-exitfrom-user-input,How can I exit a Java program without System.exit?(From User Input?),13246758.0,,,,,
234,"['java', 'swing', 'jvm', 'jframe']","{'account_id': 1294805, 'reputation': 4473, 'user_id': 1246145, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/6haKp.jpg?s=256&g=1', 'display_name': 'Adil', 'link': 'https://stackoverflow.com/users/1246145/adil'}",True,154797,6,38,1632300166,1352808230,1352810379.0,13360430,CC BY-SA 3.0,https://stackoverflow.com/questions/13360430/jframe-dispose-vs-system-exit,JFrame.dispose() vs System.exit(),13360489.0,,,,,
235,"['java', 'rendering', 'barcode', 'graphics2d', 'text-rendering']","{'account_id': 1928657, 'reputation': 151, 'user_id': 1738543, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bcd3f564abbcdfec332eded804f50772?s=256&d=identicon&r=PG', 'display_name': 'Sway', 'link': 'https://stackoverflow.com/users/1738543/sway'}",True,10171,2,9,1632237179,1353761297,1409034957.0,13541351,CC BY-SA 3.0,https://stackoverflow.com/questions/13541351/how-to-increase-graphics2d-text-quality,How to increase Graphics2D text quality?,,,,,,
236,"['java', 'testing', 'automation', 'screenshot']","{'account_id': 1336236, 'reputation': 41, 'user_id': 1278926, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4bbba30dcebc190b3ecc8d2f8f0339d9?s=256&d=identicon&r=PG', 'display_name': 'James Clark', 'link': 'https://stackoverflow.com/users/1278926/james-clark'}",False,171,1,4,1632137559,1353067166,1632137559.0,13416182,CC BY-SA 4.0,https://stackoverflow.com/questions/13416182/automation-scripts-is-it-possible-to-find-particular-text-on-the-screen,Automation scripts: is it possible to find particular text on the screen?,,,,,,
237,"['java', 'maven', 'netbeans', 'build', 'maven-3']","{'account_id': 119792, 'reputation': 13131, 'user_id': 311762, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b6a6693f03003f7ab0f9b0882e9c2dde?s=256&d=identicon&r=PG', 'display_name': 'Rob Ashton', 'link': 'https://stackoverflow.com/users/311762/rob-ashton'}",True,59513,9,12,1632111577,1352391492,,13293062,CC BY-SA 3.0,https://stackoverflow.com/questions/13293062/maven-compile-error,Maven Compile Error,13293156.0,,,,,
238,"['java', 'maven', 'pom.xml']","{'account_id': 1146751, 'reputation': 4423, 'user_id': 1129313, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://i.stack.imgur.com/6T8bX.jpg?s=256&g=1', 'display_name': 'Garry', 'link': 'https://stackoverflow.com/users/1129313/garry'}",True,67224,9,35,1631818381,1352376209,,13288735,CC BY-SA 3.0,https://stackoverflow.com/questions/13288735/maven-not-picking-java-home-correctly,Maven not picking JAVA_HOME correctly,23129154.0,,,,,
239,"['java', 'rest', 'linkedin']","{'account_id': 2000364, 'reputation': 171, 'user_id': 1791572, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f002381ed1f1b7c56f5a31df7912d17c?s=256&d=identicon&r=PG', 'display_name': 'Antony', 'link': 'https://stackoverflow.com/users/1791572/antony'}",True,11358,2,9,1631810147,1352120581,1423772868.0,13232697,CC BY-SA 3.0,https://stackoverflow.com/questions/13232697/linkedin-api-authentication-using-java,LinkedIn API Authentication using Java,,,,,,
240,"['java', 'android', 'httpclient', 'x509certificate', 'authentication']","{'account_id': 1238459, 'reputation': 1276, 'user_id': 1201570, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/a59b50b08680a46efac9625155464b77?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marco', 'link': 'https://stackoverflow.com/users/1201570/marco'}",True,90865,1,12,1631765280,1353503844,1353598641.0,13494148,CC BY-SA 3.0,https://stackoverflow.com/questions/13494148/org-apache-http-client-clientprotocolexception,org.apache.http.client.ClientProtocolException,13530710.0,,,,,
241,"['java', 'bitset']","{'account_id': 1121060, 'reputation': 2910, 'user_id': 1109363, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://i.stack.imgur.com/PP0zv.jpg?s=256&g=1', 'display_name': 'coffeeak', 'link': 'https://stackoverflow.com/users/1109363/coffeeak'}",True,8048,2,5,1631335165,1352185218,1631335165.0,13245981,CC BY-SA 4.0,https://stackoverflow.com/questions/13245981/what-do-bitset-size-and-length-mean-and-what-is-the-difference-between-them,"What do Bitset size() and length() mean, and what is the difference between them?",13246092.0,,,,,
242,"['java', 'xml', 'xslt']","{'account_id': 477805, 'reputation': 1937, 'user_id': 889505, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/02c76834507b20991f2a9db52903195e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abin Manathoor Devasia', 'link': 'https://stackoverflow.com/users/889505/abin-manathoor-devasia'}",True,18017,3,30,1631318569,1353649913,1353927050.0,13523750,CC BY-SA 3.0,https://stackoverflow.com/questions/13523750/how-can-i-throw-an-exception-from-xslt,How can I throw an exception from XSLT?,13530561.0,,,,,
243,"['java', 'arrays', 'list', 'collections', 'arraylist']","{'account_id': 1939917, 'reputation': 2288, 'user_id': 1746344, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/edd0aad5672711ec6a5ab6be8490cb8c?s=256&d=identicon&r=PG', 'display_name': 'arvin_codeHunk', 'link': 'https://stackoverflow.com/users/1746344/arvin-codehunk'}",True,96328,10,73,1631184489,1352366445,,13286008,CC BY-SA 3.0,https://stackoverflow.com/questions/13286008/find-out-the-elements-of-an-arraylist-which-is-not-present-in-another-arraylist,find out the elements of an arraylist which is not present in another arraylist,13286094.0,,,,,
244,"['java', 'memory-leaks', 'cplex']","{'account_id': 2052897, 'reputation': 676, 'user_id': 1831451, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/PdNDs.jpg?s=256&g=1', 'display_name': 'Dingbao Xie', 'link': 'https://stackoverflow.com/users/1831451/dingbao-xie'}",True,3088,4,2,1631118195,1353155312,1441064074.0,13430560,CC BY-SA 3.0,https://stackoverflow.com/questions/13430560/how-to-avoid-memory-leak-when-using-cplex-in-java,How to avoid memory leak when using cplex in JAVA?,13430742.0,,,,,
245,"['java', 'android']","{'account_id': 1750961, 'reputation': 12569, 'user_id': 1600058, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/b6c4621f5e61cb8fa07c1497b607f334?s=256&d=identicon&r=PG', 'display_name': 'Amit Prajapati', 'link': 'https://stackoverflow.com/users/1600058/amit-prajapati'}",True,39019,4,4,1631028186,1353500201,1397459720.0,13493052,CC BY-SA 3.0,https://stackoverflow.com/questions/13493052/java-lang-runtimeexception-parcelable-encountered-ioexception-writing-serializa,java.lang.RuntimeException: Parcelable encountered IOException writing serializable object (name = com.jaapp.treeview.InMemoryTreeStateManager),13493225.0,,,,,
246,"['java', 'swing', 'jtree']","{'account_id': 1394697, 'reputation': 13859, 'user_id': 1324709, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/ZzCz9.jpg?s=256&g=1', 'display_name': 'Branislav Lazic', 'link': 'https://stackoverflow.com/users/1324709/branislav-lazic'}",True,1791,2,4,1630963563,1352230758,1495540452.0,13258150,CC BY-SA 3.0,https://stackoverflow.com/questions/13258150/jtree-add-nodes-on-startup-of-application,JTree add nodes on startup of application,13258638.0,,,,,
247,"['java', 'python', 'linux']","{'account_id': 913338, 'reputation': 4814, 'user_id': 946679, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c97bba51cc8f938dcc806703fb55efc2?s=256&d=identicon&r=PG', 'display_name': 'zeller', 'link': 'https://stackoverflow.com/users/946679/zeller'}",True,785,2,5,1630558592,1352193116,1352281500.0,13247787,CC BY-SA 3.0,https://stackoverflow.com/questions/13247787/java-and-python-processes-can-exclusive-lock-the-same-file-on-linux,Java and python processes can exclusive lock the same file on linux,13248025.0,,,,,
248,"['java', 'uac', 'access-control']","{'account_id': 463176, 'reputation': 2365, 'user_id': 865910, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/0190e726271c6a7bb2c6efb4853f1841?s=256&d=identicon&r=PG', 'display_name': 'Ordiel', 'link': 'https://stackoverflow.com/users/865910/ordiel'}",True,5317,5,5,1630525488,1352382107,,13290101,CC BY-SA 3.0,https://stackoverflow.com/questions/13290101/can-java-launch-the-windows-uac,Can Java launch the Windows UAC?,13290221.0,,,,,
249,"['java', 'token', 'google-plus-signin']","{'account_id': 2057433, 'reputation': 51, 'user_id': 1834783, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2499095c561d4bd228e5fb8d83ed7aa9?s=256&d=identicon&r=PG', 'display_name': 'user1834783', 'link': 'https://stackoverflow.com/users/1834783/user1834783'}",False,6218,3,5,1630511074,1353315632,1416906318.0,13450460,CC BY-SA 3.0,https://stackoverflow.com/questions/13450460/how-to-get-authorization-code-for-googleauthorizationcodetokenrequest-in-java,How to get authorization code for GoogleAuthorizationCodeTokenRequest in Java?,,,,,,
