,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
305,"['c++', 'gdb', 'segmentation-fault']","{'account_id': 1500260, 'reputation': 457, 'user_id': 1405177, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/93ade7d8fa5b722d6c1655b7e632c0de?s=256&d=identicon&r=PG', 'display_name': 'user1405177', 'link': 'https://stackoverflow.com/users/1405177/user1405177'}",True,13460,10859505.0,2,6,1545239259,1338605897,10859452,CC BY-SA 3.0,https://stackoverflow.com/questions/10859452/how-to-interpret-a-gdb-backtrace,How to interpret a GDB backtrace?,1358147343.0,,,,,,
306,"['c++', 'audio', 'waveform']","{'account_id': 1103959, 'reputation': 725, 'user_id': 1095766, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/9039907d4175a4779b2b790037ceb28c?s=256&d=identicon&r=PG', 'display_name': 'cool mr croc', 'link': 'https://stackoverflow.com/users/1095766/cool-mr-croc'}",True,4257,11104418.0,1,1,1545234083,1340058013,11091924,CC BY-SA 3.0,https://stackoverflow.com/questions/11091924/drawing-waveform-converting-to-db-squashes-it,drawing waveform - converting to DB squashes it,,,,,,,
307,"['c++', 'classification', 'bayesian-networks']","{'account_id': 1452653, 'reputation': 1, 'user_id': 1369098, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4aff7cdafc036c698ca0566c525c969a?s=256&d=identicon&r=PG', 'display_name': 'titiri', 'link': 'https://stackoverflow.com/users/1369098/titiri'}",True,2376,,2,-2,1544711802,1340608213,11184874,CC BY-SA 3.0,https://stackoverflow.com/questions/11184874/bayesian-network-classifier,Bayesian network Classifier,,,,,,,
308,"['c++', 'header-files', 'static-analysis']","{'account_id': 99839, 'reputation': 6731, 'user_id': 269469, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/bvqvR.png?s=256&g=1', 'display_name': 'goji', 'link': 'https://stackoverflow.com/users/269469/goji'}",True,2403,11133700.0,2,1,1544454741,1340262692,11133222,CC BY-SA 4.0,https://stackoverflow.com/questions/11133222/static-analysis-of-header-inclusion-in-c,Static analysis of header inclusion in C++,1544454741.0,,,,,,
309,"['c++', 'winapi', 'synchronization', 'mutex', 'waitformultipleobjects']","{'account_id': 340145, 'reputation': 15988, 'user_id': 670017, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/14e34b1f97f25732aad207e006497f90?s=256&d=identicon&r=PG', 'display_name': 'ahmd0', 'link': 'https://stackoverflow.com/users/670017/ahmd0'}",True,490,,3,0,1544148562,1339263731,10963174,CC BY-SA 4.0,https://stackoverflow.com/questions/10963174/windows-synchronization-on-multiple-mutexes,Windows synchronization on multiple mutexes,1544148562.0,,,,,,
310,"['c++', 'c', 'performance', 'pthreads', 'mutex']","{'account_id': 1184687, 'reputation': 10107, 'user_id': 1158895, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/f46301bba7817f6098df3b0a0ace139b?s=256&d=identicon&r=PG', 'display_name': 'Brady', 'link': 'https://stackoverflow.com/users/1158895/brady'}",True,10063,10853165.0,5,21,1543905221,1338562590,10852637,CC BY-SA 3.0,https://stackoverflow.com/questions/10852637/how-to-profile-pthread-mutex-in-linux,How to profile pthread mutex in linux?,1495540752.0,,,,,,
311,"['c++', 'file', 'network-programming', 'winsock']","{'account_id': 453928, 'reputation': 148, 'user_id': 851195, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/4bfd21c0eebde85319508d44209841fd?s=256&d=identicon&r=PG', 'display_name': 'BlueMeanie', 'link': 'https://stackoverflow.com/users/851195/bluemeanie'}",True,18910,11256131.0,6,3,1543405245,1340943290,11255976,CC BY-SA 3.0,https://stackoverflow.com/questions/11255976/sending-files-between-computers-with-c,Sending files between computers with C++,1341031136.0,,,,,,
312,"['c++', 'cross-compiling', 'codesourcery', 'raspberry-pi']","{'account_id': 1603080, 'reputation': 874, 'user_id': 1483751, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9cc3716de52bdab64c261918e854c9b0?s=256&d=identicon&r=PG', 'display_name': 'Cesar Ortiz', 'link': 'https://stackoverflow.com/users/1483751/cesar-ortiz'}",True,28620,,6,13,1543229861,1340738700,11214563,CC BY-SA 3.0,https://stackoverflow.com/questions/11214563/cross-compiling-for-raspberry-pi,Cross-Compiling for RaspBerry Pi,1340740110.0,,,,,,
313,"['c++', 'html', 'visual-studio-2010']","{'account_id': 1409372, 'reputation': 859, 'user_id': 1336291, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6d891204cc0d280561845599afa2e8d0?s=256&d=identicon&r=PG', 'display_name': 'vin', 'link': 'https://stackoverflow.com/users/1336291/vin'}",True,23189,11212774.0,3,8,1543226429,1340711091,11206604,CC BY-SA 3.0,https://stackoverflow.com/questions/11206604/create-html-reports-using-c,Create HTML reports using C++,,,,,,,
314,"['java', 'c++', 'security', 'cryptography', 'cryptoapi']","{'account_id': 1539972, 'reputation': 2452, 'user_id': 1434863, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/98d0e1ca02bbfdf4bf7e89fd25c59c97?s=256&d=identicon&r=PG', 'display_name': 'Lai Xin Chu', 'link': 'https://stackoverflow.com/users/1434863/lai-xin-chu'}",True,5703,10971402.0,3,13,1542985718,1338804844,10879658,,https://stackoverflow.com/questions/10879658/existing-implementations-for-nist-sp-800-56a-concatenation-single-step-key-deriv,Existing implementations for NIST SP 800-56A Concatenation/Single-Step Key Derivation Function?,1542966530.0,,1542998489.0,Not suitable for this site,,,
315,"['c++', 'c++11', 'shared-ptr']","{'account_id': 1604852, 'reputation': 593, 'user_id': 1485140, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6c5a34ad982c82a00e50d9fcdfe650ce?s=256&d=identicon&r=PG', 'display_name': 'Jorge Rodriguez', 'link': 'https://stackoverflow.com/users/1485140/jorge-rodriguez'}",True,9424,11223942.0,2,13,1542810822,1340792076,11223895,CC BY-SA 3.0,https://stackoverflow.com/questions/11223895/best-way-to-protect-from-multiple-shared-ptr-to-the-same-object,Best way to protect from multiple shared_ptr to the same object,,,,,,,
316,"['c++', 'visual-studio-2010', 'visual-c++', 'c++-cli', 'datepicker']","{'account_id': 1006560, 'reputation': 490, 'user_id': 1020166, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/928c5dbae67095a91513bcee23916f94?s=256&d=identicon&r=PG', 'display_name': 'Giuseppe', 'link': 'https://stackoverflow.com/users/1020166/giuseppe'}",True,2633,11202889.0,1,0,1542807708,1340696211,11202702,CC BY-SA 3.0,https://stackoverflow.com/questions/11202702/how-do-i-set-my-datetimepicker-date,How do I set my datetimepicker date?,1340697032.0,,,,,,
317,"['c++', 'glut']","{'account_id': 1282560, 'reputation': 2079, 'user_id': 1236326, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/19364e9fcedf07efd137d751295402d2?s=256&d=identicon&r=PG', 'display_name': 'ProGirlXOXO', 'link': 'https://stackoverflow.com/users/1236326/progirlxoxo'}",True,1457,,1,3,1542375338,1340335742,11149807,CC BY-SA 3.0,https://stackoverflow.com/questions/11149807/pass-values-into-function-for-glutdisplayfunc,Pass values into function for glutDisplayFunc,1340338031.0,,,,,,
318,"['c++', 'templates', 'iterator', 'virtual', 'member-functions']","{'account_id': 959704, 'reputation': 8245, 'user_id': 984335, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/421891a2a2db5ac1bdccf96b941c11cb?s=256&d=identicon&r=PG', 'display_name': 'Travis Parks', 'link': 'https://stackoverflow.com/users/984335/travis-parks'}",True,484,11036246.0,3,3,1541926353,1339686565,11036076,CC BY-SA 3.0,https://stackoverflow.com/questions/11036076/template-member-function-to-write-to-output-iterator,Template Member Function to Write to Output Iterator,,,,,,,
319,"['c++', 'c', 'sequence-points']","{'account_id': 1599299, 'reputation': 93, 'user_id': 1480689, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/13863365cfdeec16d3a8fd6420bccd88?s=256&d=identicon&r=PG', 'display_name': 'Artur Marianek', 'link': 'https://stackoverflow.com/users/1480689/artur-marianek'}",True,2542,11194643.0,4,9,1541802022,1340646451,11194530,CC BY-SA 3.0,https://stackoverflow.com/questions/11194530/where-do-sequence-points-come-from,Where do sequence points come from?,,,,,,,
320,"['c++', 'multithreading', 'numbers', 'set', 'openmp']","{'account_id': 1436533, 'reputation': 2806, 'user_id': 1357764, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/3a3fdec2053422b22465044453d2a089?s=256&d=identicon&r=PG', 'display_name': 'Nurlan', 'link': 'https://stackoverflow.com/users/1357764/nurlan'}",True,172348,11096742.0,4,42,1541789471,1340086186,11095309,CC BY-SA 3.0,https://stackoverflow.com/questions/11095309/openmp-set-num-threads-is-not-working,OpenMP set_num_threads() is not working,1340087187.0,,,,,,
321,"['c++', 'static', 'constructor']","{'account_id': 1329032, 'reputation': 5261, 'user_id': 1273291, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/4dbdc5c87ad0400182ce9c5fe9ce169a?s=256&d=identicon&r=PG', 'display_name': 'Luv', 'link': 'https://stackoverflow.com/users/1273291/luv'}",True,7021,10874472.0,2,6,1541623697,1338761461,10874317,CC BY-SA 4.0,https://stackoverflow.com/questions/10874317/static-member-object-of-a-class-in-the-same-class,Static member object of a class in the same class,1541623697.0,,,,,,
322,"['c++', 'text', 'sdl', 'truetype']","{'account_id': 1606582, 'reputation': 71, 'user_id': 1486572, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eefb8dbcfc4908ff01ad1483f21f7a68?s=256&d=identicon&r=PG', 'display_name': 'Intrusive_Logic', 'link': 'https://stackoverflow.com/users/1486572/intrusive-logic'}",True,1202,11240910.0,2,2,1541437461,1340822445,11232926,CC BY-SA 3.0,https://stackoverflow.com/questions/11232926/sdl-c-ttf-randomly-disappears-after-a-while-and-doesnt-come-back,SDL C++ TTF randomly disappears after a while (and doesn&#39;t come back),1340898840.0,,,,,,
323,"['c++', 'templates', 'c++11', 'sfinae']","{'account_id': 993728, 'reputation': 1964, 'user_id': 1010226, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/60c1f13f6ea1b5f82a8eda9bdab66a75?s=256&d=identicon&r=PG', 'display_name': 'CTMacUser', 'link': 'https://stackoverflow.com/users/1010226/ctmacuser'}",True,1451,10862423.0,1,6,1541333162,1338637092,10861992,CC BY-SA 3.0,https://stackoverflow.com/questions/10861992/how-does-one-use-enable-if-for-mutually-exclusive-non-member-function-templates,How does one use enable_if for mutually exclusive non-member function templates?,1349462492.0,,,,,,
324,"['c++', 'c', 'winapi', 'gcc', 'cygwin']","{'account_id': 1163005, 'reputation': 1608, 'user_id': 1193729, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/54b9e71418084054fc6df49f705ee646?s=256&d=identicon&r=PG', 'display_name': 'Huckle', 'link': 'https://stackoverflow.com/users/1193729/huckle'}",True,8924,10973220.0,2,10,1540446299,1339366926,10972794,CC BY-SA 4.0,https://stackoverflow.com/questions/10972794/undefined-reference-to-getadaptersaddresses20-but-i-included-liphlpapi,undefined reference to `_GetAdaptersAddresses@20&#39; - but I included -liphlpapi,1592644375.0,,,,,,
325,"['c++', 'templates', 'visual-c++', 'explicit-specialization']","{'account_id': 231400, 'reputation': 1934, 'user_id': 495612, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/gTnct.png?s=256&g=1', 'display_name': 'Higher-Kinded Type', 'link': 'https://stackoverflow.com/users/495612/higher-kinded-type'}",True,4083,11179502.0,2,12,1540394513,1340557714,11179476,CC BY-SA 3.0,https://stackoverflow.com/questions/11179476/array-type-deduction-in-a-function-template,Array type deduction in a function template,,,,,,,
326,"['c++', 'windows', 'memory-management']","{'account_id': 52844, 'reputation': 23835, 'user_id': 157971, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/8cbf41a630b52f45e9b54e0ee1445f76?s=256&d=identicon&r=PG', 'display_name': 'void.pointer', 'link': 'https://stackoverflow.com/users/157971/void-pointer'}",True,11344,11089740.0,2,8,1540371565,1340047460,11089638,CC BY-SA 3.0,https://stackoverflow.com/questions/11089638/what-is-the-standby-list-in-windows-memory-management,What is the standby list in Windows memory management?,1495542694.0,,,,,,
327,"['c++', 'templates', 'std-function', 'template-argument-deduction']","{'account_id': 73389, 'reputation': 8404, 'user_id': 211359, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3161cb6e531f1a0538eac10a32f5d55f?s=256&d=identicon&r=PG', 'display_name': 'Karl von Moor', 'link': 'https://stackoverflow.com/users/211359/karl-von-moor'}",True,2711,11103807.0,3,13,1540166007,1340116856,11103384,CC BY-SA 4.0,https://stackoverflow.com/questions/11103384/deduce-template-argument-from-stdfunction-call-signature,Deduce template argument from std::function call signature,1540166007.0,,,,,,
328,"['c++', 'templates', 'default-parameters', 'template-argument-deduction']","{'account_id': 195748, 'reputation': 4637, 'user_id': 438822, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ba2e7c6369b903a30934b0c3f56ac652?s=256&d=identicon&r=PG', 'display_name': 'badmaash', 'link': 'https://stackoverflow.com/users/438822/badmaash'}",True,2924,11231443.0,3,10,1540163698,1340816268,11231372,CC BY-SA 4.0,https://stackoverflow.com/questions/11231372/default-template-parameters-why-does-the-compiler-complain-about-not-specifying,Default template parameters: Why does the compiler complain about not specifying template argument?,1540163698.0,,,,,,
329,"['c++', 'c++11', 'move-semantics']","{'account_id': 1576433, 'reputation': 22130, 'user_id': 1462718, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/7d451483b64aa999fecf316e7132afc6?s=256&d=identicon&r=PG', 'display_name': 'Brandon', 'link': 'https://stackoverflow.com/users/1462718/brandon'}",True,9294,11077345.0,3,9,1539936429,1339995380,11077103,CC BY-SA 3.0,https://stackoverflow.com/questions/11077103/when-to-use-move-constructors-assignments,When to use Move Constructors/Assignments,1340040210.0,,,,,,
330,"['c++', 'visual-studio-2010']","{'account_id': 180086, 'reputation': 19468, 'user_id': 413174, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/f3adc2b3fc7f7b18b9608a4a5ab0ba24?s=256&d=identicon&r=PG', 'display_name': 'olidev', 'link': 'https://stackoverflow.com/users/413174/olidev'}",True,131,10878425.0,3,3,1539468744,1338798579,10878386,CC BY-SA 4.0,https://stackoverflow.com/questions/10878386/defining-giving-a-warning-in-c,Defining giving a warning in C++,1539468744.0,,,,,,
331,"['c++', 'visual-c++']","{'account_id': 1566874, 'reputation': 227, 'user_id': 1455453, 'user_type': 'registered', 'accept_rate': 10, 'profile_image': 'https://www.gravatar.com/avatar/86a18c06900712cf26f23eb4125885fa?s=256&d=identicon&r=PG', 'display_name': 'bochaltura', 'link': 'https://stackoverflow.com/users/1455453/bochaltura'}",True,1354,,3,3,1539269168,1340713917,11207402,CC BY-SA 3.0,https://stackoverflow.com/questions/11207402/c-can-i-force-my-programmers-to-define-copy-constructor-for-each-class,C++: can I force my programmers to define copy constructor for each class?,1340748395.0,,,,,,
332,"['c++', 'utf-16', 'stdstring']","{'account_id': 47292, 'reputation': 227, 'user_id': 140011, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/22a3992af064363bb4f3e1b25907d7f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Peter', 'link': 'https://stackoverflow.com/users/140011/peter'}",True,31998,,3,11,1539056078,1340033829,11086183,CC BY-SA 3.0,https://stackoverflow.com/questions/11086183/encode-decode-stdstring-to-utf-16,Encode/Decode std::string to UTF-16,1340058260.0,,,,,,
333,"['c++', 'rounding']","{'account_id': 448721, 'reputation': 41, 'user_id': 843088, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/489b859093f9f3dae46de3a474a990fa?s=256&d=identicon&r=PG', 'display_name': 'CamAd', 'link': 'https://stackoverflow.com/users/843088/camad'}",True,37560,,3,2,1538387794,1340207087,11123213,CC BY-SA 3.0,https://stackoverflow.com/questions/11123213/rounding-off-double-two-decimal-points,rounding off double two decimal points,1340207225.0,,,,,,
334,"['c++', 'linux', 'unix']","{'account_id': 350865, 'reputation': 2629, 'user_id': 869790, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/f73607a34162d9d7ef33264be97bbba4?s=256&d=identicon&r=PG', 'display_name': 'Jannat Arora', 'link': 'https://stackoverflow.com/users/869790/jannat-arora'}",True,1581,11270096.0,2,-4,1538069585,1341010123,11269890,CC BY-SA 4.0,https://stackoverflow.com/questions/11269890/how-to-perform-cache-operations-in-c,How to perform cache operations in C++?,1538069585.0,,,,,,
335,"['c++', 'c', 'linker']","{'account_id': 282729, 'reputation': 1266, 'user_id': 579808, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/LFZJE.jpg?s=256&g=1', 'display_name': 'Rasmus Styrk', 'link': 'https://stackoverflow.com/users/579808/rasmus-styrk'}",True,18261,10970440.0,1,15,1537916308,1339346063,10970356,CC BY-SA 4.0,https://stackoverflow.com/questions/10970356/undefined-reference-to-mysql-init,Undefined reference to `mysql_init&#39;,1537916308.0,,,,,,
