,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from,locked_date,community_owned_date
284,"['c++', 'octree']","{'account_id': 1592543, 'reputation': 659, 'user_id': 1475556, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/204a2d8b2dbdf2ed73147d41fcd705bd?s=256&d=identicon&r=PG', 'display_name': 'User', 'link': 'https://stackoverflow.com/users/1475556/user'}",True,879,2,1,1573572586,1342443332,1573572586.0,11504771,CC BY-SA 4.0,https://stackoverflow.com/questions/11504771/how-to-use-a-quad-oct-tree-for-a-block-world,How to use a quad/oct tree for a block world,18028366.0,,,,,,
285,"['c++', 'stl', 'loop-unrolling']","{'account_id': 306555, 'reputation': 4074, 'user_id': 617371, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/c6377e5a976fddbbf376949b5bf49f03?s=256&d=identicon&r=PG', 'display_name': 'san', 'link': 'https://stackoverflow.com/users/617371/san'}",True,3840,4,13,1573161149,1342551289,1342551736.0,11529006,CC BY-SA 3.0,https://stackoverflow.com/questions/11529006/can-modern-compilers-unroll-for-loops-expressed-using-begin-and-end-iterators,Can modern compilers unroll `for` loops expressed using begin and end iterators,11529534.0,,,,,,
286,"['c++', 'syntax']","{'account_id': 16264, 'reputation': 8643, 'user_id': 35227, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/dadeee9e21e4db21b2a508f0d011eb45?s=256&d=identicon&r=PG', 'display_name': 'anio', 'link': 'https://stackoverflow.com/users/35227/anio'}",True,3912,5,7,1572992051,1342800032,1572992051.0,11582955,CC BY-SA 4.0,https://stackoverflow.com/questions/11582955/are-not-and-or-not-eq-part-of-the-c-standard-and-why-might-they-be-us,"Are &quot;not, and, or, not_eq..&quot; part of the C++ standard? (And why might they be used or avoided in code?)",11583016.0,,,,,,
287,"['c++', 'string']","{'account_id': 1650273, 'reputation': 31, 'user_id': 1521016, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a1f7210352c0a5f6f2be33d42554659?s=256&d=identicon&r=PG', 'display_name': 'Jp12', 'link': 'https://stackoverflow.com/users/1521016/jp12'}",True,7859,3,3,1572798762,1342525958,1342526378.0,11521914,CC BY-SA 3.0,https://stackoverflow.com/questions/11521914/splitting-a-c-string-with,Splitting a C++ String with /,,,,,,,
288,"['java', 'c++', 'pmd', 'cppcheck']","{'account_id': 1354687, 'reputation': 334, 'user_id': 1296237, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/38bbb07ed77a1a6ffdc90e731327c1a2?s=256&d=identicon&r=PG', 'display_name': 'alezvic', 'link': 'https://stackoverflow.com/users/1296237/alezvic'}",True,1126,1,3,1572527881,1341434941,1341446912.0,11335302,,https://stackoverflow.com/questions/11335302/looking-for-a-cppcheck-like-tool-for-java-development,Looking for a Cppcheck-like tool for Java development,,1421195683.0,Not suitable for this site,,,,
289,"['c++', 'sockets']","{'account_id': 1619677, 'reputation': 375, 'user_id': 1496544, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7f8fc7871d98ad60788e985fa33e2a00?s=256&d=identicon&r=PG', 'display_name': 'Littlegator', 'link': 'https://stackoverflow.com/users/1496544/littlegator'}",True,2397,2,2,1571891248,1342533362,1342538362.0,11524044,CC BY-SA 3.0,https://stackoverflow.com/questions/11524044/will-getaddrinfo-on-the-host-ever-return-more-than-one-ipv4-address,Will getaddrinfo() on the host ever return more than one IPv4 address?,11524074.0,,,,,,
290,"['c++', 'exception', 'exception-handling', 'pthreads', 'cancellation']","{'account_id': 1358160, 'reputation': 1245, 'user_id': 1296119, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/9cb96905d72d03110ef795d27f570e16?s=256&d=identicon&r=PG', 'display_name': 'Fabio Dalla Libera', 'link': 'https://stackoverflow.com/users/1296119/fabio-dalla-libera'}",True,3694,1,15,1571414526,1342098537,1345261672.0,11452546,CC BY-SA 3.0,https://stackoverflow.com/questions/11452546/why-does-pthread-exit-throw-something-caught-by-ellipsis,why does pthread_exit throw something caught by ellipsis?,11452942.0,,,,,,
291,"['c++', 'mathematical-optimization', 'linear-programming', 'cplex', 'ilog']","{'account_id': 1018062, 'reputation': 3766, 'user_id': 1029158, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/YmuXk.jpg?s=256&g=1', 'display_name': 'DiegoNolan', 'link': 'https://stackoverflow.com/users/1029158/diegonolan'}",True,9664,1,11,1571370149,1343178003,1476910843.0,11641316,CC BY-SA 3.0,https://stackoverflow.com/questions/11641316/how-to-make-cplex-not-output-to-terminal,How to make cplex not output to terminal,11655136.0,,,,,,
292,"['c++', 'comparison-operators', 'lexicographic']","{'account_id': 468996, 'reputation': 7349, 'user_id': 875295, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/1rKE0.jpg?s=256&g=1', 'display_name': 'lezebulon', 'link': 'https://stackoverflow.com/users/875295/lezebulon'}",True,11023,6,24,1570914701,1341323545,1341326690.0,11312448,CC BY-SA 3.0,https://stackoverflow.com/questions/11312448/operator-comparing-multiple-fields,operator&lt; comparing multiple fields,11312487.0,,,,,,
293,"['c++', 'overloading', 'member-functions', 'name-lookup', 'name-hiding']","{'account_id': 1691833, 'reputation': 12314, 'user_id': 1554020, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/49118fbd7e64a00bc99b19d41e5e28e0?s=256&d=identicon&r=PG', 'display_name': 'yuri kilochek', 'link': 'https://stackoverflow.com/users/1554020/yuri-kilochek'}",True,2984,3,13,1570798905,1343425350,1570798905.0,11696029,CC BY-SA 4.0,https://stackoverflow.com/questions/11696029/why-class-member-functions-shadow-free-functions-with-same-name,Why class member functions shadow free functions with same name?,11696246.0,,,,,,
294,"['c++', 'lua']","{'account_id': 331517, 'reputation': 698, 'user_id': 656250, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/74e6c5a05920385e27d5d58f94301e49?s=256&d=identicon&r=PG', 'display_name': 'Steve', 'link': 'https://stackoverflow.com/users/656250/steve'}",True,4574,2,3,1570377809,1341705949,1341753248.0,11379676,CC BY-SA 3.0,https://stackoverflow.com/questions/11379676/equivalent-of-lua-coroutine-create-in-c-using-lua-newthread,Equivalent of Lua coroutine.create in C++ using lua_newthread,11385289.0,,,,,,
295,"['c++', 'c', 'ffmpeg', 'gdb']","{'account_id': 1601517, 'reputation': 1, 'user_id': 1482459, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/270e892d22a18ed4a144c17e0cbec3fa?s=256&d=identicon&r=PG', 'display_name': 'RENNES31', 'link': 'https://stackoverflow.com/users/1482459/rennes31'}",True,1852,2,0,1570370483,1342444820,1545293505.0,11505230,CC BY-SA 4.0,https://stackoverflow.com/questions/11505230/gdb-and-ffmpeg-compilation,gdb and ffmpeg compilation,,,,,,,
296,"['c++', 'inheritance']","{'account_id': 1619793, 'reputation': 381, 'user_id': 1496638, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/631c26e8c6c695ce33124db5a57cdda3?s=256&d=identicon&r=PG', 'display_name': 'Jonas', 'link': 'https://stackoverflow.com/users/1496638/jonas'}",True,91869,5,28,1570073424,1341247607,1505710876.0,11297849,CC BY-SA 3.0,https://stackoverflow.com/questions/11297849/very-basic-inheritance-error-expected-class-name-before-token,Very basic inheritance: error: expected class-name before ‘{’ token,,,,,,,
297,"['c++', 'visual-studio-2010', 'visual-c++']","{'account_id': 1435045, 'reputation': 1223, 'user_id': 1356645, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/b6acf756e1057e2f1da402fe4f3cdf3d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Karim Tarabishy', 'link': 'https://stackoverflow.com/users/1356645/karim-tarabishy'}",False,6440,1,4,1569902129,1342585158,1569902129.0,11534240,CC BY-SA 4.0,https://stackoverflow.com/questions/11534240/visual-studio-cant-find-any-standard-c-library-file,Visual studio can&#39;t find any standard c++ library file,,,,,,,
298,"['java', 'c++', 'quickfix', 'fix-protocol', 'algorithmic-trading']","{'account_id': 933477, 'reputation': 5887, 'user_id': 962872, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/526d39d939180b22ac55a0c46cddfbb0?s=256&d=identicon&r=PG', 'display_name': 'chrisapotek', 'link': 'https://stackoverflow.com/users/962872/chrisapotek'}",True,20191,5,27,1569666878,1342017711,,11435174,,https://stackoverflow.com/questions/11435174/how-to-test-my-fix-client-is-there-a-fake-fix-exchange-out-there-that-i-can-use,How to test my FIX client? Is there a fake FIX exchange out there that I can use?,11435272.0,1405148522.0,Not suitable for this site,,,,
299,"['c++', 'inheritance', 'interface', 'multiple-inheritance']","{'account_id': 134685, 'reputation': 13750, 'user_id': 510036, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/b7c510641e6526d19abc93e866e75ac8?s=256&d=identicon&r=PG', 'display_name': 'Qix - MONICA WAS MISTREATED', 'link': 'https://stackoverflow.com/users/510036/qix-monica-was-mistreated'}",True,5995,2,6,1569444824,1342963742,1432314235.0,11600670,CC BY-SA 3.0,https://stackoverflow.com/questions/11600670/c-multiple-inheritance-and-vtables,C++ multiple inheritance and vtables,11634976.0,,,,,,
300,"['c++', 'macos']","{'account_id': 1157325, 'reputation': 250, 'user_id': 1417767, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/8bd4042132160d1c92a47004392d5078?s=256&d=identicon&r=PG&f=1', 'display_name': 'zzzzzzzzzzz', 'link': 'https://stackoverflow.com/users/1417767/zzzzzzzzzzz'}",True,12385,3,5,1568986296,1343526459,,11706007,CC BY-SA 3.0,https://stackoverflow.com/questions/11706007/libxml2-and-libxml2-dev-on-osx,libxml2 and libxml2-dev on OSX,,,,,,,
301,"['c++', 'opengl', 'linker', 'undefined-reference']","{'account_id': 1071665, 'reputation': 643, 'user_id': 1070769, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/14357f2970f5a0a69cda34badca35a61?s=256&d=identicon&r=PG', 'display_name': 'Darestium', 'link': 'https://stackoverflow.com/users/1070769/darestium'}",True,5468,3,0,1568731011,1341964645,1341980180.0,11423700,CC BY-SA 3.0,https://stackoverflow.com/questions/11423700/undefined-reference-to-imp-glewenablevertexattribarray,Undefined reference to &#39;imp____glewEnableVertexAttribArray&#39;,11423990.0,,,,,,
302,"['c++', 'class', 'declaration']","{'user_type': 'does_not_exist', 'display_name': 'user760613'}",True,2719,3,6,1568679539,1341308506,,11308267,CC BY-SA 3.0,https://stackoverflow.com/questions/11308267/class-declaration-over-different-files,class declaration over different files,11308374.0,,,,,,
303,"['c++', 'unix-socket']","{'account_id': 1685176, 'reputation': 1293, 'user_id': 1548637, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/84a8207f51ee80e0d9003c61f49d7db0?s=256&d=identicon&r=PG', 'display_name': 'xQuare', 'link': 'https://stackoverflow.com/users/1548637/xquare'}",True,15957,2,9,1568622075,1343135369,1568622075.0,11631578,CC BY-SA 4.0,https://stackoverflow.com/questions/11631578/unix-domain-connect-no-such-file-or-directory,Unix Domain : connect() : No such file or directory,,,,,,,
304,"['c++', 'text-files', 'encryption']","{'account_id': 1433160, 'reputation': 4922, 'user_id': 1355087, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/wtYLS.jpg?s=256&g=1', 'display_name': 'speak', 'link': 'https://stackoverflow.com/users/1355087/speak'}",True,5059,1,1,1568063217,1342135221,1568063217.0,11462129,CC BY-SA 4.0,https://stackoverflow.com/questions/11462129/reading-in-encrypted-username-password,Reading in Encrypted Username/Password,11462589.0,,,,,,
305,"['c++', 'visual-c++']","{'account_id': 345598, 'reputation': 1262, 'user_id': 678629, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/ABaXM.jpg?s=256&g=1', 'display_name': 'Rob', 'link': 'https://stackoverflow.com/users/678629/rob'}",True,10659,3,2,1568035134,1342777415,1568035134.0,11576838,CC BY-SA 4.0,https://stackoverflow.com/questions/11576838/toggle-a-buttons-text-from-on-to-off-when-clicked-visual-c,Toggle a button&#39;s text from &quot;On&quot; to &quot;Off&quot; when clicked (Visual C++),11576873.0,,,,,,
306,"['c++', 'multiple-inheritance', 'vtable', 'virtual-inheritance', 'memory-layout']","{'account_id': 1679804, 'reputation': 11143, 'user_id': 1544364, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/jOhJw.jpg?s=256&g=1', 'display_name': 'JeB', 'link': 'https://stackoverflow.com/users/1544364/jeb'}",True,7521,2,15,1567167027,1342984068,1567167027.0,11603198,CC BY-SA 4.0,https://stackoverflow.com/questions/11603198/virtual-tables-and-memory-layout-in-multiple-virtual-inheritance,Virtual tables and memory layout in multiple virtual inheritance,11604110.0,,,,,,
307,"['c++', 'performance', 'debugging', 'logging']","{'account_id': 427405, 'reputation': 3797, 'user_id': 809152, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/3d33868b9c5035e3ef40c0988281f983?s=256&d=identicon&r=PG', 'display_name': 'Avihai Marchiano', 'link': 'https://stackoverflow.com/users/809152/avihai-marchiano'}",True,2842,4,1,1566844612,1343329620,1343331813.0,11676344,CC BY-SA 3.0,https://stackoverflow.com/questions/11676344/logging-in-c-performance-considerations,logging in c++ (performance considerations),11676380.0,,,,,,
308,"['c++', 'c++11', 'typeid']","{'account_id': 193598, 'reputation': 1857, 'user_id': 435426, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/32bcb6f7246494192844e5703b968cd8?s=256&d=identicon&r=PG', 'display_name': 'Fred Finkle', 'link': 'https://stackoverflow.com/users/435426/fred-finkle'}",True,9394,4,3,1566843584,1343566796,1343593599.0,11709455,CC BY-SA 3.0,https://stackoverflow.com/questions/11709455/readable-form-of-typeid,Readable form of typeid?,11709558.0,,,,,,
309,"['c++', 'algorithm', 'math']","{'account_id': 1548044, 'reputation': 33, 'user_id': 1441093, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/adad90697b8dfcfa06f050f9f2b0b52b?s=256&d=identicon&r=PG', 'display_name': 'Dean Harris', 'link': 'https://stackoverflow.com/users/1441093/dean-harris'}",True,992,3,1,1566494038,1343419239,1566494038.0,11694886,CC BY-SA 4.0,https://stackoverflow.com/questions/11694886/traverse-a-2-5d-grid,Traverse a 2.5D grid,11727322.0,,,,,,
310,"['c++', 'qt', 'qtstylesheets']","{'account_id': 1656219, 'reputation': 517, 'user_id': 1525708, 'user_type': 'registered', 'accept_rate': 21, 'profile_image': 'https://www.gravatar.com/avatar/77f4d7695bc287a75a859e6f86c5b61d?s=256&d=identicon&r=PG', 'display_name': 'Alatriste', 'link': 'https://stackoverflow.com/users/1525708/alatriste'}",True,18576,2,5,1566451179,1342278151,1592644375.0,11484776,CC BY-SA 4.0,https://stackoverflow.com/questions/11484776/qcombobox-down-arrow-image,QCombobox down arrow image,,,,,,,
311,"['c++', 'c', 'performance', 'compare', 'strcmp']","{'user_type': 'does_not_exist', 'display_name': 'user1151738'}",True,3619,6,22,1565724749,1342528278,1342538902.0,11522485,CC BY-SA 3.0,https://stackoverflow.com/questions/11522485/why-are-standard-string-functions-faster-than-my-custom-string-functions,Why are standard string functions faster than my custom string functions?,11522537.0,,,,,,
312,"['c++', 'linux', 'monitor']","{'account_id': 369585, 'reputation': 1280, 'user_id': 717051, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/36208f357af038aae5fd5a28d9fdd2b0?s=256&d=identicon&r=PG', 'display_name': 'mohan', 'link': 'https://stackoverflow.com/users/717051/mohan'}",True,1020,3,1,1565448887,1342810592,1565448887.0,11585380,,https://stackoverflow.com/questions/11585380/supervisor-for-an-executable-in-linux,supervisor for an executable in linux,11585503.0,1565448911.0,Needs more focus,,,,
313,"['c++', 'pthreads']","{'account_id': 476896, 'reputation': 17369, 'user_id': 888051, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/c4e1477113874fc2971bee45c984b3d6?s=256&d=identicon&r=PG', 'display_name': 'Alcott', 'link': 'https://stackoverflow.com/users/888051/alcott'}",True,6682,4,7,1565342217,1343296207,,11666718,CC BY-SA 3.0,https://stackoverflow.com/questions/11666718/pthread-mutex-initializer-inside-c-member-function-cannot-compile,PTHREAD_MUTEX_INITIALIZER inside C++ member function cannot compile?,,,,,,,
314,"['c++', 'libcurl']","{'account_id': 1647102, 'reputation': 1607, 'user_id': 1518451, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/fdd82ba2eea24ee835791fe44947285b?s=256&d=identicon&r=PG', 'display_name': 'user1518451', 'link': 'https://stackoverflow.com/users/1518451/user1518451'}",True,49070,1,9,1564510767,1342958568,,11600130,CC BY-SA 3.0,https://stackoverflow.com/questions/11600130/post-data-with-libcurl,Post data with libcurl,11600307.0,,,,,,
315,"['c++', 'class', 'pointers', 'g++']","{'account_id': 478520, 'reputation': 1952, 'user_id': 890668, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/3b8902b1f546e3bd4f1dd684366f312e?s=256&d=identicon&r=PG', 'display_name': 'anpatel', 'link': 'https://stackoverflow.com/users/890668/anpatel'}",True,1954,3,0,1563751177,1342974295,1563751177.0,11601948,CC BY-SA 4.0,https://stackoverflow.com/questions/11601948/pointer-assignment-and-segmentation-fault,Pointer assignment and segmentation fault,11602517.0,,,,,,
