,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,accepted_answer_id
134,"['c++', 'implicit-conversion', 'function-parameter']","{'account_id': 5494994, 'reputation': 1663, 'user_id': 4366445, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0aTd4.jpg?s=256&g=1', 'display_name': 'rustyhu', 'link': 'https://stackoverflow.com/users/4366445/rustyhu'}",True,638,3,11,1639673262,1587014342,61243176,CC BY-SA 4.0,https://stackoverflow.com/questions/61243176/how-to-avoid-implicit-conversions-from-integer-0-to-pointer-as-the-element-of-a,"How to avoid implicit conversions from integer 0 to pointer, as the element of a vector",,1639673262.0,,61243355.0
135,"['c++', 'unreal-engine4']","{'account_id': 5886526, 'reputation': 265, 'user_id': 4634361, 'user_type': 'registered', 'accept_rate': 19, 'profile_image': 'https://graph.facebook.com/10206277550043976/picture?type=large', 'display_name': 'Eduard Kim', 'link': 'https://stackoverflow.com/users/4634361/eduard-kim'}",True,801,1,4,1639612233,1587640067,61385757,CC BY-SA 4.0,https://stackoverflow.com/questions/61385757/passing-function-pointer-with-or-without,Passing function pointer with or without &amp;,,,,
136,"['c++', 'code-coverage', 'gcov']","{'account_id': 484439, 'reputation': 25, 'user_id': 5060520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ebba5a6fda280335a53541de0b114be7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shrikant B', 'link': 'https://stackoverflow.com/users/5060520/shrikant-b'}",True,334,1,1,1639471447,1586778074,61187114,CC BY-SA 4.0,https://stackoverflow.com/questions/61187114/lcov-and-gcovr-r-commands-are-generating-the-cpp-file-code-coverage-report-for,lcov and gcovr -r commands are generating the cpp file code coverage report for UT,,1639471447.0,,
137,"['c++', 'cmake', 'clang', 'clang-tidy']","{'account_id': 18147672, 'reputation': 361, 'user_id': 13200816, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-SOQe9vgRE5s/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJO71yduAj1UKouW-kjn173uUumrhQ/photo.jpg?sz=256', 'display_name': 'Brandon Lee', 'link': 'https://stackoverflow.com/users/13200816/brandon-lee'}",True,8345,2,18,1639408628,1585862472,61001314,CC BY-SA 4.0,https://stackoverflow.com/questions/61001314/what-is-the-correct-way-of-providing-header-filter-for-clang-tidy-in-cmake,What is the correct way of providing header-filter for clang-tidy in Cmake?,,,,
138,"['c++', 'recursion', 'iteration']","{'account_id': 5334843, 'reputation': 201, 'user_id': 4254232, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qQrDK.jpg?s=256&g=1', 'display_name': 'esra', 'link': 'https://stackoverflow.com/users/4254232/esra'}",True,361,1,1,1639405821,1587402806,61328180,CC BY-SA 4.0,https://stackoverflow.com/questions/61328180/how-can-i-stop-a-recursive-function-at-a-certain-level-and-insert-another-functi,How can I stop a recursive function at a certain level and insert another function there?,,1639405821.0,,61328568.0
139,"['c++', 'qt', 'user-interface', 'translation']","{'account_id': 9352871, 'reputation': 1283, 'user_id': 6941952, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/EsapT.png?s=256&g=1', 'display_name': 'Mohammed Deifallah', 'link': 'https://stackoverflow.com/users/6941952/mohammed-deifallah'}",True,815,3,0,1639188397,1586953649,61228717,CC BY-SA 4.0,https://stackoverflow.com/questions/61228717/how-to-translate-variable-text-in-qt,How to translate variable text in Qt?,,1639188397.0,,61246599.0
140,"['c++', 'dll', 'console-application', 'visual-studio-2019']","{'account_id': 18363523, 'reputation': 31, 'user_id': 13375100, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghnv5CZp0spY5E0yBdDJXQJpX0b_aOniIKkRlugRA=k-s256', 'display_name': 'blueblot2', 'link': 'https://stackoverflow.com/users/13375100/blueblot2'}",True,3951,2,3,1639132246,1587499491,61352248,CC BY-SA 4.0,https://stackoverflow.com/questions/61352248/any-ideas-on-how-to-fix-a-dll-initialization-error-in-visual-studio-2019,Any ideas on how to fix a Dll Initialization Error in Visual Studio 2019?,,1587500627.0,,
141,"['c++', 'homebrew', 'macos-catalina', 'gcc-warning', 'gcc9']","{'account_id': 18387175, 'reputation': 21, 'user_id': 13393940, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b27b6c3c519851a7fbb8825655178d86?s=256&d=identicon&r=PG&f=1', 'display_name': 'cconsta1', 'link': 'https://stackoverflow.com/users/13393940/cconsta1'}",True,1515,2,0,1639021024,1587671786,61395871,CC BY-SA 4.0,https://stackoverflow.com/questions/61395871/gcc-not-working-on-macos-10-15-4-catalina,Gcc not working on MacOS 10.15.4 Catalina?,,,,
142,"['c++', 'loops', 'for-loop', 'addition']","{'account_id': 18278489, 'reputation': 11, 'user_id': 13307747, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2590244351221834/picture?type=large', 'display_name': 'user13307747', 'link': 'https://stackoverflow.com/users/13307747/user13307747'}",True,381,1,1,1638449569,1586840998,61201057,CC BY-SA 4.0,https://stackoverflow.com/questions/61201057/adding-elements-from-previous-iterations-in-for-loop-c,Adding elements from previous iterations in for loop C++,,1638449569.0,,
143,"['c++', 'clang', 'llvm', 'llvm-clang', 'clang-static-analyzer']","{'account_id': 17805052, 'reputation': 83, 'user_id': 12930928, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c4e9994ab5e507270320563c5853cb12?s=256&d=identicon&r=PG&f=1', 'display_name': 'lava_07', 'link': 'https://stackoverflow.com/users/12930928/lava-07'}",False,271,0,0,1638409767,1586795236,61192268,CC BY-SA 4.0,https://stackoverflow.com/questions/61192268/custom-clang-static-analyzer-checkers-in-clang-8,Custom clang static analyzer checkers in clang-8,,,,
144,['c++'],"{'account_id': 18067528, 'reputation': 1, 'user_id': 13132964, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-vPVc0ork_Q4/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nB8xoH7mwUcQObyEK7HFrhhtV7wxA/photo.jpg?sz=256', 'display_name': 'Miria ', 'link': 'https://stackoverflow.com/users/13132964/miria'}",True,57,1,-1,1638262224,1585895812,61006295,CC BY-SA 4.0,https://stackoverflow.com/questions/61006295/priority-queue-using-class-object,priority queue using class object,,,,
145,"['c++', 'llvm', 'llvm-clang']","{'account_id': 5603475, 'reputation': 2615, 'user_id': 4438921, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/kYGzp.jpg?s=256&g=1', 'display_name': 'linrongbin', 'link': 'https://stackoverflow.com/users/4438921/linrongbin'}",True,861,2,0,1638260910,1586867213,61207663,CC BY-SA 4.0,https://stackoverflow.com/questions/61207663/how-to-use-llvmirbuilder-create-add-sub-mul-div,How to use llvm::IRBuilder Create Add/Sub/Mul/Div?,,,,
146,"['c++', 'c', 'go', 'memory-leaks', 'address-sanitizer']","{'account_id': 18346020, 'reputation': 131, 'user_id': 13361192, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-2BfQxEAjNCQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJO5_vJ7TDSgR1RXpIyj0IXtbeSYIA/photo.jpg?sz=256', 'display_name': 'Shawn ZHANG', 'link': 'https://stackoverflow.com/users/13361192/shawn-zhang'}",True,753,2,7,1637847751,1587378474,61320241,CC BY-SA 4.0,https://stackoverflow.com/questions/61320241/sanitizer-leak-is-not-detected-when-golang-using-cgo-to-call-c-library,sanitizer-leak is NOT detected when golang using cgo to call c library,,1587380362.0,,61383657.0
147,"['c++', 'random']","{'account_id': 18186621, 'reputation': 25, 'user_id': 13233207, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db9b731d38509d163c0a3c05cc715609?s=256&d=identicon&r=PG&f=1', 'display_name': 'NekoBit', 'link': 'https://stackoverflow.com/users/13233207/nekobit'}",True,525,3,2,1637784320,1586142026,61052329,CC BY-SA 4.0,https://stackoverflow.com/questions/61052329/best-method-of-getting-a-random-number-at-an-index-from-a-seed,Best method of getting a random number at an &quot;index&quot; from a seed?,,,,61066265.0
148,"['c++', 'ncurses']","{'account_id': 12833575, 'reputation': 115, 'user_id': 9283962, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-E5sLlu9lWKo/AAAAAAAAAAI/AAAAAAAAAFY/AeUdZ93yogo/photo.jpg?sz=256', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/9283962/michael'}",True,877,3,0,1637270165,1585956204,61021837,CC BY-SA 4.0,https://stackoverflow.com/questions/61021837/strikethrough-text-in-ncurses,Strikethrough text in ncurses,,,,
149,"['c++', 'c', 'stm32', 'spi']","{'account_id': 5209649, 'reputation': 63, 'user_id': 4166489, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2e06595983c3c7f06af4c699ddb6cae2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Supermaniac', 'link': 'https://stackoverflow.com/users/4166489/supermaniac'}",True,121,1,0,1637186109,1585933427,61016905,CC BY-SA 4.0,https://stackoverflow.com/questions/61016905/why-cant-i-read-registers-through-spi-on-stm32,Why can&#39;t I read registers through SPI on STM32?,,,,
150,"['c++', 'visual-studio', 'cmake', 'vcpkg']","{'account_id': 14485793, 'reputation': 33, 'user_id': 10463779, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-y4xByOiX2PE/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DVl-hhYycWm1ssw-MLvnHSzxIM6lQ/mo/photo.jpg?sz=256', 'display_name': 'Jonn Doe', 'link': 'https://stackoverflow.com/users/10463779/jonn-doe'}",True,7874,2,3,1636745040,1586113815,61048049,CC BY-SA 4.0,https://stackoverflow.com/questions/61048049/using-qt5-installed-via-vcpkg-in-visual-studio-for-c,Using Qt5 installed via VCPKG in Visual Studio for C++,,1586124104.0,,
151,"['c++', 'c++17', 'nullptr', 'null-pointer']","{'account_id': 18323736, 'reputation': 315, 'user_id': 13343923, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6394fc8c1189b7305b5e9e2b4a4ac957?s=256&d=identicon&r=PG', 'display_name': 'Fullfungo', 'link': 'https://stackoverflow.com/users/13343923/fullfungo'}",True,1511,2,20,1636699348,1587177373,61283569,CC BY-SA 4.0,https://stackoverflow.com/questions/61283569/how-does-c-nullptr-implementation-work,How does c++ nullptr implementation work?,,1587177875.0,,61283968.0
152,"['c++', 'visual-studio-code', 'intellisense']","{'account_id': 2945099, 'reputation': 2571, 'user_id': 3102169, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e99b4ae1f3bba00773774628cb20b6e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ariel Gabizon', 'link': 'https://stackoverflow.com/users/3102169/ariel-gabizon'}",True,5062,1,4,1636205474,1587038902,61249878,CC BY-SA 4.0,https://stackoverflow.com/questions/61249878/how-do-i-disable-pop-up-suggestion-for-function-arguments-in-vs-code-with-c-ex,How do I disable pop-up suggestion for function arguments in VS code with C++ extension,,1587980204.0,,
153,"['c++', 'cgi']","{'account_id': 15141538, 'reputation': 11, 'user_id': 10926403, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7441189cb12cd0baa35e61ab4f1ee839?s=256&d=identicon&r=PG&f=1', 'display_name': 'RaUndreundre', 'link': 'https://stackoverflow.com/users/10926403/raundreundre'}",True,211,1,1,1635960247,1586099691,61044796,CC BY-SA 4.0,https://stackoverflow.com/questions/61044796/c-cgi-internal-server-error-when-is-used-string,C++ CGI - Internal Server Error - when is used string,,,,
154,"['c++', 'xcode', 'macos', 'llvm-clang']","{'account_id': 8542165, 'reputation': 3007, 'user_id': 7663322, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/N6C74.jpg?s=256&g=1', 'display_name': 'Akhilesh Kumar', 'link': 'https://stackoverflow.com/users/7663322/akhilesh-kumar'}",True,3934,4,2,1635936665,1587781070,61420173,CC BY-SA 4.0,https://stackoverflow.com/questions/61420173/how-to-fix-xcode-invivisble-headers-and-clang-compiler-issue-in-macos,How to fix XCode invivisble Headers and Clang compiler issue in MacOS?,,,,
155,"['c++', 'opencv']","{'account_id': 12210921, 'reputation': 105, 'user_id': 8912735, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ddada118caeea1bf9d87084f67f582b1?s=256&d=identicon&r=PG&f=1', 'display_name': 'DocRobson', 'link': 'https://stackoverflow.com/users/8912735/docrobson'}",False,833,1,2,1635682374,1586171090,61058327,CC BY-SA 4.0,https://stackoverflow.com/questions/61058327/opencv-cuda-morphology-is-much-slower-than-on-cpu,OpenCV CUDA Morphology is much slower than on CPU,,1586173441.0,,
156,"['c++', 'hash', 'substring', 'inverse', 'modular']","{'account_id': 17775531, 'reputation': 43, 'user_id': 12907981, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-bP_aOnAcCzs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re-gmRsPTUaaKmU5drvNp92fRLSUA/photo.jpg?sz=256', 'display_name': 'Shivam Verma', 'link': 'https://stackoverflow.com/users/12907981/shivam-verma'}",False,285,0,3,1635594830,1586677277,61168250,CC BY-SA 4.0,https://stackoverflow.com/questions/61168250/determine-the-number-of-different-substrings-in-a-string-in-c-and-using-hashin,Determine the number of different substrings in a string in c++ and using hashing,,1635594830.0,,
157,"['c++', 'mongodb', 'cmake']","{'account_id': 17634305, 'reputation': 321, 'user_id': 12797847, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDo0iZfmI14mSvqmWtBIT0SquxqZtGp4S2d8Ba92g=k-s256', 'display_name': 'Vimalan E', 'link': 'https://stackoverflow.com/users/12797847/vimalan-e'}",False,1283,2,0,1635315136,1586602326,61155583,CC BY-SA 4.0,https://stackoverflow.com/questions/61155583/cmake-error-at-src-bsoncxx-cmakelists-txt-mongodb-cxx-driver,CMake Error at src/bsoncxx/CMakeLists.txt - Mongodb Cxx Driver,,,,
158,"['c++', 'opengl', 'glsl', 'shader', 'normals']","{'account_id': 11183441, 'reputation': 515, 'user_id': 8206705, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1be032ba68741f45a5abf1c2c9df8b53?s=256&d=identicon&r=PG&f=1', 'display_name': 'H. Ross', 'link': 'https://stackoverflow.com/users/8206705/h-ross'}",True,1477,1,2,1635279828,1587001721,61241414,CC BY-SA 4.0,https://stackoverflow.com/questions/61241414/how-to-compute-vertex-normals-for-a-triangle-mesh-in-opengl,How to compute vertex normals for a triangle mesh in OpenGl?,,1587020063.0,,61244050.0
159,"['c++', 'debugging']","{'account_id': 18155215, 'reputation': 116, 'user_id': 13207305, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/g3mR7.jpg?s=256&g=1', 'display_name': 'cateatingpancakes', 'link': 'https://stackoverflow.com/users/13207305/cateatingpancakes'}",True,46151,5,9,1635255384,1585895740,61006284,CC BY-SA 4.0,https://stackoverflow.com/questions/61006284/how-do-i-fix-a-debugging-check-in-this-application-has-failed-error,How do I fix &quot;a debugging check in this application has failed&quot; error?,,1598848166.0,,
160,"['c++', 'embedded', 'can-bus', 'j1939']","{'account_id': 2218151, 'reputation': 117, 'user_id': 1958271, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34a07813246795f18c86c80469977460?s=256&d=identicon&r=PG', 'display_name': 'EzeEst', 'link': 'https://stackoverflow.com/users/1958271/ezeest'}",False,720,1,0,1635102831,1586178566,61060606,CC BY-SA 4.0,https://stackoverflow.com/questions/61060606/convert-j1939-message-to-raw-can,Convert J1939 message to raw CAN,,,,
161,"['c++', 'opengl']","{'account_id': 13253077, 'reputation': 81, 'user_id': 9570045, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/605e24ee0e1544408586fbe39c955206?s=256&d=identicon&r=PG&f=1', 'display_name': 'quela', 'link': 'https://stackoverflow.com/users/9570045/quela'}",False,264,0,0,1634501278,1586980734,61237562,,https://stackoverflow.com/questions/61237562/how-to-calculate-per-vertex-normal-for-generated-geometry-opengl,How to calculate per vertex normal for generated geometry? OpenGL,1634501251.0,1586983116.0,Duplicate,
162,"['c++', 'visual-studio', 'azurekinect']","{'account_id': 17579930, 'reputation': 581, 'user_id': 12753953, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fYSa6.jpg?s=256&g=1', 'display_name': 'badcode', 'link': 'https://stackoverflow.com/users/12753953/badcode'}",True,815,1,0,1633961461,1585742281,60970340,CC BY-SA 4.0,https://stackoverflow.com/questions/60970340/lnk1104cannot-open-file-k4ak4a-lib,LNK1104	cannot open file &#39;k4a::k4a.lib&#39;,,,,69527616.0
163,"['c++', 'windows', 'post', 'winsock', 'cloudflare']","{'account_id': 17915449, 'reputation': 25, 'user_id': 13016512, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjRL9yczk9Jqy9lN27_g_eeCVEhJ_Zmeqe7yGTB=k-s256', 'display_name': 'Jimmy Hankey', 'link': 'https://stackoverflow.com/users/13016512/jimmy-hankey'}",False,7024,1,0,1633821154,1588216728,61515357,CC BY-SA 4.0,https://stackoverflow.com/questions/61515357/discord-webhooks-with-c,Discord Webhooks With C++,,1588275144.0,,
164,"['c++', 'rotation', 'directx', 'flappy-bird-clone']","{'account_id': 18299307, 'reputation': 47, 'user_id': 13324533, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/390bbe408cec2ae9c953e1f0f5a7a250?s=256&d=identicon&r=PG&f=1', 'display_name': 'delicious goat', 'link': 'https://stackoverflow.com/users/13324533/delicious-goat'}",True,491,3,1,1633459370,1587909300,61441960,CC BY-SA 4.0,https://stackoverflow.com/questions/61441960/flappy-bird-rotation-algorithm,Flappy Bird Rotation Algorithm,,,,
165,"['c++', 'opencv', 'gstreamer']","{'account_id': 17307881, 'reputation': 53, 'user_id': 12536212, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/325def60eb6ee32f9ff135f51af27cd3?s=256&d=identicon&r=PG&f=1', 'display_name': 'WinterMax', 'link': 'https://stackoverflow.com/users/12536212/wintermax'}",True,3437,2,3,1633302715,1587667555,61394756,CC BY-SA 4.0,https://stackoverflow.com/questions/61394756/how-to-use-opencv-videowriter-with-gstreamer,How to use Opencv VideoWriter with GStreamer?,,,,
