,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from,community_owned_date
656,"['c++', 'opencv', 'computer-vision', 'tracking']","{'account_id': 1173092, 'reputation': 3751, 'user_id': 1149797, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/cVBtb.png?s=256&g=1', 'display_name': 'Alex Hoppus', 'link': 'https://stackoverflow.com/users/1149797/alex-hoppus'}",True,56303,2,18,1466466692,1331725320,1466466692.0,9701276,CC BY-SA 3.0,https://stackoverflow.com/questions/9701276/opencv-tracking-using-optical-flow,OpenCV tracking using optical flow,9702540.0,,,,,
657,"['c++', 'try-catch', 'throw']","{'account_id': 1346164, 'reputation': 183, 'user_id': 1286875, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e93d5ea7311ba56c7a4e9efff1206b7?s=256&d=identicon&r=PG', 'display_name': 'user1286875', 'link': 'https://stackoverflow.com/users/1286875/user1286875'}",True,4720,4,11,1466236460,1332449091,1332451046.0,9830220,CC BY-SA 3.0,https://stackoverflow.com/questions/9830220/c-throwing-a-derived-class-by-reference-does-not-work-when-catching-base-clas,C++: Throwing a derived class by reference does not work when catching base class,9830400.0,,,,,
658,"['c++', 'visual-studio', 'warnings', 'pragma', 'suppress-warnings']","{'account_id': 318097, 'reputation': 4267, 'user_id': 635125, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/6ef4afb0c64ee356c88a79e60fee3950?s=256&d=identicon&r=PG', 'display_name': 'Chris Morris', 'link': 'https://stackoverflow.com/users/635125/chris-morris'}",True,6442,3,9,1466180730,1331580440,1495539933.0,9673504,CC BY-SA 3.0,https://stackoverflow.com/questions/9673504/is-it-possible-to-disable-compiler-warning-c4503,Is it possible to disable compiler warning C4503?,,,,,,
659,"['c#', 'c++', 'com']","{'account_id': 543561, 'reputation': 108, 'user_id': 912748, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/029c4947a18c702a82d0cd9782d20682?s=256&d=identicon&r=PG', 'display_name': 'dysonfree', 'link': 'https://stackoverflow.com/users/912748/dysonfree'}",True,5277,1,0,1465475255,1330964068,1465475255.0,9570018,CC BY-SA 3.0,https://stackoverflow.com/questions/9570018/error-hresult-e-fail-has-been-returned-from-a-call-to-a-com-component,Error HRESULT E_FAIL has been returned from a call to a COM component,,,,,,
660,"['c++', 'android-ndk']","{'account_id': 1356567, 'reputation': 41, 'user_id': 1294852, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c6fcc74aa2e799e104a4b4934c9a8182?s=256&d=identicon&r=PG', 'display_name': 'Duc Tran', 'link': 'https://stackoverflow.com/users/1294852/duc-tran'}",True,4392,1,4,1465234648,1332840421,1332841867.0,9886725,CC BY-SA 3.0,https://stackoverflow.com/questions/9886725/gcc-expected-unqualified-id-before-sizeof-it-4-2-in-android-ndk,GCC - expected unqualified-id before &#39;sizeof&#39; - IT++ 4.2 in Android NDK,,,,,,
661,"['c++', 'xcode', 'macos']","{'account_id': 380855, 'reputation': 1029, 'user_id': 735143, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/d5198cf315801c6e58fa1f1192adb114?s=256&d=identicon&r=PG', 'display_name': 'Dabrorius', 'link': 'https://stackoverflow.com/users/735143/dabrorius'}",True,409,3,0,1465153899,1332945893,1592644375.0,9909940,CC BY-SA 4.0,https://stackoverflow.com/questions/9909940/execl-no-memory-available-to-program-now-os-x-xcode-c,execl - No memory available to program now (OS X / XCode / C++),9910711.0,,,,,
662,"['c++', 'stl']","{'account_id': 952399, 'reputation': 477, 'user_id': 978281, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/6ef21a82a679b591bb89a773fb547dcd?s=256&d=identicon&r=PG', 'display_name': 'user978281', 'link': 'https://stackoverflow.com/users/978281/user978281'}",True,414,1,1,1465153831,1332032144,1465153831.0,9755127,CC BY-SA 3.0,https://stackoverflow.com/questions/9755127/big-speed-difference-with-c-style-linked-list-and-c-stdvector,Big speed difference with c style linked list and c++ std::vector,9755206.0,,,,,
663,"['c++', 'curl', 'libcurl']","{'account_id': 338964, 'reputation': 2198, 'user_id': 668138, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/ehDDe.jpg?s=256&g=1', 'display_name': 'Grego', 'link': 'https://stackoverflow.com/users/668138/grego'}",True,2714,1,0,1465153731,1332827669,1465153731.0,9884048,CC BY-SA 3.0,https://stackoverflow.com/questions/9884048/cookies-not-being-saved-in-curl-c-such-a-simple-and-clean-code-example-wont,"Cookies not being saved in cURL C++, such a simple and clean code example won&#39;t work",9884426.0,,,,,
664,"['c++', 'linked-list']","{'account_id': 476708, 'reputation': 67, 'user_id': 887752, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9f4736e368a2c6a001b6c2fb04baaf4c?s=256&d=identicon&r=PG', 'display_name': 'RedFred', 'link': 'https://stackoverflow.com/users/887752/redfred'}",True,245,1,1,1465153703,1331682756,1465153703.0,9693986,CC BY-SA 3.0,https://stackoverflow.com/questions/9693986/trouble-with-summing-particular-values-together-in-two-linked-lists,Trouble with summing particular values together in two linked lists,9694333.0,,,,,
665,"['c++', 'winforms', 'c#-4.0']","{'account_id': 1220219, 'reputation': 3323, 'user_id': 1186991, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/5a886d8233942a4414dfc1f61f3855e8?s=256&d=identicon&r=PG', 'display_name': 'Hans Rudel', 'link': 'https://stackoverflow.com/users/1186991/hans-rudel'}",True,117,1,1,1465152436,1331658805,1465152436.0,9688771,CC BY-SA 3.0,https://stackoverflow.com/questions/9688771/resizing-a-user-control,Resizing a user control,9688962.0,,,,,
666,"['c++', 'char']","{'account_id': 1337660, 'reputation': 757, 'user_id': 1279988, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/ec8645ff56667cee93e026b5dda2d96f?s=256&d=identicon&r=PG', 'display_name': 'user1279988', 'link': 'https://stackoverflow.com/users/1279988/user1279988'}",True,925,5,2,1465152260,1332838043,1465152260.0,9886107,CC BY-SA 3.0,https://stackoverflow.com/questions/9886107/the-meaning-of-using-in-define,the meaning of &#39;\&#39; using in #define,9886133.0,,,,,
667,"['c++', 'function', 'goto']","{'user_type': 'does_not_exist', 'display_name': 'user466534'}",True,472,6,-1,1465151811,1332147156,1465151811.0,9767239,CC BY-SA 3.0,https://stackoverflow.com/questions/9767239/multiple-return-value-method-fails-with-goto-statements,Multiple return value method fails with goto statements,9767594.0,,,,,
668,"['c++', 'memory']","{'account_id': 1334761, 'reputation': 10530, 'user_id': 1277769, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/wEHKk.jpg?s=256&g=1', 'display_name': 'SirGuy', 'link': 'https://stackoverflow.com/users/1277769/sirguy'}",True,4805,4,8,1465151789,1333171500,1465151789.0,9953260,CC BY-SA 3.0,https://stackoverflow.com/questions/9953260/programmatically-find-maximum-static-array-size-in-c,Programmatically find maximum static array size in C++,9953277.0,,,,,
669,"['c++', 'algorithm', 'lcm']","{'account_id': 390883, 'reputation': 3475, 'user_id': 751223, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/dac2b5a99e041f51420dbf2ade0dbd66?s=256&d=identicon&r=PG', 'display_name': 'dark_shadow', 'link': 'https://stackoverflow.com/users/751223/dark-shadow'}",True,2703,4,4,1465151666,1332003475,1465151666.0,9751873,CC BY-SA 3.0,https://stackoverflow.com/questions/9751873/how-to-calculate-all-the-prime-factors-of-lcm-of-n-integers,How to calculate all the prime factors of lcm of n integers?,9752945.0,,,,,
670,"['c++', 'algorithm', 'data-structures', 'dynamic-programming']","{'account_id': 414654, 'reputation': 1773, 'user_id': 788985, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/d76509f81a1ac010da5ca38470d6c6f3?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/788985/nick'}",True,2331,3,6,1465124434,1333083348,1465124434.0,9937205,CC BY-SA 3.0,https://stackoverflow.com/questions/9937205/how-can-i-improve-this-algorithm-to-prevent-tle-is-spoj-submission,How can I improve this algorithm to prevent TLE is SPOJ submission?,,,,,,
671,"['c++', 'winapi', 'http', 'wininet']","{'account_id': 775607, 'reputation': 587, 'user_id': 816898, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/d8d975e6e4228a61caa1f970a6a5cb94?s=256&d=identicon&r=PG', 'display_name': 'Vitaly', 'link': 'https://stackoverflow.com/users/816898/vitaly'}",True,505,1,0,1464865742,1332728016,1332728325.0,9865836,CC BY-SA 3.0,https://stackoverflow.com/questions/9865836/output-string-data-of-httpqueryinfow,Output string data of HttpQueryInfoW,,,,,,
672,"['c++', 'visual-studio', 'boost', 'linker-errors', 'lnk2001']","{'account_id': 1314274, 'reputation': 163, 'user_id': 1261554, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e4d6eab9343544ef1feba441fedf0c70?s=256&d=identicon&r=PG', 'display_name': 'Michal', 'link': 'https://stackoverflow.com/users/1261554/michal'}",True,4190,1,2,1464494765,1331416650,1331446474.0,9650519,CC BY-SA 3.0,https://stackoverflow.com/questions/9650519/include-boost-chrono-hpp-causes-unresolved-external-symbol-bcp-used,"#include &lt;boost/chrono.hpp&gt; causes unresolved external symbol, bcp used",9651085.0,,,,,
673,"['c++', 'c++11', 'iterator']","{'account_id': 359424, 'reputation': 27196, 'user_id': 700825, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/6aea6e2f57f2a7b1cd6870375fbdc42f?s=256&d=identicon&r=PG', 'display_name': 'NoSenseEtAl', 'link': 'https://stackoverflow.com/users/700825/nosenseetal'}",True,8313,4,17,1464280861,1331228765,1464280861.0,9622264,,https://stackoverflow.com/questions/9622264/why-stddistance-doesnt-work-on-mix-of-const-and-nonconst-iterators,Why std::distance doesnt work on mix of const and nonconst iterators?,9622393.0,1464280871.0,Duplicate,,,
674,"['c++', 'windows', 'winapi', 'createprocess']","{'account_id': 964522, 'reputation': 2171, 'user_id': 988207, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/6cdf845139c70d3be0bdc93867471320?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrew Falanga', 'link': 'https://stackoverflow.com/users/988207/andrew-falanga'}",True,1781,4,1,1464179162,1331666046,1331692341.0,9690508,CC BY-SA 3.0,https://stackoverflow.com/questions/9690508/arguments-being-passed-to-createprocess-arent-being-parsed-as-i-expected,Arguments being passed to CreateProcess aren&#39;t being parsed as I expected,9690784.0,,,,,
675,"['c++', 'http', 'http-status']","{'account_id': 471252, 'reputation': 3775, 'user_id': 878936, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/766faba0aa02b867b869615526c9192e?s=256&d=identicon&r=PG', 'display_name': 'Toby', 'link': 'https://stackoverflow.com/users/878936/toby'}",True,3373,2,4,1464120074,1330593337,1330594605.0,9513447,CC BY-SA 3.0,https://stackoverflow.com/questions/9513447/http-response-status-line-maximum-size,HTTP Response Status-Line maximum size,9513525.0,,,,,
676,"['c++', 'count', 'floating-point', 'digits']","{'user_type': 'does_not_exist', 'display_name': 'user963395'}",True,8771,3,1,1463850619,1332524573,1463850619.0,9843999,CC BY-SA 3.0,https://stackoverflow.com/questions/9843999/calculate-number-of-decimal-places-for-a-float-value-without-libraries,Calculate number of decimal places for a float value WITHOUT libraries?,9844148.0,,,,,
677,"['c++', 'curl']","{'account_id': 338964, 'reputation': 2198, 'user_id': 668138, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/ehDDe.jpg?s=256&g=1', 'display_name': 'Grego', 'link': 'https://stackoverflow.com/users/668138/grego'}",True,17999,1,3,1463465922,1332186543,,9776857,CC BY-SA 3.0,https://stackoverflow.com/questions/9776857/curl-simple-https-request-returns-nothing-c,Curl simple https request returns nothing C++,9777343.0,,,,,
678,['c++'],"{'account_id': 1300297, 'reputation': 83, 'user_id': 1250372, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5e075a46de525f8e6b8ee21b69ee031?s=256&d=identicon&r=PG', 'display_name': 'Sam Elliott', 'link': 'https://stackoverflow.com/users/1250372/sam-elliott'}",True,32720,5,8,1462989914,1330967981,1462989914.0,9570991,CC BY-SA 3.0,https://stackoverflow.com/questions/9570991/how-to-read-space-and-newline-separated-integers-into-a-2d-array-in-c,How to read space and newline separated integers into a 2D array in C++?,9571913.0,,,,,
679,"['c++', 'c', 'websocket']","{'account_id': 1123398, 'reputation': 630, 'user_id': 1111192, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/0981b61f481a3ead1a9f9947bf23f6e9?s=256&d=identicon&r=PG', 'display_name': 'hbdev012', 'link': 'https://stackoverflow.com/users/1111192/hbdev012'}",True,67521,4,19,1462556998,1330668530,,9528811,,https://stackoverflow.com/questions/9528811/websocket-client-in-c,Websocket Client in C++,9528866.0,1470480415.0,Not suitable for this site,,,
680,['c++'],"{'account_id': 1328552, 'reputation': 293, 'user_id': 1272911, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/afa883f7cef1634e4792ea2765eaf903?s=256&d=identicon&r=PG', 'display_name': 'Mete', 'link': 'https://stackoverflow.com/users/1272911/mete'}",True,37176,2,15,1462551878,1332362184,,9812411,CC BY-SA 3.0,https://stackoverflow.com/questions/9812411/trying-to-create-a-3-dimensional-vector-in-c,Trying to create a 3 dimensional vector in c++,9812469.0,,,,,
681,"['c++', 'class', 'function', 'inheritance', 'virtual']","{'account_id': 1051790, 'reputation': 1148, 'user_id': 1055536, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/efbe45ca9a9a0cbcd224a2fa6c30f8cd?s=256&d=identicon&r=PG', 'display_name': 'mikbal', 'link': 'https://stackoverflow.com/users/1055536/mikbal'}",True,9425,4,22,1462517545,1331830239,1462517545.0,9724371,CC BY-SA 3.0,https://stackoverflow.com/questions/9724371/force-calling-base-class-virtual-function,Force calling base class virtual function,9724524.0,,,,,
682,"['c++', 'mysql', 'parallel-processing']","{'account_id': 429938, 'reputation': 1806, 'user_id': 813102, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/5fc54ef1351c176ff60ac9a7c1ee6f8b?s=256&d=identicon&r=PG', 'display_name': 'big', 'link': 'https://stackoverflow.com/users/813102/big'}",True,103,2,0,1461965370,1332792684,1461965370.0,9879070,CC BY-SA 3.0,https://stackoverflow.com/questions/9879070/how-can-i-implement-distinct-keyword-of-mysql-to-get-distinct-values-parallely-u,How can I implement DISTINCT keyword of mysql to get distinct values parallely using threads,9879639.0,,,,,
683,"['c++', 'multithreading', 'atomic']","{'account_id': 1225751, 'reputation': 3947, 'user_id': 1191316, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ed305bae65343df36563f3e8e5578d88?s=256&d=identicon&r=PG', 'display_name': '2607', 'link': 'https://stackoverflow.com/users/1191316/2607'}",True,28024,4,32,1461589405,1330827523,1454690542.0,9551750,CC BY-SA 3.0,https://stackoverflow.com/questions/9551750/c-stdatomic-vs-boost-atomic,C++ std::atomic vs. Boost atomic,9551880.0,,,,,
684,"['c++', 'boost']","{'account_id': 33442, 'reputation': 22671, 'user_id': 93647, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/Ax2MN.png?s=256&g=1', 'display_name': 'Oleg Vazhnev', 'link': 'https://stackoverflow.com/users/93647/oleg-vazhnev'}",True,30699,1,9,1461352815,1331712114,1383330458.0,9697926,CC BY-SA 3.0,https://stackoverflow.com/questions/9697926/what-is-boost-root,what is BOOST_ROOT?,9697993.0,,,,,
685,"['c++', 'ubuntu']","{'account_id': 1265528, 'reputation': 533, 'user_id': 1222905, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/9ce99053f7e52dea8f6958d73622dc62?s=256&d=identicon&r=PG', 'display_name': 'user1222905', 'link': 'https://stackoverflow.com/users/1222905/user1222905'}",True,4765,3,-3,1461161408,1332255301,1495542700.0,9789173,,https://stackoverflow.com/questions/9789173/how-to-generate-a-6-digit-number-unique-id-c-code,how to generate a 6 digit number - unique ID c++ code,9789249.0,1332256021.0,exact duplicate,,,
686,"['c++', 'vector', 'c++11', 'move', 'deque']","{'account_id': 480446, 'reputation': 31327, 'user_id': 893693, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/yHFyJ.jpg?s=256&g=1', 'display_name': 'Stephan Dollberg', 'link': 'https://stackoverflow.com/users/893693/stephan-dollberg'}",True,7651,2,27,1460997240,1332192565,1332194525.0,9778238,CC BY-SA 3.0,https://stackoverflow.com/questions/9778238/move-two-vectors-together,&quot;move&quot; two vectors together,9778273.0,,,,,
687,"['c++', 'qt', 'inheritance', 'qlist']","{'account_id': 1331738, 'reputation': 3, 'user_id': 1275488, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21a0858293dfa25deda793fef4aae8bd?s=256&d=identicon&r=PG', 'display_name': 'user1275488', 'link': 'https://stackoverflow.com/users/1275488/user1275488'}",True,516,1,0,1460824012,1331972842,1460824012.0,9748447,CC BY-SA 3.0,https://stackoverflow.com/questions/9748447/reference-qlist-inherited-from-derived-class,Reference QList Inherited from Derived Class,9748492.0,,,,,
