,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date,migrated_from,community_owned_date,locked_date
449,['c++'],"{'account_id': 52844, 'reputation': 23835, 'user_id': 157971, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/8cbf41a630b52f45e9b54e0ee1445f76?s=256&d=identicon&r=PG', 'display_name': 'void.pointer', 'link': 'https://stackoverflow.com/users/157971/void-pointer'}",True,7168,,12483821.0,4,7,1505290421,1347996510,1347998112.0,12483663,https://stackoverflow.com/questions/12483663/assigning-base-struct-to-derived-struct,,Assigning base struct to derived struct,CC BY-SA 3.0,,,,
450,"['c++', 'boost']","{'account_id': 1725765, 'reputation': 279, 'user_id': 1580475, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/0537802a53c23fe9684180d51af7a2f0?s=256&d=identicon&r=PG', 'display_name': 'Benas Radzevicius', 'link': 'https://stackoverflow.com/users/1580475/benas-radzevicius'}",True,491,,12652102.0,1,0,1504745866,1348915247,1348919263.0,12652011,https://stackoverflow.com/questions/12652011/cannot-include-header-from-boost-library,,Cannot include header from boost library,CC BY-SA 3.0,,,,
451,"['c++', 'macos', 'time', 'race-condition']","{'account_id': 1042917, 'reputation': 13492, 'user_id': 1048539, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/b2bfeca28ec73556f395bed4668f9e16?s=256&d=identicon&r=PG', 'display_name': 'enderland', 'link': 'https://stackoverflow.com/users/1048539/enderland'}",True,1089,,12648560.0,5,-1,1504710037,1348873864,1504710037.0,12648473,https://stackoverflow.com/questions/12648473/timenull-returning-inconsistent-values-on-macbook-pro,,time(NULL) Returning Inconsistent Values on Macbook Pro,CC BY-SA 3.0,,,,
452,"['c++', 'qt', 'assertions']","{'account_id': 176688, 'reputation': 6095, 'user_id': 407528, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/jyGqn.png?s=256&g=1', 'display_name': 'qdot', 'link': 'https://stackoverflow.com/users/407528/qdot'}",True,9184,,12573446.0,2,11,1504207205,1348522344,1371063379.0,12573230,https://stackoverflow.com/questions/12573230/q-assert-release-build-semantics,,Q_ASSERT release build semantics,CC BY-SA 3.0,,,,
453,"['c++', 'c', 'data-structures', 'logic']","{'account_id': 1613338, 'reputation': 191, 'user_id': 1491700, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6e0d3fe0f5163f9528e09e40522f42e?s=256&d=identicon&r=PG', 'display_name': 'Hariraman Radhakrishnan', 'link': 'https://stackoverflow.com/users/1491700/hariraman-radhakrishnan'}",True,115971,,13579961.0,8,4,1504107256,1346858619,1346864285.0,12284768,https://stackoverflow.com/questions/12284768/write-code-to-convert-given-number-into-words-eg-1234-as-input-should-output-on,,Write code to convert given number into words (eg 1234 as input should output one thousand two hundred and thirty four),CC BY-SA 3.0,1504107534.0,,,
454,"['c++', 'c', 'switch-statement']","{'account_id': 1230818, 'reputation': 410, 'user_id': 1195449, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/ba3e5c9beee5444a8c4acdbe3fe2953a?s=256&d=identicon&r=PG', 'display_name': 'MarsRover', 'link': 'https://stackoverflow.com/users/1195449/marsrover'}",True,11400,,12383074.0,4,11,1503951067,1347434142,1380715722.0,12382959,https://stackoverflow.com/questions/12382959/switch-statement-with-huge-number-of-cases,,Switch statement with huge number of cases,CC BY-SA 3.0,,,,
455,"['c++', 'variables', 'initialization']","{'account_id': 38717, 'reputation': 63109, 'user_id': 111307, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/Sdydt.png?s=256&g=1', 'display_name': 'bobobobo', 'link': 'https://stackoverflow.com/users/111307/bobobobo'}",True,39241,,,3,17,1503369992,1348825635,,12637581,https://stackoverflow.com/questions/12637581/must-i-initialize-floats-using-0-f,,Must I initialize floats using 0.f?,CC BY-SA 3.0,,,,
456,"['c++', 'scope', 'global', 'extern']","{'account_id': 1760894, 'reputation': 279, 'user_id': 1608051, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f00f7c0ffa74b5cb1c30acee4d42a966?s=256&d=identicon&r=PG', 'display_name': 'Venushree Patel', 'link': 'https://stackoverflow.com/users/1608051/venushree-patel'}",True,50899,,,1,22,1503369165,1346882681,1346883943.0,12290451,https://stackoverflow.com/questions/12290451/access-extern-variable-in-c-from-another-file,,Access extern variable in C++ from another file,CC BY-SA 3.0,,,,
457,"['c++', 'c++11', 'thread-safety', 'double-checked-locking']","{'account_id': 1505025, 'reputation': 37747, 'user_id': 1408611, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/dNQZM.jpg?s=256&g=1', 'display_name': 'gexicide', 'link': 'https://stackoverflow.com/users/1408611/gexicide'}",True,5390,,12302355.0,2,13,1503187238,1346940648,1346941105.0,12302057,https://stackoverflow.com/questions/12302057/c11-safe-double-checked-locking-for-lazy-initialization-possible,,C++11: Safe double checked locking for lazy initialization. Possible?,CC BY-SA 3.0,,,,
458,"['c++', 'multithreading', 'thread-local']","{'account_id': 1820974, 'reputation': 21, 'user_id': 1655052, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f7b431b6f28b84d82d32d6345cda511?s=256&d=identicon&r=PG', 'display_name': 'Really Studly', 'link': 'https://stackoverflow.com/users/1655052/really-studly'}",True,1146,,,3,0,1503056328,1347030748,,12320848,https://stackoverflow.com/questions/12320848/thread-specifier-doesnt-work-in-c-class,,__thread specifier doesn&#39;t work in C++ class,CC BY-SA 3.0,,,,
459,"['c++', 'xcode', 'macos', 'boost']","{'account_id': 937394, 'reputation': 113, 'user_id': 966067, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fdc831591c1e320de77963183f521df9?s=256&d=identicon&r=PG', 'display_name': 'Paulo Henrique', 'link': 'https://stackoverflow.com/users/966067/paulo-henrique'}",True,15167,,12574479.0,6,11,1502983948,1348522552,1348539437.0,12573271,https://stackoverflow.com/questions/12573271/xcode-with-boost-semantic-issue-undeclared-identifier-va-start,,XCode with boost &quot;Semantic Issue - undeclared identifier va_start&quot;,CC BY-SA 3.0,,,,
460,"['c++', 'linux', 'clone']","{'account_id': 1369752, 'reputation': 125, 'user_id': 1305318, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://www.gravatar.com/avatar/2af168efab5e2257ad97e79ca4b002e2?s=256&d=identicon&r=PG', 'display_name': 'sana', 'link': 'https://stackoverflow.com/users/1305318/sana'}",True,697,,12437325.0,2,-1,1502815564,1347711249,1502815564.0,12437282,https://stackoverflow.com/questions/12437282/error-in-clone-system-call-sentence-in-c,,error in clone system call sentence in c++,CC BY-SA 3.0,,,,
461,"['c++', 'boost', 'command-line', 'boost-program-options']","{'account_id': 807067, 'reputation': 452, 'user_id': 833791, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/c825c3bb3403bddf41dea5f9fb79364f?s=256&d=identicon&r=PG', 'display_name': 'shiin', 'link': 'https://stackoverflow.com/users/833791/shiin'}",True,6017,,,4,13,1502307866,1346660576,,12244289,https://stackoverflow.com/questions/12244289/boostprogram-options-iterating-over-and-printing-all-options,,boost::program_options : iterating over and printing all options,CC BY-SA 3.0,,,,
462,"['c++', 'makefile', 'glew']","{'account_id': 1582023, 'reputation': 3348, 'user_id': 1467202, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/a08ba466953435a072ca8a285a58a736?s=256&d=identicon&r=PG', 'display_name': 'kjh', 'link': 'https://stackoverflow.com/users/1467202/kjh'}",True,5404,,12427214.0,2,3,1501762358,1347493890,1501762358.0,12397603,https://stackoverflow.com/questions/12397603/c-undefined-reference-to-imp-glewinit0,,C++ undefined reference to `_imp__glewInit@0`,CC BY-SA 3.0,,,,
463,"['c++', 'mysql']","{'account_id': 1144120, 'reputation': 2112, 'user_id': 1127266, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/16e2a738eddceb4c67f547b39100b11e?s=256&d=identicon&r=PG', 'display_name': 'Josh Brittain', 'link': 'https://stackoverflow.com/users/1127266/josh-brittain'}",True,1705,,12292699.0,2,0,1501748329,1346901374,,12292485,https://stackoverflow.com/questions/12292485/designing-mysql-table-for-achievements-system,,Designing MySQL table for Achievements system,CC BY-SA 3.0,,,,
464,"['c++', 'floating-point', 'cout']","{'account_id': 450999, 'reputation': 6330, 'user_id': 846634, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/df285af67e3bba51e0f44558ac0f4a79?s=256&d=identicon&r=PG', 'display_name': 'Ali', 'link': 'https://stackoverflow.com/users/846634/ali'}",True,8315,,12536500.0,3,12,1501556895,1348252534,1501556895.0,12536270,https://stackoverflow.com/questions/12536270/what-is-the-best-way-to-avoid-negative-zero-in-output,,what is the best way to avoid negative zero in output?,CC BY-SA 3.0,,,,
465,['c++'],"{'account_id': 427405, 'reputation': 3797, 'user_id': 809152, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/3d33868b9c5035e3ef40c0988281f983?s=256&d=identicon&r=PG', 'display_name': 'Avihai Marchiano', 'link': 'https://stackoverflow.com/users/809152/avihai-marchiano'}",True,130,1393817539.0,12473176.0,1,1,1501466501,1347957065,1501466501.0,12473138,https://stackoverflow.com/questions/12473138/c-can-i-declare-class-member-and-initialized-it-in-the-constructor,Duplicate,c++ can i declare class member and initialized it in the constructor,,,,,
466,"['c++', 'c++11', 'auto', 'initializer-list']","{'account_id': 809083, 'reputation': 35142, 'user_id': 908939, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/etRsI.jpg?s=256&g=1', 'display_name': 'Trevor Hickey', 'link': 'https://stackoverflow.com/users/908939/trevor-hickey'}",True,861,,12232658.0,3,1,1501437113,1346471053,1501437113.0,12224733,https://stackoverflow.com/questions/12224733/why-cant-i-initialize-a-value-using-braces-with-auto-and-pass-it-into-this-func,,Why can&#39;t I initialize a value using braces with auto and pass it into this function,CC BY-SA 3.0,,,,
467,"['c++', 'qt', 'dbus', 'qdbus']","{'account_id': 482464, 'reputation': 593, 'user_id': 896888, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/8b04cef75a5d552e1ef7be87661cdef0?s=256&d=identicon&r=PG', 'display_name': 'James Bennet', 'link': 'https://stackoverflow.com/users/896888/james-bennet'}",True,1507,,,1,1,1501172195,1348006500,,12485853,https://stackoverflow.com/questions/12485853/qt-dbus-signals-slots,,QT-Dbus signals/slots?,CC BY-SA 3.0,,,,
468,"['c++', 'oop', 'boost', 'interface']","{'account_id': 62214, 'reputation': 3910, 'user_id': 184973, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/57cbea4fda174cbdc1d1a519559f6a09?s=256&d=identicon&r=PG', 'display_name': 'Itsik', 'link': 'https://stackoverflow.com/users/184973/itsik'}",True,8910,,,2,3,1501071254,1346916468,,12294981,https://stackoverflow.com/questions/12294981/interfaces-with-template-methods,,Interfaces with Template methods,CC BY-SA 3.0,,,,
469,"['c++', 'c']","{'user_type': 'does_not_exist', 'display_name': 'user1679956'}",True,31276,1348029560.0,12488510.0,4,4,1500983086,1348028121,1495542271.0,12488477,https://stackoverflow.com/questions/12488477/maximum-size-of-int-array,exact duplicate,Maximum size of int array?,,,,,
470,"['c++', 'linux', 'networking', 'network-programming']","{'account_id': 1807118, 'reputation': 127, 'user_id': 1644011, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/66fe552a764e519ac0fa41cfa6837fc5?s=256&d=identicon&r=PG', 'display_name': 'maluk', 'link': 'https://stackoverflow.com/users/1644011/maluk'}",True,6050,,,4,7,1500913705,1346682905,1346945272.0,12249873,https://stackoverflow.com/questions/12249873/linux-c-accessing-network-statistics,,Linux C++: Accessing network statistics,CC BY-SA 3.0,,,,
471,"['c++', 'visual-studio', 'boost', 'boost-filesystem']","{'account_id': 16675, 'reputation': 68373, 'user_id': 36590, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/790b36a09a4c93e976295cd7c6eb50e8?s=256&d=identicon&r=PG', 'display_name': 'BuddyJoe', 'link': 'https://stackoverflow.com/users/36590/buddyjoe'}",True,44276,,12399629.0,4,9,1500875861,1347504976,1384982171.0,12398809,https://stackoverflow.com/questions/12398809/c-boost-filesystem-mismatch-detected-for-msc-ver-value-1700-doesnt,,C++ / Boost Filesystem - mismatch detected for &#39;_MSC_VER&#39;: value &#39;1700&#39; doesn&#39;t match value &#39;1600&#39;,CC BY-SA 3.0,,,,
472,"['c++', 'linux', 'inotify']","{'account_id': 939096, 'reputation': 1345, 'user_id': 967505, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/0158c91f9dd740a171e54d6a32cbf7ec?s=256&d=identicon&r=PG', 'display_name': 'erin c', 'link': 'https://stackoverflow.com/users/967505/erin-c'}",True,3375,,,3,1,1500533822,1348485796,1348488283.0,12564039,https://stackoverflow.com/questions/12564039/alternatives-to-inotify-to-detect-when-a-new-file-is-created-under-a-folder,,Alternatives to inotify to detect when a new file is created under a folder,CC BY-SA 3.0,,,,
473,"['c++', 'qt', 'sockets']","{'account_id': 220967, 'reputation': 11452, 'user_id': 478687, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/DxfCa.jpg?s=256&g=1', 'display_name': 'opc0de', 'link': 'https://stackoverflow.com/users/478687/opc0de'}",True,151,,12585404.0,1,1,1500218791,1348580987,1500218791.0,12584362,https://stackoverflow.com/questions/12584362/trouble-communicating-between-2-sockets,,Trouble communicating between 2 sockets,CC BY-SA 3.0,,,,
474,"['c++', 'vector', 'c++11', 'unique-ptr']","{'account_id': 1817509, 'reputation': 333, 'user_id': 1652324, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57d695057bf4953cd24571d840a2c54d?s=256&d=identicon&r=PG', 'display_name': 'darkman', 'link': 'https://stackoverflow.com/users/1652324/darkman'}",True,13684,,12302806.0,1,23,1499873775,1346942853,1346943219.0,12302691,https://stackoverflow.com/questions/12302691/returning-a-vector-of-unique-ptr-from-function,,Returning a vector of unique_ptr from function,CC BY-SA 3.0,,,,
475,"['c++', 'string', 'unit-testing', 'visual-c++', 'std']","{'account_id': 1884943, 'reputation': 2397, 'user_id': 1704355, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/VN39l.jpg?s=256&g=1', 'display_name': 'sgryzko', 'link': 'https://stackoverflow.com/users/1704355/sgryzko'}",True,9915,,12629765.0,4,9,1499767603,1348775055,1348776863.0,12628927,https://stackoverflow.com/questions/12628927/why-doesnt-assertareequal-in-the-vs-unittesting-framework-work-with-stdstri,,Why doesn&#39;t Assert::AreEqual in the VS UnitTesting framework work with std::string?,CC BY-SA 3.0,,,,
476,"['c++', 'regex', 'gcc', 'c++11', 'libstdc++']","{'account_id': 12810, 'reputation': 22804, 'user_id': 25418, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/c99b0828fcbb6862da486e3b31dc7c76?s=256&d=identicon&r=PG', 'display_name': 'tunnuz', 'link': 'https://stackoverflow.com/users/25418/tunnuz'}",True,37556,,12665408.0,3,106,1499711550,1348229623,1443327893.0,12530406,https://stackoverflow.com/questions/12530406/is-gcc-4-8-or-earlier-buggy-about-regular-expressions,,Is gcc 4.8 or earlier buggy about regular expressions?,CC BY-SA 3.0,,,,
477,"['c++', 'templates', 'allocator', 'template-templates']","{'account_id': 259071, 'reputation': 200645, 'user_id': 541686, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f2d0d2c0f7a83e2f8797a5ae79a324b6?s=256&d=identicon&r=PG', 'display_name': 'user541686', 'link': 'https://stackoverflow.com/users/541686/user541686'}",True,14612,,,4,34,1499500870,1347334300,1592644375.0,12362363,https://stackoverflow.com/questions/12362363/why-is-allocatorrebind-necessary-when-we-have-template-template-parameters,,Why is allocator::rebind necessary when we have template template parameters?,CC BY-SA 4.0,,,,
478,"['c++', 'performance', 'visual-studio-2008', 'windows-7', 'cpu-usage']","{'account_id': 947356, 'reputation': 293, 'user_id': 1197025, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VIUMb.jpg?s=256&g=1', 'display_name': 'Vicent', 'link': 'https://stackoverflow.com/users/1197025/vicent'}",True,12739,,12613966.0,5,6,1499095916,1348674936,1348755579.0,12606033,https://stackoverflow.com/questions/12606033/computing-cpu-time-in-c-on-windows,,Computing CPU time in C++ on Windows,,,"{'other_site': {'aliases': ['https://programmer.stackexchange.com', 'https://programmers.stackexchange.com', 'https://swe.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#5D5D5D', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'softwareengineering.meta', 'site_url': 'https://softwareengineering.meta.stackexchange.com', 'name': 'Software Engineering Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=softwareengineering.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1292524346, 'open_beta_date': 1283972400, 'closed_beta_date': 1283367600, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/softwareengineering/Img/apple-touch-icon@2.png', 'twitter_account': 'StackSoftEng', 'favicon_url': 'https://cdn.sstatic.net/Sites/softwareengineering/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/softwareengineering/Img/apple-touch-icon.png', 'audience': 'professionals, academics, and students working within the systems development life cycle', 'site_url': 'https://softwareengineering.stackexchange.com', 'api_site_parameter': 'softwareengineering', 'logo_url': 'https://cdn.sstatic.net/Sites/softwareengineering/Img/logo.png', 'name': 'Software Engineering', 'site_type': 'main_site'}, 'on_date': 1348675963, 'question_id': 166316}",,
