,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,locked_date,migrated_from
234,"['c++', 'if-statement', 'sdl-2', 'tinyxml2']","{'account_id': 26770423, 'reputation': 1, 'user_id': 20366897, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1ab5c720ae9223141f325e6b34e4dd5?s=256&d=identicon&r=PG', 'display_name': 'Swatheduru', 'link': 'https://stackoverflow.com/users/20366897/swatheduru'}",True,79,74254844.0,1,-3,1667147601,1667145091,,74254508,,https://stackoverflow.com/questions/74254508/c-why-cant-i-get-into-an-if-condition-if-the-statement-is-true,C++ Why can&#39;t I get into an if condition if the statement is true?,1667173540.0,Not suitable for this site,,
235,['c++'],"{'account_id': 26660068, 'reputation': 1, 'user_id': 20372862, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2n6viSTQWpf0-xE5bhCpMPFZSUgvwDXT-yGtt1=k-s256', 'display_name': 'Patrick Lee', 'link': 'https://stackoverflow.com/users/20372862/patrick-lee'}",False,29,,0,0,1667146337,1667146206,1667146337.0,74254657,CC BY-SA 4.0,https://stackoverflow.com/questions/74254657/c-is-there-any-ways-to-start-parsing-text-from-2nd-line-of-txt-file-using-seek,C++ Is there any ways to start parsing text from 2nd line of txt file using seekg() function?,,,,
236,"['c++', 'multithreading']","{'account_id': 22225242, 'reputation': 23, 'user_id': 16462302, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi50x_NdFbiBq6AhaA_dTkPxeWqo0rqjL7Qj0IWnw=k-s256', 'display_name': 'ZIKO', 'link': 'https://stackoverflow.com/users/16462302/ziko'}",False,88,,1,2,1667146280,1667088870,1667146280.0,74249736,CC BY-SA 4.0,https://stackoverflow.com/questions/74249736/speed-up-a-single-task-using-multi-threading-in-c,Speed-up a single task using multi-threading in c++,,,,
237,"['c++', 'c++14']","{'account_id': 1555436, 'reputation': 2023, 'user_id': 1446710, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://www.gravatar.com/avatar/c4f2399b89fc2225c9507ea0d7e797ec?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/1446710/daniel'}",False,49,,0,0,1667145968,1667144592,1667145968.0,74254444,CC BY-SA 4.0,https://stackoverflow.com/questions/74254444/overloading-extraction-operator-with-optional-empty-values,Overloading extraction operator with optional empty values?,,,,
238,"['c++', 'string', 'file', 'object', 'vector']","{'account_id': 26773522, 'reputation': 27, 'user_id': 20369514, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ynWCq.jpg?s=256&g=1', 'display_name': 'Yeonari', 'link': 'https://stackoverflow.com/users/20369514/yeonari'}",True,44,74250775.0,1,1,1667144491,1667106721,,74250649,CC BY-SA 4.0,https://stackoverflow.com/questions/74250649/how-to-split-strings-and-pass-them-to-class-vectors-from-file,How to split strings and pass them to class vectors from file,,,,
239,"['c++', 'header-files']","{'account_id': 24619601, 'reputation': 1, 'user_id': 18520264, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzkWaIuODWHyVXE4FxVbsImBt6oXe1WhX5D6JTT=k-s256', 'display_name': 'Paris', 'link': 'https://stackoverflow.com/users/18520264/paris'}",False,25,,0,0,1667144261,1666996577,1667144261.0,74241520,CC BY-SA 4.0,https://stackoverflow.com/questions/74241520/c-linker-error-when-building-multi-file-project-in-atom,C++ linker error when building multi-file project in Atom,,,,
240,"['c++', 'c', 'cmake', 'linker']","{'account_id': 22270477, 'reputation': 195, 'user_id': 16500523, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1e49837bdd89e1dbfbdf918f281f605?s=256&d=identicon&r=PG&f=1', 'display_name': 'jsofri', 'link': 'https://stackoverflow.com/users/16500523/jsofri'}",False,15,,0,0,1667143646,1667143646,,74254331,CC BY-SA 4.0,https://stackoverflow.com/questions/74254331/cmake-auto-search-of-libraries-dependencies-from-folder,cmake auto search of libraries dependencies from folder,,,,
241,"['c++', 'rcpp', 'rcpparmadillo']","{'account_id': 22052671, 'reputation': 33, 'user_id': 16316703, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c28e5d4cd105685fc012f30290fc69fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Econ21', 'link': 'https://stackoverflow.com/users/16316703/econ21'}",False,48,,0,0,1667143040,1667143040,,74254258,CC BY-SA 4.0,https://stackoverflow.com/questions/74254258/constructor-error-when-working-with-classes-in-rcpp,Constructor error when working with classes in Rcpp,,,,
242,"['c++', 'docker', 'package', 'ros', 'px4']","{'account_id': 26776819, 'reputation': 1, 'user_id': 20372316, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu07aDJm_YlQBvWgiN_-HEFqHlpKfpq_L09o3D-g=k-s256', 'display_name': 'Ky&#244;roWTD', 'link': 'https://stackoverflow.com/users/20372316/ky%c3%b4rowtd'}",False,29,,0,0,1667141875,1667141875,,74254121,CC BY-SA 4.0,https://stackoverflow.com/questions/74254121/custom-made-ros-package-in-a-running-docker-image-container-uav-control,Custom made ros package in a running docker image/container [UAV control],,,,
243,"['c++', 'git', 'azure', 'azure-devops', 'azure-web-app-service']","{'account_id': 4878580, 'reputation': 5, 'user_id': 3932973, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pichner', 'link': 'https://stackoverflow.com/users/3932973/pichner'}",False,43,,0,0,1667141178,1667141178,,74254035,CC BY-SA 4.0,https://stackoverflow.com/questions/74254035/publish-a-git-repo-to-a-wiki-from-project-repo,Publish a Git repo to a wiki from project repo,,,,
244,"['c++', 'c', 'multithreading', 'parallel-processing', 'openmp']","{'account_id': 24775247, 'reputation': 1, 'user_id': 18658853, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxo2q0hMHzYGBGPDb0nZckq49dPv45Vs8G60DqS=k-s256', 'display_name': 'Nguyễn Trung Đức', 'link': 'https://stackoverflow.com/users/18658853/nguy%e1%bb%85n-trung-%c4%90%e1%bb%a9c'}",False,45,,0,-1,1667139937,1667139937,,74253869,CC BY-SA 4.0,https://stackoverflow.com/questions/74253869/openmp-collapse-clause-ignored-in-for-directive,OpenMP &#39;collapse&#39; clause ignored in &#39;for&#39; directive,,,,
245,"['c++', 'qt', 'serversocket', 'beagleboneblack']","{'account_id': 26336514, 'reputation': 11, 'user_id': 19996292, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmnG7vud1yrp9uGNmPCVsJLIG4P8KhFGzfN-yGt1=k-s256', 'display_name': 'Bro Bro', 'link': 'https://stackoverflow.com/users/19996292/bro-bro'}",False,24,,0,0,1667138301,1667138301,,74253672,CC BY-SA 4.0,https://stackoverflow.com/questions/74253672/client-server-communication-with-beaglebone-black-qt-gui-application,Client/Server communication with BeagleBone Black &amp; Qt GUI application,,,,
246,"['c++', 'segmentation-fault', 'floyd-warshall']","{'account_id': 23938819, 'reputation': 29, 'user_id': 19826818, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b15de619a46fc2b59cc98f94be4410a8?s=256&d=identicon&r=PG', 'display_name': 'Ani0000', 'link': 'https://stackoverflow.com/users/19826818/ani0000'}",False,52,,0,-1,1667137717,1667137717,,74253603,CC BY-SA 4.0,https://stackoverflow.com/questions/74253603/how-to-find-segmentation-fault-c-in-floyd-warshall-algorithm-implementation,How to find Segmentation Fault (C++) in Floyd-Warshall algorithm implementation,,,,
247,"['c++', 'integer', 'file-writing']","{'account_id': 6832769, 'reputation': 797, 'user_id': 5256048, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://graph.facebook.com/1194263437257151/picture?type=large', 'display_name': 'Ant', 'link': 'https://stackoverflow.com/users/5256048/ant'}",False,52,,1,0,1667136784,1667135823,1667136784.0,74253382,CC BY-SA 4.0,https://stackoverflow.com/questions/74253382/how-can-i-store-a-vector-of-integers-to-disk-and-read-the-integers-from-the-save,How can I store a vector of integers to disk and read the integers from the saved file in C++?,,,,
248,"['c++', 'arrays', 'constructor', 'destructor']","{'account_id': 13471099, 'reputation': 55, 'user_id': 9780724, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-V7uyJo2XVEs/AAAAAAAAAAI/AAAAAAAAAD4/uiz-F7dZFrQ/photo.jpg?sz=256', 'display_name': 'vitrack', 'link': 'https://stackoverflow.com/users/9780724/vitrack'}",True,63,,2,0,1667135528,1667133228,,74253083,CC BY-SA 4.0,https://stackoverflow.com/questions/74253083/why-does-the-destructor-of-an-overridden-variable-delete-the-new-classs-data,Why does the destructor of an overridden variable delete the new class&#39;s data?,,,,
249,"['c++', 'function', 'recursion']","{'account_id': 26771676, 'reputation': 1, 'user_id': 20367957, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1WEayo2J6aJbX6sCnpsOSbl2AR_6YaBDB5WrtV=k-s256', 'display_name': 'hussain muhammad', 'link': 'https://stackoverflow.com/users/20367957/hussain-muhammad'}",False,51,,1,-7,1667134560,1667074387,,74248498,CC BY-SA 4.0,https://stackoverflow.com/questions/74248498/recursion-function-return-nothing,recursion Function return nothing,,,,
250,"['c++', 'operators']","{'account_id': 18360070, 'reputation': 47, 'user_id': 13372362, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgWtGx5EEyFl5wdMjk7HCDKtQJWqU59WVjaPWWK=k-s256', 'display_name': 'Dyn Pallomah', 'link': 'https://stackoverflow.com/users/13372362/dyn-pallomah'}",True,66,,4,0,1667133838,1667130198,,74252741,CC BY-SA 4.0,https://stackoverflow.com/questions/74252741/what-is-the-point-of-the-scope-resolution-operators,What is the point of the scope resolution operators?,,,,
251,"['c++', 'suitesparse']","{'account_id': 13152293, 'reputation': 103, 'user_id': 12422568, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Q2X3t.png?s=256&g=1', 'display_name': 'Professor P. Cosmo Klunk', 'link': 'https://stackoverflow.com/users/12422568/professor-p-cosmo-klunk'}",False,45,,0,0,1667133591,1666983326,1667133591.0,74239783,CC BY-SA 4.0,https://stackoverflow.com/questions/74239783/how-to-print-and-assign-values-of-a-solution-from-cholmod-to-a-stdvector-in-c,How to print and assign values of a solution from CHOLMOD to a std::vector in C++?,,,,
252,['c++'],"{'account_id': 26767121, 'reputation': 1, 'user_id': 20364091, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3HpxVdboMGiE_W7dyoAUYxwLr1GGJ2lPu_-vPz=k-s256', 'display_name': 'programmer_wannabe', 'link': 'https://stackoverflow.com/users/20364091/programmer-wannabe'}",False,37,,0,-2,1667132665,1667029477,1667132665.0,74243648,,https://stackoverflow.com/questions/74243648/is-there-a-way-to-use-getline-in-an-if-statement,Is there a way to use getline() in an if statement?,1667030577.0,Duplicate,,
253,"['c++', 'oop', 'c++17', 'trie']","{'account_id': 23493455, 'reputation': 1, 'user_id': 17544177, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GdSmN.png?s=256&g=1', 'display_name': 'Kolos K&#225;poszta', 'link': 'https://stackoverflow.com/users/17544177/kolos-k%c3%a1poszta'}",False,51,,0,-1,1667132570,1666894861,1667132570.0,74226645,CC BY-SA 4.0,https://stackoverflow.com/questions/74226645/none-of-the-3-overloads-could-convert-all-the-argument-types-build-error-constu,None of the 3 overloads could convert all the argument types build error? Consturctor problem in Trie Implementation,,,,
254,"['c++', 'file-handling']","{'account_id': 25597953, 'reputation': 1, 'user_id': 19373396, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg-i0ixmT1G_SQvKiJ96z9oYFZUFnelRhr_gHf16A=k-s256', 'display_name': 'Ramu Acharya', 'link': 'https://stackoverflow.com/users/19373396/ramu-acharya'}",False,33,,0,-2,1667132533,1667132290,1667132533.0,74252979,,https://stackoverflow.com/questions/74252979/what-does-this-function-do-in-the-program-of-c,What does this function do in the program of C++?,1667132853.0,Duplicate,,
255,['c++'],"{'account_id': 26684470, 'reputation': 11, 'user_id': 20293986, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06c009ba9c729c4999cb1ffd4b5f84d8?s=256&d=identicon&r=PG', 'display_name': 'manwall', 'link': 'https://stackoverflow.com/users/20293986/manwall'}",False,39,,0,0,1667132327,1667130913,1667132327.0,74252820,CC BY-SA 4.0,https://stackoverflow.com/questions/74252820/c-shellcode-test-program,C++ Shellcode Test Program,,,,
256,"['c++', 'operator-overloading', 'ambiguous', 'ambiguity']","{'account_id': 26235425, 'reputation': 1, 'user_id': 19910670, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucrzB7COGtq6OOoAVRyavKJTF-V2rUQlKkLfkr1M=k-s256', 'display_name': 'Kartikay Azad', 'link': 'https://stackoverflow.com/users/19910670/kartikay-azad'}",False,37,,0,0,1667130187,1667130187,,74252739,,https://stackoverflow.com/questions/74252739/can-anyone-tell-why-its-giving-me-the-ambiguous-error,can anyone tell why its giving me the &#39;ambiguous&#39; error?,1667138863.0,Duplicate,,
257,"['c++', 'boost', 'boost-program-options']","{'account_id': 9420941, 'reputation': 27, 'user_id': 7007368, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/995261550599946/picture?type=large', 'display_name': 'Cristian Rotaru', 'link': 'https://stackoverflow.com/users/7007368/cristian-rotaru'}",True,22,74252704.0,1,0,1667129882,1667053730,,74246134,CC BY-SA 4.0,https://stackoverflow.com/questions/74246134/single-token-and-multi-token-positional-options-with-boostprogram-options,Single-token and multi-token positional options with boost::program_options,,,,
258,['c++'],"{'account_id': 20704575, 'reputation': 1, 'user_id': 15202758, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh430bu8Nkk5W12jMea3c1pPenRmPMmCkbd8vU=k-s256', 'display_name': 'Ladislav Menš&#237;k', 'link': 'https://stackoverflow.com/users/15202758/ladislav-men%c5%a1%c3%adk'}",False,73,,0,-2,1667129817,1667129629,1667129817.0,74252679,CC BY-SA 4.0,https://stackoverflow.com/questions/74252679/program-always-has-a-memory-leak-c,Program always has a memory leak C++,,,,
259,"['c++', 'azure']","{'account_id': 13743087, 'reputation': 11, 'user_id': 9917606, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-DpLkYtbokJk/AAAAAAAAAAI/AAAAAAAAGjg/6xgTJuflqgY/photo.jpg?sz=256', 'display_name': 'Bence Ke&#246;mley-Horv&#225;th', 'link': 'https://stackoverflow.com/users/9917606/bence-ke%c3%b6mley-horv%c3%a1th'}",False,32,,0,0,1667126259,1667125835,1667126259.0,74252305,CC BY-SA 4.0,https://stackoverflow.com/questions/74252305/azure-c-sdk-upload-blob-without-knowing-the-length,"Azure C++ SDK, upload blob without knowing the length",,,,
260,"['c++', 'static', 'teensy']","{'account_id': 10897025, 'reputation': 133, 'user_id': 8115383, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DCUi0.jpg?s=256&g=1', 'display_name': 'Erik', 'link': 'https://stackoverflow.com/users/8115383/erik'}",False,40,,0,1,1667125777,1667064820,1667125777.0,74247424,CC BY-SA 4.0,https://stackoverflow.com/questions/74247424/creating-a-static-object-crashes-my-teensy-4-0,Creating a static object crashes my teensy 4.0,,,,
261,"['c++', 'string', 'function']","{'account_id': 26384098, 'reputation': 13, 'user_id': 20036903, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3A1TtPVTpdiNUyqTjygG7lyVS9zt5qnGUvHz7d=k-s256', 'display_name': 'Eduard Atoyan', 'link': 'https://stackoverflow.com/users/20036903/eduard-atoyan'}",True,92,74231198.0,2,-2,1667125155,1666935596,1667125155.0,74231073,CC BY-SA 4.0,https://stackoverflow.com/questions/74231073/is-there-a-function-that-gives-you-index-of-last-char-substring-in-string,Is there a function that gives you index of last char substring in string?,,,,
262,['c++'],"{'account_id': 8421109, 'reputation': 1418, 'user_id': 6319901, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/1fb677ce3a7ce11c93597c803c82fbda?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dark Sorrow', 'link': 'https://stackoverflow.com/users/6319901/dark-sorrow'}",False,21,,1,0,1667124919,1667106157,,74250614,CC BY-SA 4.0,https://stackoverflow.com/questions/74250614/system-api-error-handing-in-linux-windows-and-android,"System API Error Handing in Linux, WIndows and Android",,,,
263,"['c++', 'windows', 'driver']","{'account_id': 26771529, 'reputation': 1, 'user_id': 20367832, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/99a931847eb2b879bab8c3f5b06bc2d4?s=256&d=identicon&r=PG', 'display_name': 'SomeOne', 'link': 'https://stackoverflow.com/users/20367832/someone'}",False,34,,0,-1,1667123062,1667123062,,74251978,CC BY-SA 4.0,https://stackoverflow.com/questions/74251978/zwclose-triggers-bluescreen,ZwClose triggers bluescreen,,,,
264,"['c++', 'openmp']","{'account_id': 21913315, 'reputation': 91, 'user_id': 16197519, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b4f2bb696eacb90297bb6423aeab1025?s=256&d=identicon&r=PG&f=1', 'display_name': 'IsLearning', 'link': 'https://stackoverflow.com/users/16197519/islearning'}",True,80,,1,0,1667121901,1666628607,1666629705.0,74184085,CC BY-SA 4.0,https://stackoverflow.com/questions/74184085/openmp-tasks-execution-order,Openmp tasks : execution order,,,,
265,"['c++', 'algorithm', '3d', 'voxel', 'rasterizing']","{'account_id': 2968584, 'reputation': 47392, 'user_id': 2521214, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/nd58V.jpg?s=256&g=1', 'display_name': 'Spektre', 'link': 'https://stackoverflow.com/users/2521214/spektre'}",True,60,74251621.0,1,2,1667120846,1667119439,1667120301.0,74251620,CC BY-SA 4.0,https://stackoverflow.com/questions/74251620/3d-triangle-rasterization-into-voxel-grid,3D triangle rasterization into voxel grid,,,,
