,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,accepted_answer_id,closed_reason,protected_date,migrated_from
321,"['c++', '.net', 'windows', 'unmanaged']","{'account_id': 2790442, 'reputation': 195, 'user_id': 2400781, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/86c9cf8add5aff12ade1d07b89e07f70?s=256&d=identicon&r=PG', 'display_name': 'drem1lin', 'link': 'https://stackoverflow.com/users/2400781/drem1lin'}",False,88,1,0,1605168156,1597071432,,63342699,CC BY-SA 4.0,https://stackoverflow.com/questions/63342699/how-to-get-dll-names-of-net-framework-assembly-dependencies-from-unmanaged-code,How to get dll names of .Net framework assembly dependencies from unmanaged code?,,,,,
322,"['c#', 'c++', 'winapi', 'directshow', 'aforge']","{'account_id': 1041457, 'reputation': 682, 'user_id': 1047724, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/809d307fe16fc2844f72b0351c56ade7?s=256&d=identicon&r=PG', 'display_name': 'Tobias Timpe', 'link': 'https://stackoverflow.com/users/1047724/tobias-timpe'}",True,1328,1,2,1605135329,1598723518,,63650097,CC BY-SA 4.0,https://stackoverflow.com/questions/63650097/get-current-state-of-webcam-in-c,Get current state of webcam in C#,,,,,
323,"['c++', 'windows', 'ssl']","{'account_id': 4848762, 'reputation': 135, 'user_id': 3911675, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'printf fan', 'link': 'https://stackoverflow.com/users/3911675/printf-fan'}",True,1254,1,1,1605033294,1598586872,,63627219,CC BY-SA 4.0,https://stackoverflow.com/questions/63627219/tls-session-resumption-on-windows,TLS session resumption on Windows,,,,,
324,"['c++', 'templates', 'c++17']","{'account_id': 15691030, 'reputation': 1540, 'user_id': 11322131, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5da67a1ade1072d432684e55adbb5d57?s=256&d=identicon&r=PG&f=1', 'display_name': 'Noah', 'link': 'https://stackoverflow.com/users/11322131/noah'}",True,56,1,1,1604956789,1596506148,1604956789.0,63239178,CC BY-SA 4.0,https://stackoverflow.com/questions/63239178/recursive-template-type-declaration,Recursive template type declaration,,,,,
325,"['java', 'c++', 'android-ndk', 'java-native-interface', 'ndk-build']","{'account_id': 16740979, 'reputation': 2062, 'user_id': 12100652, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCm1OPYKPf3IeUhtn3AZc6O07XVAjdzkcdxPD-06A=k-s256', 'display_name': 'Karunesh Palekar', 'link': 'https://stackoverflow.com/users/12100652/karunesh-palekar'}",True,585,2,-1,1604919019,1598719559,1604918545.0,63649479,CC BY-SA 4.0,https://stackoverflow.com/questions/63649479/android-studio-ndk-being-incompatible-though-having-been-set-properly,Android Studio NDK being incompatible though having been set properly,,64316555.0,,,
326,"['c++', 'data-structures', 'hashset', 'unordered-set']","{'account_id': 19193840, 'reputation': 841, 'user_id': 14023031, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1be1c32a51428cb2f8e159312b5a5f5e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anthony Smith', 'link': 'https://stackoverflow.com/users/14023031/anthony-smith'}",True,995,2,25,1604808718,1597977054,1604808718.0,63515655,CC BY-SA 4.0,https://stackoverflow.com/questions/63515655/how-can-a-pathological-input-exist-for-an-stdunordered-set,How can a pathological input exist for an std::unordered_set?,,63515795.0,,,
327,"['c++', 'visual-studio', 'clang-format']","{'account_id': 9347053, 'reputation': 145, 'user_id': 6938024, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/354c5341b9903d85c42886488f430df5?s=256&d=identicon&r=PG&f=1', 'display_name': 'mario.b', 'link': 'https://stackoverflow.com/users/6938024/mario-b'}",False,97,0,2,1604565146,1598614772,,63633081,CC BY-SA 4.0,https://stackoverflow.com/questions/63633081/is-there-a-table-that-lists-which-visual-studio-version-comes-with-which-version,Is there a table that lists which Visual Studio version comes with which version of clang-format?,,,,,
328,"['c++', 'eigen', 'new-operator', 'memory-alignment']","{'account_id': 8029736, 'reputation': 2382, 'user_id': 6055233, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/041547c8fcabcab4b2536d730fa01d03?s=256&d=identicon&r=PG&f=1', 'display_name': 'Catree', 'link': 'https://stackoverflow.com/users/6055233/catree'}",False,1288,0,9,1604346573,1596372500,1604346390.0,63216172,CC BY-SA 4.0,https://stackoverflow.com/questions/63216172/transitive-effect-of-eigen-eigen-make-aligned-operator-new,Transitive effect of Eigen EIGEN_MAKE_ALIGNED_OPERATOR_NEW?,,,,,
329,"['c++', 'language-lawyer', 'protected', 'static-cast', 'upcasting']","{'account_id': 1988549, 'reputation': 11140, 'user_id': 1783163, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/BfUwH.jpg?s=256&g=1', 'display_name': 'peterh', 'link': 'https://stackoverflow.com/users/1783163/peterh'}",True,119,1,0,1604341129,1596648022,1604341129.0,63270366,CC BY-SA 4.0,https://stackoverflow.com/questions/63270366/a-trick-to-enable-casting-over-non-public-inheritances,A trick to enable casting over non-public inheritances,,63271740.0,,,
330,"['c++', 'templates', 'gcc', 'g++']","{'account_id': 3663206, 'reputation': 3343, 'user_id': 3052438, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/0Bg1v.png?s=256&g=1', 'display_name': 'Piotr Siupa', 'link': 'https://stackoverflow.com/users/3052438/piotr-siupa'}",True,62,1,0,1604235473,1597096313,1604226766.0,63348501,CC BY-SA 4.0,https://stackoverflow.com/questions/63348501/compilation-performance-problems-while-chaining-template-classes,Compilation performance problems while chaining template classes,,,,,
331,"['javascript', 'c++', 'arduino', 'infrared']","{'account_id': 18949763, 'reputation': 434, 'user_id': 13827753, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8acfcdd2ba5e621161366bd7b9e520f0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Seaver Olson', 'link': 'https://stackoverflow.com/users/13827753/seaver-olson'}",True,121,1,2,1603916234,1596436285,,63224736,CC BY-SA 4.0,https://stackoverflow.com/questions/63224736/infrared-not-returning-1-as-correct-value,Infrared not returning 1 as correct value,,64580660.0,,,
332,"['java', 'c++', 'cmake']","{'account_id': 17369114, 'reputation': 45, 'user_id': 12583597, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-CVv3gDwv9vg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfWJTEduJceE1p2YAuesd3DTgkNlg/photo.jpg?sz=256', 'display_name': 'jack fang', 'link': 'https://stackoverflow.com/users/12583597/jack-fang'}",False,236,1,1,1603789112,1597683002,,63455220,CC BY-SA 4.0,https://stackoverflow.com/questions/63455220/debug-openjdk14-using-clion-failed-to-load-the-cmake-project,Debug OpenJDK14 using CLion: failed to load the CMake project,,,,,
333,"['c++', 'boost', 'klocwork']","{'account_id': 4541763, 'reputation': 85, 'user_id': 3689432, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Siam', 'link': 'https://stackoverflow.com/users/3689432/siam'}",True,202,1,0,1603735688,1596526789,,63242207,CC BY-SA 4.0,https://stackoverflow.com/questions/63242207/boostprogram-options-generating-mlk-must-in-klocwork,boost::program_options generating MLK.MUST in Klocwork,,63257091.0,,,
334,"['c++', 'loops', 'graph', '3d', 'linear-algebra']","{'account_id': 14308687, 'reputation': 43, 'user_id': 10335749, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6d5f39ebae67a087afdc692a58449b6b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/10335749/mike'}",False,471,1,2,1603707011,1597084799,1597158533.0,63346135,CC BY-SA 4.0,https://stackoverflow.com/questions/63346135/how-can-i-iterate-a-coordinate-sphere-using-an-expanding-spherical-sector-cone,How can I iterate a coordinate sphere using an expanding spherical sector (cone)?,,,,,
335,"['c++', 'windows', 'shared-memory']","{'account_id': 19241978, 'reputation': 11, 'user_id': 14061795, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f22d557f84159129470e7ea4f467db7b?s=256&d=identicon&r=PG&f=1', 'display_name': 'uehara1124', 'link': 'https://stackoverflow.com/users/14061795/uehara1124'}",True,548,3,1,1603475755,1596736762,,63289277,CC BY-SA 4.0,https://stackoverflow.com/questions/63289277/multiple-variables-into-one-shared-memory-on-windows-file-mapping,Multiple variables into one shared memory on windows file mapping,,,,,
336,"['python', 'c++', 'ctypes']","{'account_id': 19304787, 'reputation': 53, 'user_id': 14111847, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c975fc5193d1222a8c71aa8fa8cc93ce?s=256&d=identicon&r=PG&f=1', 'display_name': 'optomanishk', 'link': 'https://stackoverflow.com/users/14111847/optomanishk'}",True,374,2,2,1603466591,1597536669,,63431928,CC BY-SA 4.0,https://stackoverflow.com/questions/63431928/persistent-overflow-error-with-64bit-dll-in-ctypes,persistent overflow error with 64bit dll in ctypes,,63507482.0,,,
337,"['c++', 'docker', 'opencv', 'x11']","{'account_id': 3779029, 'reputation': 153, 'user_id': 3139013, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1632641722/picture?type=large', 'display_name': 'ggininder', 'link': 'https://stackoverflow.com/users/3139013/ggininder'}",False,162,1,4,1603441795,1597894020,1597900216.0,63497849,CC BY-SA 4.0,https://stackoverflow.com/questions/63497849/how-to-record-the-hosts-desktop-from-the-program-in-docker-c-opencv-in-ubun,How to record the host&#39;s desktop from the program in docker ( c++ opencv in ubuntu)?,,,,,
338,"['java', 'android', 'c++', 'qt', 'arcore']","{'account_id': 19328223, 'reputation': 21, 'user_id': 14130438, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ba69560d835af5839f9a2e94f8f4eae9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aso Naoki', 'link': 'https://stackoverflow.com/users/14130438/aso-naoki'}",True,381,1,2,1603352099,1597830523,,63484308,CC BY-SA 4.0,https://stackoverflow.com/questions/63484308/qt-for-android-and-arcore-application-clashes,Qt for Android and ARCore Application Clashes,,64477372.0,,,
339,"['c++', 'generics', 'reflection', 'protocol-buffers']","{'account_id': 14075723, 'reputation': 21, 'user_id': 10168063, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-nc44-jSdCKU/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7rfOCN2UdwyzbWAGWgHycKiKwdhLw/mo/photo.jpg?sz=256', 'display_name': 'pinfante', 'link': 'https://stackoverflow.com/users/10168063/pinfante'}",True,4216,1,2,1603311921,1596492722,1596519539.0,63237623,CC BY-SA 4.0,https://stackoverflow.com/questions/63237623/c-protobuf-oneof-deserializing-generically,c++ protobuf oneof deserializing generically,,,,,
340,"['c++', 'mysql']","{'account_id': 3147155, 'reputation': 2635, 'user_id': 2661419, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://i.stack.imgur.com/iPQFJ.jpg?s=256&g=1', 'display_name': 'Venelin', 'link': 'https://stackoverflow.com/users/2661419/venelin'}",False,140,1,0,1603223250,1598877679,,63671039,CC BY-SA 4.0,https://stackoverflow.com/questions/63671039/c-mysql-connector-cdk-error-failed-string-conversion,C++/MySQL Connector - CDK Error: Failed string conversion,,,,,
341,"['c++', 'user-interface', 'opengl', 'button', 'imgui']","{'user_type': 'does_not_exist', 'display_name': 'user14138665'}",True,1345,1,0,1603196508,1597940970,1597944974.0,63509402,CC BY-SA 4.0,https://stackoverflow.com/questions/63509402/how-to-make-a-button-in-opengl-c-with-imgui,How to make a button in OpenGL c++ with imgui,,,,,
342,"['c++', 'c', 'xml', 'image', 'genicam']","{'account_id': 17760612, 'reputation': 21, 'user_id': 12896695, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCFi_tZHagK2_kAEtihgtlRWBGf2g8RUccPku_P=k-s256', 'display_name': 'Kaveh', 'link': 'https://stackoverflow.com/users/12896695/kaveh'}",True,1017,1,0,1603190112,1598344969,,63575149,CC BY-SA 4.0,https://stackoverflow.com/questions/63575149/genicam-standard-xml-format,GeniCam Standard XML format,,,,,
343,"['c++', 'function', 'templates']","{'account_id': 18465759, 'reputation': 27, 'user_id': 13742512, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/58790d981e15cce16dd6f60640cc404f?s=256&d=identicon&r=PG&f=1', 'display_name': 'OuncesBounces', 'link': 'https://stackoverflow.com/users/13742512/ouncesbounces'}",True,64,1,1,1603127825,1597724270,1597759183.0,63461810,CC BY-SA 4.0,https://stackoverflow.com/questions/63461810/is-there-any-coincidences-ive-done-while-templatizing-this-function-in-c-usi,"Is there any coincidences I&#39;ve done while templatizing this function in C++, using void swap()?",,63461862.0,,,
344,"['c++', 'qt', 'qlineedit', 'moc']","{'account_id': 12715169, 'reputation': 35, 'user_id': 9237495, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1842541209092257/picture?type=large', 'display_name': 'Ivan Pejić', 'link': 'https://stackoverflow.com/users/9237495/ivan-peji%c4%87'}",True,48,1,0,1602898311,1598526875,,63614799,CC BY-SA 4.0,https://stackoverflow.com/questions/63614799/moc-kviz-cpp72-error-undefined-reference-to-kvizon-lineedit-textchangedqs,moc_kviz.cpp:72: error: undefined reference to `Kviz::on_lineEdit_textChanged(QString const&amp;)&#39;,,63614908.0,,,
345,"['c++', 'arrays', 'algorithm', 'sorting']","{'account_id': 19256381, 'reputation': 443, 'user_id': 14073182, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6023c5f3e56d4c808a67d901bdb62bf5?s=256&d=identicon&r=PG&f=1', 'display_name': '10GeV', 'link': 'https://stackoverflow.com/users/14073182/10gev'}",True,401,1,1,1602732937,1597345282,1602732937.0,63401636,CC BY-SA 4.0,https://stackoverflow.com/questions/63401636/efficient-algorithm-to-produce-closest-triplet-from-3-arrays,Efficient algorithm to produce closest triplet from 3 arrays?,,63402377.0,,,
346,"['c++', 'oop', 'polymorphism', 'c++14', 'virtual-functions']","{'account_id': 17208807, 'reputation': 335, 'user_id': 12458717, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4df39a959981ece7ec8cdc115f5cae53?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/12458717/daniel'}",True,357,2,5,1602421766,1598289907,1602421766.0,63565855,CC BY-SA 4.0,https://stackoverflow.com/questions/63565855/pure-virtual-function-issue,Pure virtual function issue,,63567414.0,,,
347,['c++'],"{'account_id': 19256381, 'reputation': 443, 'user_id': 14073182, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6023c5f3e56d4c808a67d901bdb62bf5?s=256&d=identicon&r=PG&f=1', 'display_name': '10GeV', 'link': 'https://stackoverflow.com/users/14073182/10gev'}",True,68,1,-2,1602380522,1598809186,1602380522.0,63660290,,https://stackoverflow.com/questions/63660290/for-loop-inside-method-of-class-not-running,For loop inside method of class not running?,1598810445.0,63660314.0,Not suitable for this site,,
348,"['c++', 'openmp']","{'account_id': 17405622, 'reputation': 1, 'user_id': 12613755, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mB751ek_Qah09U9al760zhsn9ptvXBzdrg_pAsXfQ=k-s256', 'display_name': '踏刃而起', 'link': 'https://stackoverflow.com/users/12613755/%e8%b8%8f%e5%88%83%e8%80%8c%e8%b5%b7'}",False,72,1,0,1602364013,1596689614,1602364013.0,63277061,CC BY-SA 4.0,https://stackoverflow.com/questions/63277061/why-can-i-not-write-data-on-the-array,Why can I not write data on the array?,,,,,
349,"['c++', 'string', 'atoi']","{'account_id': 14309053, 'reputation': 328, 'user_id': 10335984, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2c9a5ca636582d797dab3989ada6cebf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tanish Gupta', 'link': 'https://stackoverflow.com/users/10335984/tanish-gupta'}",True,118,1,0,1602288992,1597775560,1602288992.0,63474650,CC BY-SA 4.0,https://stackoverflow.com/questions/63474650/in-c-are-si-0-and-atoi-same,"In C++, are s[i] - &#39;0&#39; and atoi() same?",,,,,
350,"['c++', 'libclang']","{'account_id': 1120531, 'reputation': 499, 'user_id': 1108941, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d187a0e9dec631387c327a9642c2e62?s=256&d=identicon&r=PG', 'display_name': 'Victor K', 'link': 'https://stackoverflow.com/users/1108941/victor-k'}",True,275,1,1,1602263469,1597829894,,63484121,CC BY-SA 4.0,https://stackoverflow.com/questions/63484121/libclang-how-to-get-compiler-macro-definitions,libclang: how to get compiler macro definitions,,64284502.0,,,
351,"['c++', 'loops', 'vector', 'c++14', 'traversal']","{'account_id': 19245562, 'reputation': 1, 'user_id': 14064647, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgBKFZeSWO2zgbaW9rAw5BikZ1eZljylX19RqXt=k-s256', 'display_name': 'Utsav Mishra', 'link': 'https://stackoverflow.com/users/14064647/utsav-mishra'}",True,89,2,-4,1602190453,1596785389,1596806574.0,63297178,CC BY-SA 4.0,https://stackoverflow.com/questions/63297178/how-to-traverse-two-vectors-in-a-single-loop,HOW TO TRAVERSE TWO VECTORS IN A SINGLE LOOP,,,,,
352,"['c++', 'directx', 'simulink', 'directinput']","{'account_id': 5327482, 'reputation': 683, 'user_id': 4350809, 'user_type': 'registered', 'accept_rate': 37, 'profile_image': 'https://lh5.googleusercontent.com/-iZEVFG6Z_pQ/AAAAAAAAAAI/AAAAAAAAAE0/uLDp6EX1bWE/photo.jpg?sz=256', 'display_name': 'Sam Gomari ', 'link': 'https://stackoverflow.com/users/4350809/sam-gomari'}",False,227,0,2,1602183559,1596475392,1596552236.0,63234141,CC BY-SA 4.0,https://stackoverflow.com/questions/63234141/how-do-i-prevent-non-connected-joystick-from-crashing-my-directinput-api-based-a,How do I prevent non connected Joystick from crashing my DirectInput API based application?,,,,,
