,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,migrated_from
216,"['c#', 'ms-word', 'openxml']","{'account_id': 1563127, 'reputation': 1928, 'user_id': 1452542, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/cbda2309e19850795f078c04ba58570f?s=256&d=identicon&r=PG', 'display_name': 'AustinT', 'link': 'https://stackoverflow.com/users/1452542/austint'}",True,4605,,13752700.0,3,1,1616057580,1354827180,1479808381.0,13752347,CC BY-SA 3.0,https://stackoverflow.com/questions/13752347/open-xml-microsoft-word-c-table-justification,Open XML (Microsoft Word): C# Table Justification,,,,
217,"['c#', 'winforms', 'datagridview', 'paint']","{'account_id': 2112554, 'reputation': 2631, 'user_id': 1877534, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/3a70047b453ee30b738a7affd87f03af?s=256&d=identicon&r=PG', 'display_name': 'Andres', 'link': 'https://stackoverflow.com/users/1877534/andres'}",True,5634,,14012607.0,1,1,1615953873,1356279068,,14012475,CC BY-SA 3.0,https://stackoverflow.com/questions/14012475/winform-c-datagridview-paint-header,Winform C# Datagridview paint header,,,,
218,"['c#', 'video', 'wmplib', 'timecodes']","{'account_id': 1681701, 'reputation': 217, 'user_id': 1545810, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1caf15fe5a35ba959dce3d64790e8d1f?s=256&d=identicon&r=PG', 'display_name': 'user1545810', 'link': 'https://stackoverflow.com/users/1545810/user1545810'}",True,764,,,2,1,1615812627,1354727108,1615812627.0,13728540,CC BY-SA 4.0,https://stackoverflow.com/questions/13728540/how-can-i-get-timecode-for-wmv-file,How can i get timecode for wmv file,,,,
219,"['c#', 'datetime', 'cultureinfo']","{'account_id': 938073, 'reputation': 10207, 'user_id': 966638, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/31d781a78c971a09e39006c8d8cec138?s=256&d=identicon&r=PG', 'display_name': 'petko_stankoski', 'link': 'https://stackoverflow.com/users/966638/petko-stankoski'}",True,152463,,13797794.0,4,27,1615542138,1355129929,1355130032.0,13797727,CC BY-SA 3.0,https://stackoverflow.com/questions/13797727/datetime-and-cultureinfo,DateTime and CultureInfo,,,,
220,['c#'],"{'account_id': 463959, 'reputation': 735, 'user_id': 867174, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/03c0f8076b11638a386b71d9f1a3748a?s=256&d=identicon&r=PG', 'display_name': 'Yushell', 'link': 'https://stackoverflow.com/users/867174/yushell'}",True,28578,,13928851.0,5,4,1615484547,1355815994,,13928327,CC BY-SA 3.0,https://stackoverflow.com/questions/13928327/sum-subtract-and-multiply-arrays,"Sum, Subtract and Multiply arrays",,,,
221,"['c#', '.net', '.net-3.5', 'datatable', 'sqlcommand']","{'account_id': 337344, 'reputation': 23597, 'user_id': 665557, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/10b31574b457051a4f033e149a10da81?s=256&d=identicon&r=PG', 'display_name': 'cdub', 'link': 'https://stackoverflow.com/users/665557/cdub'}",True,64237,,13870892.0,2,46,1615405464,1355444247,1615405464.0,13870843,CC BY-SA 4.0,https://stackoverflow.com/questions/13870843/replacing-a-datareader-with-a-datatable,Replacing a DataReader with a DataTable,,,,
222,"['c#', 'asp.net', 'asp.net-mvc', 'razor', 'asp.net-mvc-4']","{'account_id': 2080028, 'reputation': 57, 'user_id': 1852220, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://i.stack.imgur.com/DUyKU.jpg?s=256&g=1', 'display_name': 'Guilherme Longo', 'link': 'https://stackoverflow.com/users/1852220/guilherme-longo'}",True,173,,13706683.0,2,1,1615316322,1354635988,1615316322.0,13706622,CC BY-SA 4.0,https://stackoverflow.com/questions/13706622/razor-not-so-smart-detecting-c-from-html,Razor not so smart detecting C# from html,,,,
223,"['c#', 'asp.net', 'wcf', 'http-headers', 'cross-domain']","{'account_id': 113784, 'reputation': 1612, 'user_id': 299499, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/8e5d95e629c4b6cad8f2349f6ad833fe?s=256&d=identicon&r=PG', 'display_name': 'mike_hornbeck', 'link': 'https://stackoverflow.com/users/299499/mike-hornbeck'}",True,43861,,26040237.0,5,20,1615239787,1356566241,1356598675.0,14047754,CC BY-SA 3.0,https://stackoverflow.com/questions/14047754/how-to-add-cross-domain-support-to-wcf-service,How to add cross domain support to WCF service,,,,
224,"['c#', 'httpwebrequest', 'restsharp']","{'account_id': 1855005, 'reputation': 1118, 'user_id': 1680787, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/406fbedcb584034406690a15a6f97038?s=256&d=identicon&r=PG', 'display_name': 'danielrvt-sgb', 'link': 'https://stackoverflow.com/users/1680787/danielrvt-sgb'}",True,4753,,13867774.0,1,4,1615054436,1354738872,1615054436.0,13731691,CC BY-SA 4.0,https://stackoverflow.com/questions/13731691/restsharp-execute-sync-not-async,"RestSharp execute sync, not async",,,,
225,"['c#', 'unicode', 'unicode-string']","{'account_id': 1461157, 'reputation': 1977, 'user_id': 1375455, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/2bbc506cb576f74d9ab507b10230acaa?s=256&d=identicon&r=PG', 'display_name': 'FSm', 'link': 'https://stackoverflow.com/users/1375455/fsm'}",True,11924,,13894030.0,7,23,1614969490,1355589158,1548257932.0,13894021,CC BY-SA 4.0,https://stackoverflow.com/questions/13894021/return-code-point-of-characters-in-c,Return code point of characters in C#,,,,
226,"['c#', 'sockets', 'thread-sleep']","{'account_id': 1487916, 'reputation': 10089, 'user_id': 1395740, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/793c4377313587d742fad6f069d92d89?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/1395740/nick'}",True,846,,13766126.0,2,1,1614966237,1354894295,1614966237.0,13766095,CC BY-SA 4.0,https://stackoverflow.com/questions/13766095/should-i-use-thread-sleep-between-a-socket-reception-and-another,Should I use Thread.Sleep between a socket reception and another?,,,,
227,"['c#', 'asp.net', 'crystal-reports-2010']","{'account_id': 1548229, 'reputation': 159, 'user_id': 1441229, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20882aefb369917afe0e3120990ff1fe?s=256&d=identicon&r=PG', 'display_name': 'anonymizer', 'link': 'https://stackoverflow.com/users/1441229/anonymizer'}",True,25951,,,7,1,1614914714,1354692391,,13718270,CC BY-SA 3.0,https://stackoverflow.com/questions/13718270/crystal-report-asking-username-and-password,Crystal report asking username and password,,,,
228,['c#'],"{'account_id': 451801, 'reputation': 3715, 'user_id': 847881, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/00937cabb32af54d9f127dbaa938e9c9?s=256&d=identicon&r=PG', 'display_name': 'Daniel Lip', 'link': 'https://stackoverflow.com/users/847881/daniel-lip'}",True,452,,,3,-2,1614810228,1354313369,1614810228.0,13653912,CC BY-SA 4.0,https://stackoverflow.com/questions/13653912/how-can-i-add-a-new-project-to-my-existing-already-project-and-create-a-dll-file,How can i add a new project to my existing already project and create a dll file from the new project?,,,,
229,"['c#', 'asp.net', 'entity-framework', 'webforms']","{'account_id': 148706, 'reputation': 7166, 'user_id': 360674, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/btune.jpg?s=256&g=1', 'display_name': 'Christian', 'link': 'https://stackoverflow.com/users/360674/christian'}",True,2898,,13802500.0,4,3,1614797595,1355147922,,13802404,CC BY-SA 3.0,https://stackoverflow.com/questions/13802404/how-to-save-state-across-requests-for-an-entity-in-asp-net-without-saving-to-dat,How to save state across requests for an entity in ASP.NET without saving to database using EntityFramework?,,,,
230,"['c#', 'visual-studio-2010', 'mstest', 'coded-ui-tests']","{'account_id': 367789, 'reputation': 524, 'user_id': 714186, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/80a2796024c64b5ae0bacb945d541d7f?s=256&d=identicon&r=PG&f=1', 'display_name': 'my_overflowed_stack', 'link': 'https://stackoverflow.com/users/714186/my-overflowed-stack'}",True,2793,,13975621.0,3,6,1614267511,1356017906,,13975580,CC BY-SA 3.0,https://stackoverflow.com/questions/13975580/visual-studio-adds-bin-file-to-project,Visual Studio adds bin file to project,,,,
231,"['c#', '.net', 'out-of-memory']","{'account_id': 275420, 'reputation': 11745, 'user_id': 568289, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/8ab3cb468c2f3bb65172b51309eced35?s=256&d=identicon&r=PG', 'display_name': 'richard', 'link': 'https://stackoverflow.com/users/568289/richard'}",True,10312,,13734310.0,4,4,1613978085,1354648891,1354649217.0,13710337,CC BY-SA 3.0,https://stackoverflow.com/questions/13710337/how-to-overcome-outofmemoryexception-pulling-large-xml-documents-from-an-api,How to overcome OutOfMemoryException pulling large xml documents from an API?,,,,
232,"['c#', 'c#-4.0']","{'account_id': 1461157, 'reputation': 1977, 'user_id': 1375455, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/2bbc506cb576f74d9ab507b10230acaa?s=256&d=identicon&r=PG', 'display_name': 'FSm', 'link': 'https://stackoverflow.com/users/1375455/fsm'}",True,36286,,13654543.0,5,22,1613823687,1354316851,1604129035.0,13654499,CC BY-SA 4.0,https://stackoverflow.com/questions/13654499/calculating-log-base-2,Calculating Log base 2,,,,
233,"['c#', '.net']","{'account_id': 558599, 'reputation': 13081, 'user_id': 921054, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/BYYrP.jpg?s=256&g=1', 'display_name': 'Pavel Voronin', 'link': 'https://stackoverflow.com/users/921054/pavel-voronin'}",True,2882,,13797369.0,2,2,1613736523,1355127961,,13797286,CC BY-SA 3.0,https://stackoverflow.com/questions/13797286/how-does-propertydescriptor-addvaluechanged-work,How does PropertyDescriptor.AddValueChanged work?,,,,
234,['c#'],"{'account_id': 315060, 'reputation': 944, 'user_id': 630620, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b98338f075bc74c122f6a3bb007897f6?s=256&d=identicon&r=PG', 'display_name': 'Anass', 'link': 'https://stackoverflow.com/users/630620/anass'}",True,42318,,13780780.0,5,13,1613341498,1354992298,1354993417.0,13780654,CC BY-SA 3.0,https://stackoverflow.com/questions/13780654/extract-all-strings-between-two-strings,Extract all strings between two strings,,,,
235,"['c#', '.net', 'httprequest', 'webclient', 'httpresponse']","{'account_id': 1129479, 'reputation': 3764, 'user_id': 1115885, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/1OGnU.jpg?s=256&g=1', 'display_name': 'Ragesh S', 'link': 'https://stackoverflow.com/users/1115885/ragesh-s'}",True,6588,,14019500.0,1,1,1613312940,1356340630,1613312940.0,14019388,CC BY-SA 4.0,https://stackoverflow.com/questions/14019388/invoke-a-tag-javascript-click-function-from-webclient,Invoke a tag javascript click function from Webclient,,,,
236,"['c#', 'javascript', 'asp.net']","{'account_id': 2118540, 'reputation': 1497, 'user_id': 1882311, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/WpUGi.png?s=256&g=1', 'display_name': 'Soufiaane', 'link': 'https://stackoverflow.com/users/1882311/soufiaane'}",True,629,,13763160.0,3,0,1613058887,1354883271,1613058887.0,13763100,CC BY-SA 4.0,https://stackoverflow.com/questions/13763100/call-javascript-function-from-code-behind,call JavaScript function from code behind,,,,
237,"['c#', 'java', 'android', 'xamarin.android', 'google-voice']","{'account_id': 45024, 'reputation': 25727, 'user_id': 132442, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/ad57dcc21d67832387ce8abb879c3bba?s=256&d=identicon&r=PG', 'display_name': 'jonathanpeppers', 'link': 'https://stackoverflow.com/users/132442/jonathanpeppers'}",True,763,,13802031.0,1,2,1612766215,1354814672,1495539903.0,13749082,CC BY-SA 3.0,https://stackoverflow.com/questions/13749082/android-launch-google-voice-app-and-dial-number,Android - Launch Google Voice app and dial number,,,,
238,"['c#', 'wpf', 'mvvm']","{'account_id': 2155189, 'reputation': 43, 'user_id': 1910612, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/8e0fdab6822c74c8d6fd2854da787c21?s=256&d=identicon&r=PG', 'display_name': 'user1910612', 'link': 'https://stackoverflow.com/users/1910612/user1910612'}",True,1521,,13920739.0,2,0,1612743440,1355765758,1612743440.0,13919118,CC BY-SA 4.0,https://stackoverflow.com/questions/13919118/wpf-how-to-communicate-two-usercontrols-correctly-using-mvvm,"WPF: How to communicate two usercontrols correctly, using MVVM?",,,,
239,"['c#', 'asp.net', 'gridview']","{'account_id': 1879022, 'reputation': 2100, 'user_id': 1699611, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/i0KYR.png?s=256&g=1', 'display_name': 'Apostrofix', 'link': 'https://stackoverflow.com/users/1699611/apostrofix'}",True,36553,,13802186.0,5,1,1612519844,1355146604,,13802054,CC BY-SA 3.0,https://stackoverflow.com/questions/13802054/select-a-cell-value-from-gridview-asp-net-c,Select a cell value from GridView asp.net c#,,,,
240,"['c#', '.net', 'ms-access', 'select', 'oledb']","{'account_id': 2163614, 'reputation': 113, 'user_id': 1917222, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/de1c95fed7bdf8f93287ce12aa5cb95a?s=256&d=identicon&r=PG', 'display_name': 'mac007', 'link': 'https://stackoverflow.com/users/1917222/mac007'}",True,99581,,14041292.0,7,5,1612220040,1356528495,1612220040.0,14041264,CC BY-SA 4.0,https://stackoverflow.com/questions/14041264/return-value-of-a-select-statement,Return value of a select statement,,,,
241,"['c#', 'task', 'async-await', 'async-ctp', 'cancellation-token']","{'account_id': 1145153, 'reputation': 3281, 'user_id': 1128106, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/a862ca4c3c88fce3998b55a5b9d154d1?s=256&d=identicon&r=PG&f=1', 'display_name': 'J. Lennon', 'link': 'https://stackoverflow.com/users/1128106/j-lennon'}",True,5799,,13866604.0,3,39,1611936211,1355417192,1396516988.0,13864503,CC BY-SA 3.0,https://stackoverflow.com/questions/13864503/cancellationtoken-unregister-action,CancellationToken UnRegister Action,,,,
242,"['c#', 'virtualization', 'uac', 'virtualstore']","{'account_id': 463340, 'reputation': 787, 'user_id': 866179, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/6bb2630da630aa4d072f1ae1ddcbc00b?s=256&d=identicon&r=PG', 'display_name': 'Simpleton', 'link': 'https://stackoverflow.com/users/866179/simpleton'}",True,14105,,14168725.0,3,11,1610987626,1356198276,1610987626.0,14005081,CC BY-SA 4.0,https://stackoverflow.com/questions/14005081/how-to-detect-file-redirection-to-the-windows-virtualstore,How to detect file redirection to the Windows VirtualStore?,,,,
243,"['c#', 'ado.net']","{'account_id': 1782701, 'reputation': 827, 'user_id': 1625006, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/dca03295d2e81708823c5bd62e752121?s=256&d=identicon&r=PG', 'display_name': 'Chace Fields', 'link': 'https://stackoverflow.com/users/1625006/chace-fields'}",True,6528,,,5,7,1610560157,1356726636,1356729922.0,14075390,CC BY-SA 3.0,https://stackoverflow.com/questions/14075390/does-an-ado-net-transaction-need-to-be-assigned-to-the-command-object-when-using,Does an ADO.NET transaction need to be assigned to the command object when using Connection.CreateCommand()?,,,,
244,"['c#', 'entity-framework', 'entity-framework-4']","{'account_id': 2163573, 'reputation': 1009, 'user_id': 1917176, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/e19c207e5677b6d72e97e035f9834a73?s=256&d=identicon&r=PG', 'display_name': 'John Peter', 'link': 'https://stackoverflow.com/users/1917176/john-peter'}",True,16871,,14014418.0,4,7,1610377105,1356292931,1356293335.0,14014271,CC BY-SA 3.0,https://stackoverflow.com/questions/14014271/the-type-of-one-of-the-primary-key-values-did-not-match-the-type-defined-in-the,The type of one of the primary key values did not match the type defined in the entity. See inner exception for details,,,,
245,"['c#', 'multithreading']","{'account_id': 2189183, 'reputation': 89, 'user_id': 1936776, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/64a2c7a3a79a2e17564a28a26a4024a2?s=256&d=identicon&r=PG', 'display_name': 'Rafael148', 'link': 'https://stackoverflow.com/users/1936776/rafael148'}",True,539,,,4,1,1610126131,1356803451,1356803544.0,14084354,CC BY-SA 3.0,https://stackoverflow.com/questions/14084354/how-to-create-thread-work-with-gui,how to create thread work with gui,,,,
246,"['c#', '.net', 'datetime', 'datetimeoffset']","{'account_id': 2749, 'reputation': 781, 'user_id': 3862, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/98e611752ec3aebdcfdfbebf783b7985?s=256&d=identicon&r=PG', 'display_name': 'Fabian', 'link': 'https://stackoverflow.com/users/3862/fabian'}",True,55242,,14322784.0,3,34,1609977672,1355835721,1355846553.0,13933654,CC BY-SA 3.0,https://stackoverflow.com/questions/13933654/convert-utc-datetime-to-datetimeoffset,Convert UTC DateTime to DateTimeOffset,,,,
