,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,locked_date
553,"['c#', '.net', 'assembly-resolution', 'assembly-loading', 'assemblyresolve']","{'account_id': 15293045, 'reputation': 304, 'user_id': 11034016, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20e8d7b36563f44b220f2f08fe80a045?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ildrial', 'link': 'https://stackoverflow.com/users/11034016/ildrial'}",True,176,1,0,1651479371,1651001999,72019629,CC BY-SA 4.0,https://stackoverflow.com/questions/72019629/net5-version-tolerant-assembly-loading,.Net5 version-tolerant assembly loading,72053143.0,1651479371.0,,,
554,"['c#', 'resharper', 'code-formatting', 'editorconfig']","{'account_id': 5252441, 'reputation': 25, 'user_id': 4196264, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/62663a1c2e3277d3010d5560714689f0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ian Yang', 'link': 'https://stackoverflow.com/users/4196264/ian-yang'}",True,67,1,0,1651479180,1651276782,72064704,CC BY-SA 4.0,https://stackoverflow.com/questions/72064704/editorconfig-indent-c-record-properties,Editorconfig indent C# record properties,72083986.0,,,,
555,"['c#', 'sockets', 'tcp', 'network-programming', 'wireshark']","{'account_id': 12969183, 'reputation': 33, 'user_id': 9375540, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5bb5c1e5e01c84650b763b29ec31d66?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dev', 'link': 'https://stackoverflow.com/users/9375540/dev'}",False,104,1,0,1651478864,1651150268,72044024,CC BY-SA 4.0,https://stackoverflow.com/questions/72044024/unable-to-send-acknowledgemnt-properly-in-tcp-connection-c,Unable to send acknowledgemnt properly in TCP connection (C#),,1651220682.0,,,
556,"['c#', 'azure', 'azure-active-directory', 'msal']","{'account_id': 24662123, 'reputation': 83, 'user_id': 18558235, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxvKfzvPyn27mBTr4CR9dZcfwlenNaqk9ta1SvS=k-s256', 'display_name': 'ramdev', 'link': 'https://stackoverflow.com/users/18558235/ramdev'}",False,79,0,0,1651476762,1651161322,72046804,CC BY-SA 4.0,https://stackoverflow.com/questions/72046804/get-windows-nt-login-from-azure-ad-msal,Get Windows NT Login From Azure AD msal,,,,,
557,"['c#', 'blazor', 'openid-connect', 'identityserver3']","{'account_id': 15956548, 'reputation': 684, 'user_id': 11514602, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-h-oZYABQcVE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3relIw6Z_6t5s-KnvR7r4ccHlabNhQ/mo/photo.jpg?sz=256', 'display_name': 'Ivan Ambla', 'link': 'https://stackoverflow.com/users/11514602/ivan-ambla'}",False,166,0,2,1651475078,1651230249,72056945,CC BY-SA 4.0,https://stackoverflow.com/questions/72056945/identityserver-3-returns-invalid-client-when-trying-to-authenticate-with-blazor,IdentityServer 3 returns invalid_client when trying to authenticate with Blazor,,1651243797.0,,,
558,"['c#', 'wpf', 'datagrid']","{'account_id': 13760096, 'reputation': 738, 'user_id': 9930052, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b31bc4725aa5b89c228cb8e64fe2c4a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gener4tor', 'link': 'https://stackoverflow.com/users/9930052/gener4tor'}",True,41,1,0,1651474956,1651234566,72057833,CC BY-SA 4.0,https://stackoverflow.com/questions/72057833/how-to-refresh-dependent-column-in-wpf-datagrid-when-another-column-is-changed,How to refresh dependent column in WPF datagrid when another column is changed?,72083322.0,,,,
559,"['c#', 'azure-functions', 'azure-durable-functions', 'azure-functions-runtime', 'azure-functions-core-tools']","{'account_id': 14536058, 'reputation': 216, 'user_id': 10499412, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08ff5c9b5889cf2fd25212008e85dede?s=256&d=identicon&r=PG&f=1', 'display_name': 'blueishpoop', 'link': 'https://stackoverflow.com/users/10499412/blueishpoop'}",False,258,0,0,1651471756,1651259650,72062739,CC BY-SA 4.0,https://stackoverflow.com/questions/72062739/is-it-possible-to-invoke-orchestrationtrigger-or-activitytrigger-functions-in-a,Is it possible to invoke OrchestrationTrigger or ActivityTrigger functions in a nuget package?(C#),,1651471756.0,,,
560,"['c#', 'asp.net-core', 'microsoft-graph-api', 'microsoft-graph-sdks', 'microsoft-graph-mail']","{'account_id': 107277, 'reputation': 8131, 'user_id': 285336, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/786bbfa1943aa036324b118790febfe8?s=256&d=identicon&r=PG', 'display_name': 'Oleg Sh', 'link': 'https://stackoverflow.com/users/285336/oleg-sh'}",True,847,1,6,1651469291,1651239702,72058915,CC BY-SA 4.0,https://stackoverflow.com/questions/72058915/graphserviceclient-and-get-additional-data,GraphServiceClient and get additional data,72081881.0,1651459367.0,,,
561,"['c#', 'azure']","{'account_id': 2847411, 'reputation': 5237, 'user_id': 2445415, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/dc71bb0d143a5595e296f0264dc4eb16?s=256&d=identicon&r=PG', 'display_name': 'Jakob Busk S&#248;rensen', 'link': 'https://stackoverflow.com/users/2445415/jakob-busk-s%c3%b8rensen'}",False,401,0,1,1651469076,1650992481,72017850,CC BY-SA 4.0,https://stackoverflow.com/questions/72017850/how-to-write-to-the-azure-log-stream,How to write to the Azure Log Stream,,,,,
562,"['c#', 'android', 'xamarin', 'nullreferenceexception']","{'account_id': 14906880, 'reputation': 33, 'user_id': 14937551, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-p2Gl503WV6I/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-g4QwVx0RgJjGa-muMmU7wX8h9D_g/mo/photo.jpg?sz=256', 'display_name': 'MP9', 'link': 'https://stackoverflow.com/users/14937551/mp9'}",False,396,2,0,1651468907,1651312433,72067415,CC BY-SA 4.0,https://stackoverflow.com/questions/72067415/nullreferenceexception-file-writealltext-xamarin-android,NullReferenceException - File.WriteAllText Xamarin/Android,,1651427227.0,,,
563,"['c#', 'wcf', 'soapheader']","{'account_id': 25140650, 'reputation': 1, 'user_id': 18987021, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a7702facff15bce96fdf48039a89299e?s=256&d=identicon&r=PG', 'display_name': 'Elisa', 'link': 'https://stackoverflow.com/users/18987021/elisa'}",False,145,1,-1,1651468840,1651238122,72058570,,https://stackoverflow.com/questions/72058570/add-soapheader-to-each-request,Add SOAPHeader to each request,,,1651469225.0,Duplicate,
564,"['c#', 'asp.net-core', 'authentication', 'token']","{'account_id': 18215853, 'reputation': 1, 'user_id': 13257549, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0YdhF.jpg?s=256&g=1', 'display_name': 'lolzor', 'link': 'https://stackoverflow.com/users/13257549/lolzor'}",True,54,1,0,1651468573,1651151486,72044293,CC BY-SA 4.0,https://stackoverflow.com/questions/72044293/is-there-a-possibility-to-set-refreshtokenusage-in-oidc-client,Is there a possibility to set RefreshTokenUsage in oidc client?,72082578.0,,,,
565,"['c#', 'xaml', 'winrt-xaml', 'winui-3', 'winui']","{'account_id': 25141895, 'reputation': 27, 'user_id': 18988159, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3230188683972273/picture?type=large', 'display_name': 'Hoka Biu', 'link': 'https://stackoverflow.com/users/18988159/hoka-biu'}",True,76,1,1,1651466768,1651229910,72056890,CC BY-SA 4.0,https://stackoverflow.com/questions/72056890/handle-swapchainpanel-in-listview,Handle SwapChainPanel in ListView,72081899.0,,,,
566,"['c#', 'unity3d', 'ethereum', 'nft', 'nethereum']","{'account_id': 25139098, 'reputation': 59, 'user_id': 18985590, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjsu1SPGJ6AHFUhesnu_8CMgwoX32LZ6pmiPae12A=k-s256', 'display_name': '설소설', 'link': 'https://stackoverflow.com/users/18985590/%ec%84%a4%ec%86%8c%ec%84%a4'}",True,346,1,1,1651462724,1651214528,72053763,CC BY-SA 4.0,https://stackoverflow.com/questions/72053763/it-takes-too-long-to-send-transaction-to-the-smart-contract-which-is-already-dep,It takes too long to send transaction to the smart contract which is already deployed. (Nethereum + Unity),72082108.0,,,,
567,"['c#', 'xaml', 'xamarin', 'xamarin.forms', 'xamarin.android']","{'account_id': 24821818, 'reputation': 137, 'user_id': 18702081, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwGV7s3VzbFMS6beu0xHcqEpUM1z2zM3Dci2vEK=k-s256', 'display_name': 'renad sahal', 'link': 'https://stackoverflow.com/users/18702081/renad-sahal'}",True,214,1,-1,1651458348,1651238308,72058607,CC BY-SA 4.0,https://stackoverflow.com/questions/72058607/control-tab-view-in-xamarin-forms,control Tab view in xamarin forms,72081810.0,,,,
568,"['c#', 'asp.net-core', 'asp.net-core-mvc', '.net-6.0']","{'account_id': 24826415, 'reputation': 17, 'user_id': 18706135, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zI5W7.jpg?s=256&g=1', 'display_name': 'Kyselevych', 'link': 'https://stackoverflow.com/users/18706135/kyselevych'}",False,137,2,0,1651458254,1651319037,72068226,CC BY-SA 4.0,https://stackoverflow.com/questions/72068226/get-categoryname-for-task-by-categoryid-asp-net-core-6-mvc,Get categoryName for task by categoryId ASP.NET Core 6 MVC,,1651337913.0,,,
569,"['c#', 'android', 'xamarin', 'libvlcsharp']","{'account_id': 25156025, 'reputation': 1, 'user_id': 19000843, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd44c5a607f74ab91c179dba66a512e2?s=256&d=identicon&r=PG', 'display_name': 'Sergey', 'link': 'https://stackoverflow.com/users/19000843/sergey'}",False,220,2,0,1651457980,1651330006,72069491,CC BY-SA 4.0,https://stackoverflow.com/questions/72069491/xamarin-android-dont-play-video-stream-using-libvlc,Xamarin.Android don&#39;t play video stream using LibVlc,,,,,
570,"['c#', 'uwp']","{'account_id': 25128157, 'reputation': 1, 'user_id': 18975729, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6daa82aa49766d9d46fc6817a246c20?s=256&d=identicon&r=PG', 'display_name': 'Utkarsh_Nadgouda', 'link': 'https://stackoverflow.com/users/18975729/utkarsh-nadgouda'}",False,185,1,0,1651457594,1651222102,72055244,CC BY-SA 4.0,https://stackoverflow.com/questions/72055244/i-want-to-export-the-data-content-of-datagrid-to-pdf-csv-file-in-uwp-applicati,I want to Export the data/content of DataGrid to Pdf &amp; csv file in UWP application,,,,,
571,"['c#', 'asp.net-core', 'localization', 'razor-pages', '.net-6.0']","{'account_id': 24755388, 'reputation': 11, 'user_id': 18640368, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyyK1AJXzgmkDGhCpx5VwI3ncFOnDpg-VfDuc25=k-s256', 'display_name': 'Jun Yan', 'link': 'https://stackoverflow.com/users/18640368/jun-yan'}",False,88,1,0,1651455798,1650878457,71997206,CC BY-SA 4.0,https://stackoverflow.com/questions/71997206/razor-pages-cannot-read-file-with-build-action-content-properties,Razor Pages Cannot Read File with build action &quot;Content&quot; Properties,,,,,
572,"['c#', 'mongodb', 'docker', 'docker-compose']","{'account_id': 1226227, 'reputation': 1198, 'user_id': 1191709, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e028dafa0595275f44478ef0aee31632?s=256&d=identicon&r=PG', 'display_name': 'Brantley Blanchard', 'link': 'https://stackoverflow.com/users/1191709/brantley-blanchard'}",False,181,0,0,1651446778,1650733269,71981840,CC BY-SA 4.0,https://stackoverflow.com/questions/71981840/mongo-authentication-failed-after-docker-compose-up,Mongo Authentication failed after docker-compose up,,1651446778.0,,,
573,"['c#', 'entity-framework-6', 'iqueryable', '.net-4.6.1']","{'account_id': 9270568, 'reputation': 389, 'user_id': 6884686, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/bd427b6792b53615e1c5947da50cec71?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheDirtyJenks', 'link': 'https://stackoverflow.com/users/6884686/thedirtyjenks'}",True,313,1,4,1651445290,1651268246,72063917,CC BY-SA 4.0,https://stackoverflow.com/questions/72063917/how-to-filter-iqueryable-for-null-navigation-property,How to filter IQueryable for null navigation property,72080933.0,1651445290.0,,,
574,"['c#', 'azure-cosmosdb']","{'account_id': 239819, 'reputation': 662, 'user_id': 509674, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/71dbefbe29a5d34c71e0a4907c2cc4d7?s=256&d=identicon&r=PG', 'display_name': 'Anatoliy', 'link': 'https://stackoverflow.com/users/509674/anatoliy'}",True,414,1,1,1651431038,1651244879,72060027,CC BY-SA 4.0,https://stackoverflow.com/questions/72060027/how-to-return-specified-fields-when-use-linq-query-in-cosmos-db-sdk,How to return specified fields when use linq query in cosmos db sdk,,,,,
575,"['c#', 'wpf', 'data-binding', '.net-6.0']","{'account_id': 166270, 'reputation': 124610, 'user_id': 390278, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/84715fec547362389d02f5be0ed12814?s=256&d=identicon&r=PG', 'display_name': 'Jeff Mercado', 'link': 'https://stackoverflow.com/users/390278/jeff-mercado'}",False,81,1,0,1651430497,1651297699,72066043,,https://stackoverflow.com/questions/72066043/parsing-xaml-string-using-xamlservices-fails-if-xaml-contains-bindings,Parsing Xaml string using XamlServices fails if Xaml contains bindings,,1651298299.0,1651430411.0,Duplicate,
576,"['c#', 'forms', 'controls']","{'account_id': 8261816, 'reputation': 395, 'user_id': 6212907, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://i.stack.imgur.com/CxA43.jpg?s=256&g=1', 'display_name': 'Andr&#233;', 'link': 'https://stackoverflow.com/users/6212907/andr%c3%a9'}",False,66,1,1,1651429379,1650992120,72017772,CC BY-SA 4.0,https://stackoverflow.com/questions/72017772/implement-form-parts-in-different-classes,Implement form parts in different classes,,1651429379.0,,,
577,"['c#', 'api', 'console-application', 'twitch-api']","{'account_id': 3379008, 'reputation': 51, 'user_id': 10485486, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/440519706321932/picture?type=large', 'display_name': 'Sythnet Partridge', 'link': 'https://stackoverflow.com/users/10485486/sythnet-partridge'}",True,155,1,0,1651427027,1651046631,72025291,CC BY-SA 4.0,https://stackoverflow.com/questions/72025291/downloading-users-subbed-to-my-twitch-via-twitch-api,Downloading users subbed to my twitch via twitch API,,,,,
578,"['c#', 'websocket', 'ssl-certificate', 'x509certificate', 'tcplistener']","{'account_id': 25153364, 'reputation': 31, 'user_id': 18998452, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GirSAR5o1lJqVMEAG-fy1PMfE9Hfe1j0mh65qS_zg=k-s256', 'display_name': 'Scordi8', 'link': 'https://stackoverflow.com/users/18998452/scordi8'}",False,562,1,3,1651422415,1651316812,72067956,CC BY-SA 4.0,https://stackoverflow.com/questions/72067956/c-how-to-create-x509-certificate-from-certificate-and-key-or-pfx-or-p7b,c# How to create X509 Certificate from certificate and key or pfx or p7b,,1651422415.0,,,
579,"['c#', 'linq', 'asp.net-core', 'reflection', 'entity-framework-core']","{'account_id': 20435140, 'reputation': 47, 'user_id': 14993187, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mx3wg.jpg?s=256&g=1', 'display_name': 'Francisco Souza', 'link': 'https://stackoverflow.com/users/14993187/francisco-souza'}",True,153,1,0,1651422325,1651256437,72062220,CC BY-SA 4.0,https://stackoverflow.com/questions/72062220/dbset-variable-table-name,DbSet variable table name,,1651422325.0,,,
580,"['c#', 'unity3d']","{'account_id': 20252657, 'reputation': 83, 'user_id': 14853255, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63c7ba10d0daff914848f0673a18b035?s=256&d=identicon&r=PG&f=1', 'display_name': 'ACour008', 'link': 'https://stackoverflow.com/users/14853255/acour008'}",True,352,1,1,1651420030,1650033346,71885361,CC BY-SA 4.0,https://stackoverflow.com/questions/71885361/keeping-camera-mouse-movement-speeds-the-same-on-drag-in-unity3d,Keeping camera &amp; mouse movement speeds the same on Drag in Unity3D,72078236.0,1650033939.0,,,
581,"['c#', 'winforms']","{'account_id': 25104505, 'reputation': 23, 'user_id': 18954825, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/93e80ce3af663dc8f3a47592f903c160?s=256&d=identicon&r=PG', 'display_name': 'Alejandro', 'link': 'https://stackoverflow.com/users/18954825/alejandro'}",True,58,3,1,1651419803,1651280601,72064954,CC BY-SA 4.0,https://stackoverflow.com/questions/72064954/creating-a-txt-from-listbox-but-without-the-last-blank-line,Creating a txt from listbox but without the last blank line,72065085.0,1651419803.0,,,
582,"['c#', 'windows', 'fonts', 'pdf-generation', '.net-6.0']","{'account_id': 142983, 'reputation': 4682, 'user_id': 351025, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/4ae3114e736e4dcc68f4740922ba680c?s=256&d=identicon&r=PG', 'display_name': 'MrFox', 'link': 'https://stackoverflow.com/users/351025/mrfox'}",False,164,0,1,1651414936,1651126874,72038890,CC BY-SA 4.0,https://stackoverflow.com/questions/72038890/open-type-font-collections-are-causing-errors-with-pdfprintingcore-font-has-no,Open type font collections are causing errors with PdfPrintingCore &quot;Font has no usable platform or encoding ID. It cannot be used with PDFEdit.&quot;,,1651414936.0,,,
583,"['c#', 'random', 'static', 'static-methods']","{'account_id': 18102219, 'reputation': 21, 'user_id': 13159926, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b5f38c2b40a2b9f1121d7c0d6382ccb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Robin', 'link': 'https://stackoverflow.com/users/13159926/robin'}",False,26,0,0,1651409359,1651261788,72063058,,https://stackoverflow.com/questions/72063058/c-state-of-a-static-member-variable-random-inside-an-instantiable-object-cla,C#: state of a static member variable `Random` inside an instantiable object class,,1651409359.0,1651262225.0,Duplicate,
