,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,community_owned_date
841,"['c#', 'winforms', 'user-controls', 'lambda']","{'account_id': 376535, 'reputation': 590, 'user_id': 728063, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/41fca161b1b75bec8b885508959be264?s=256&d=identicon&r=PG', 'display_name': 'Siegeon', 'link': 'https://stackoverflow.com/users/728063/siegeon'}",True,5450,2,1,1521053127,1343226715,1343230225.0,11652115,CC BY-SA 3.0,https://stackoverflow.com/questions/11652115/attaching-delegates-to-webbrowser-html-elements,Attaching delegates to webBrowser html elements,11654306.0,,,,
842,"['c#', 'ms-word', 'interop']","{'account_id': 1663135, 'reputation': 2053, 'user_id': 1531040, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/9376a7c7cff5df2014f9620aed026569?s=256&d=identicon&r=PG', 'display_name': 'user1531040', 'link': 'https://stackoverflow.com/users/1531040/user1531040'}",True,2598,3,1,1521022322,1343388136,1521022322.0,11686761,CC BY-SA 3.0,https://stackoverflow.com/questions/11686761/how-to-read-pages-in-a-word-document-c,How to read pages in a Word document (C#),11686953.0,,,,
843,"['c#', 'wpf', 'binding', 'wpf-controls']","{'account_id': 68771, 'reputation': 634, 'user_id': 200472, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/a6eda751644b499cc403cd6aae905e77?s=256&d=identicon&r=PG', 'display_name': 'Xavi Ivars', 'link': 'https://stackoverflow.com/users/200472/xavi-ivars'}",True,2887,3,6,1520963261,1343147005,1386670584.0,11635199,CC BY-SA 3.0,https://stackoverflow.com/questions/11635199/can-i-bind-a-wpf-control-to-a-fields-property,Can I bind a WPF control to a field&#39;s property?,11635249.0,,,,
844,"['c#', 'winforms', 'panel']","{'account_id': 401165, 'reputation': 2238, 'user_id': 767561, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/hUJ5b.jpg?s=256&g=1', 'display_name': 'Neo', 'link': 'https://stackoverflow.com/users/767561/neo'}",True,1643,1,0,1520658039,1342002433,1342009176.0,11430651,CC BY-SA 3.0,https://stackoverflow.com/questions/11430651/resize-form-in-panel-not-working,resize form in panel not working,11432918.0,,,,
845,"['c#', '.net']","{'account_id': 1621220, 'reputation': 16481, 'user_id': 1497720, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/e7fb41c0ef8fc026892a668008b05098?s=256&d=identicon&r=PG', 'display_name': 'william007', 'link': 'https://stackoverflow.com/users/1497720/william007'}",True,9567,3,8,1520542793,1343023452,1379088449.0,11607206,CC BY-SA 3.0,https://stackoverflow.com/questions/11607206/string-gethashcode-uniqueness-and-collisions,string.GetHashCode() uniqueness and collisions,11607221.0,,,,
846,"['c#', 'winforms']","{'account_id': 1621406, 'reputation': 217, 'user_id': 1497858, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/1be7a3f7130cdadabab8f2483aabb6ac?s=256&d=identicon&r=PG', 'display_name': 'Ranjan Panigrahi', 'link': 'https://stackoverflow.com/users/1497858/ranjan-panigrahi'}",True,26375,2,9,1520379553,1341897742,1341925817.0,11407068,CC BY-SA 3.0,https://stackoverflow.com/questions/11407068/how-to-drag-and-drop-a-button-from-one-panel-to-another-panel,How to drag and drop a button from one panel to another panel?,11414007.0,,,,
847,"['c#', 'sql-server', 'geospatial', 'sqlgeography']","{'account_id': 319994, 'reputation': 11922, 'user_id': 638040, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/56jCX.jpg?s=256&g=1', 'display_name': 'Johann', 'link': 'https://stackoverflow.com/users/638040/johann'}",True,9387,1,12,1520240152,1343396283,1491571790.0,11688922,CC BY-SA 3.0,https://stackoverflow.com/questions/11688922/create-a-sqlgeography-polygon-circle-from-a-center-and-radius,Create a SqlGeography polygon-circle from a center and radius,11719722.0,,,,
848,"['c#', 'resources', 'embedded-resource']","{'account_id': 269768, 'reputation': 1660, 'user_id': 559310, 'user_type': 'registered', 'accept_rate': 37, 'profile_image': 'https://i.stack.imgur.com/wefJu.png?s=256&g=1', 'display_name': 'SharpShade', 'link': 'https://stackoverflow.com/users/559310/sharpshade'}",True,13942,1,13,1520009809,1341687430,1513020659.0,11377790,CC BY-SA 3.0,https://stackoverflow.com/questions/11377790/find-all-embedded-resources-in-another-assembly,Find all embedded resources in another assembly,11377846.0,,,,
849,"['c#', 'winforms']","{'account_id': 187924, 'reputation': 11132, 'user_id': 426332, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/oa0kJ.jpg?s=256&g=1', 'display_name': 'Mehdi LAMRANI', 'link': 'https://stackoverflow.com/users/426332/mehdi-lamrani'}",True,6278,3,7,1519828366,1341949396,1342036169.0,11420717,CC BY-SA 3.0,https://stackoverflow.com/questions/11420717/form-show-called-from-a-console-freezes-the-gui,Form.Show() called from a console freezes the GUI,11420792.0,,,,
850,"['c#', '.net', 'wcf', 'httpwebrequest']","{'account_id': 1178261, 'reputation': 3651, 'user_id': 1153739, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/4eb707d3bf9ecbefe8a1b34544d1f1c4?s=256&d=identicon&r=PG', 'display_name': 'Codehelp', 'link': 'https://stackoverflow.com/users/1153739/codehelp'}",True,92,1,0,1519686440,1341396005,1519686440.0,11326759,CC BY-SA 3.0,https://stackoverflow.com/questions/11326759/wcf-or-plain-old-httpwebrequest-to-communicate-with-jsps,WCF or plain old HttpWebRequest to communicate with JSPs?,11327089.0,,,,
851,"['c#', 'silverlight', 'binding', 'low-level']","{'account_id': 355357, 'reputation': 47, 'user_id': 694266, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b2af1eb19033e9d2c667573fbfd7a129?s=256&d=identicon&r=PG', 'display_name': 'user694266', 'link': 'https://stackoverflow.com/users/694266/user694266'}",True,48,1,1,1519686397,1342684430,1519686397.0,11556242,CC BY-SA 3.0,https://stackoverflow.com/questions/11556242/how-realized-binding-in-silverlight-on-low-level,How realized binding in silverlight on low-level?,11556453.0,,,,
852,"['c#', 'asp.net-mvc', 'model-binding', 'modelbinders']","{'account_id': 20750, 'reputation': 18818, 'user_id': 49885, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/2qrWg.png?s=256&g=1', 'display_name': 'Allen Rice', 'link': 'https://stackoverflow.com/users/49885/allen-rice'}",True,2401,6,4,1519323178,1342201770,,11475684,CC BY-SA 3.0,https://stackoverflow.com/questions/11475684/how-do-i-make-the-modelbinder-return-null-for-a-parameter,How do I make the ModelBinder return null for a parameter?,11475760.0,,,,
853,"['c#', '.net', 'multithreading']","{'account_id': 458956, 'reputation': 141534, 'user_id': 859154, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/UFFIs.jpg?s=256&g=1', 'display_name': 'Royi Namir', 'link': 'https://stackoverflow.com/users/859154/royi-namir'}",True,3115,6,54,1519120364,1341306731,1341341043.0,11307819,CC BY-SA 3.0,https://stackoverflow.com/questions/11307819/c-thread-wont-sleep,C# Thread won&#39;t sleep?,11307934.0,,,,
854,"['c#', 'matlab', 'kinect']","{'account_id': 1627865, 'reputation': 61, 'user_id': 1502981, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/259fbe940352c83d678c3f184a3c9baa?s=256&d=identicon&r=PG', 'display_name': 'user1502981', 'link': 'https://stackoverflow.com/users/1502981/user1502981'}",True,6422,3,2,1519115269,1341465976,1448235527.0,11338234,CC BY-SA 3.0,https://stackoverflow.com/questions/11338234/i-want-to-save-the-rgb-and-depth-data-as-frames-by-using-kinect,I want to save the RGB and Depth data as frames by using Kinect,,,,,
855,"['c#', 'if-statement', 'conditional-statements']","{'user_type': 'does_not_exist', 'display_name': 'user1017882'}",True,58360,8,60,1518802671,1341563280,,11358576,CC BY-SA 3.0,https://stackoverflow.com/questions/11358576/will-an-if-statement-stop-evaluating-if-it-fails-the-first-condition,Will an IF statement stop evaluating if it fails the first condition?,11358627.0,,,,
856,"['c#', 'wpf']","{'account_id': 1645340, 'reputation': 59, 'user_id': 1516981, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/8602e411854d13093037aaf048c6a235?s=256&d=identicon&r=PG', 'display_name': 'kekus', 'link': 'https://stackoverflow.com/users/1516981/kekus'}",True,14946,3,2,1518772212,1341996036,1342019191.0,11428707,CC BY-SA 3.0,https://stackoverflow.com/questions/11428707/access-a-control-from-within-a-datatemplate-with-its-identifying-name,Access a control from within a DataTemplate with its identifying name,,,,,
857,"['c#', 'datacontractserializer']","{'account_id': 1473972, 'reputation': 2659, 'user_id': 1384848, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/3b2cfe94ee0e0428cdfae58723aee2bd?s=256&d=identicon&r=PG', 'display_name': 'M.E.', 'link': 'https://stackoverflow.com/users/1384848/m-e'}",True,5037,2,4,1518764810,1341835219,,11394587,CC BY-SA 3.0,https://stackoverflow.com/questions/11394587/shouldserialize-pattern-and-datacontractserializer,ShouldSerialize pattern and DataContractSerializer,23336177.0,,,,
858,"['c#', 'generics', 'delegates']","{'account_id': 109716, 'reputation': 813, 'user_id': 290590, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6e46d0781218b870996a446fecda04a7?s=256&d=identicon&r=PG', 'display_name': 'David Williams', 'link': 'https://stackoverflow.com/users/290590/david-williams'}",True,588,2,5,1518564273,1341244044,1341244239.0,11296982,CC BY-SA 3.0,https://stackoverflow.com/questions/11296982/generic-delegate-duplicate-definition-why,Generic Delegate Duplicate Definition - Why?,11297179.0,,,,
859,"['c#', '.net', 'serialization', 'xmlserializer']","{'account_id': 21782, 'reputation': 38758, 'user_id': 53236, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/bf2af16812228b5a54daeb30c96efaf2?s=256&d=identicon&r=PG', 'display_name': 'Robert MacLean', 'link': 'https://stackoverflow.com/users/53236/robert-maclean'}",True,510,1,0,1518465624,1341664507,1518465624.0,11375040,CC BY-SA 3.0,https://stackoverflow.com/questions/11375040/confirm-or-deny-the-xmlserializer-cannot-serialize-the-following-arrays-of-arr,Confirm or deny: The XmlSerializer cannot serialize the following: arrays of ArrayList and arrays of List&lt;T&gt;,11375142.0,,,,
860,"['c#', '.net', 'visual-studio-2010', 'debugging']","{'account_id': 222127, 'reputation': 23644, 'user_id': 480527, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/1ce5d75a43aea1b5815b8860c15b39e0?s=256&d=identicon&r=PG', 'display_name': 'Jamie Treworgy', 'link': 'https://stackoverflow.com/users/480527/jamie-treworgy'}",True,4968,1,12,1518218118,1342032899,1343143181.0,11439486,CC BY-SA 3.0,https://stackoverflow.com/questions/11439486/suppress-runtimebinderexception-messages-from-dynamic-types,Suppress RuntimeBinderException messages from dynamic types,11633742.0,,,,
861,"['c#', 'dataset']","{'account_id': 1430738, 'reputation': 953, 'user_id': 1353205, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/9219e13e426e7e267c202cf955d0fff0?s=256&d=identicon&r=PG', 'display_name': 'CrBruno', 'link': 'https://stackoverflow.com/users/1353205/crbruno'}",True,7577,2,0,1518175698,1342772269,,11575479,CC BY-SA 3.0,https://stackoverflow.com/questions/11575479/select-current-row-position-in-dataset,Select Current Row Position in DataSet,,,,,
862,"['c#', 'asp.net', '.net', 'asp.net-mvc', 'asp.net-mvc-4']","{'account_id': 233258, 'reputation': 57555, 'user_id': 498624, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/61ee1ef42c85803b7cdb06ffd476404a?s=256&d=identicon&r=PG', 'display_name': 'Chev', 'link': 'https://stackoverflow.com/users/498624/chev'}",True,278,1,1,1518174071,1341932866,1518174071.0,11416337,CC BY-SA 3.0,https://stackoverflow.com/questions/11416337/duplicate-type-in-two-different-versions-of-the-same-gac-assembly-system-web-mv,"Duplicate type in two different versions of the same GAC assembly, System.Web.Mvc",11416746.0,,,,
863,"['c#', 'asp.net', 'design-patterns', 'singleton']","{'account_id': 232074, 'reputation': 3782, 'user_id': 496680, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/e3efc0e27be404128e78c54acd240565?s=256&d=identicon&r=PG&f=1', 'display_name': 'Steve&#39;s a D', 'link': 'https://stackoverflow.com/users/496680/steves-a-d'}",True,12231,5,22,1518077704,1341578246,1341579133.0,11362353,CC BY-SA 3.0,https://stackoverflow.com/questions/11362353/how-do-singleton-patterns-work-in-a-web-context,How do singleton patterns work in a web context?,11362962.0,,,,
864,"['c#', 'data-structures', 'tree', 'functional-programming']","{'account_id': 1405045, 'reputation': 8265, 'user_id': 1333004, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/pEMmk.jpg?s=256&g=1', 'display_name': 'GregRos', 'link': 'https://stackoverflow.com/users/1333004/gregros'}",True,409,1,4,1517925215,1341176488,1517925215.0,11285603,CC BY-SA 3.0,https://stackoverflow.com/questions/11285603/why-use-tuples-in-finger-trees-vs-linked-lists-etc,Why use tuples in Finger Trees vs Linked Lists etc,11296296.0,,,,
865,"['c#', 'asp.net', 'xml-serialization', 'asp.net-web-api', 'netdatacontractserializer']","{'account_id': 1679028, 'reputation': 451, 'user_id': 1543792, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa7179d4758f1c1b3a752d792d9f415c?s=256&d=identicon&r=PG', 'display_name': 'heidgert', 'link': 'https://stackoverflow.com/users/1543792/heidgert'}",True,7752,8,14,1517855012,1342952493,,11599455,CC BY-SA 3.0,https://stackoverflow.com/questions/11599455/modify-the-xml-array-element-name-in-serialized-asp-net-webapi-object,Modify the xml array element name in serialized ASP.NET WebAPI object,,,,,
866,"['c#', '.net', 'json', 'json.net', 'windows-mobile-6']","{'account_id': 1031737, 'reputation': 10315, 'user_id': 1039947, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/eYRpr.png?s=256&g=1', 'display_name': 'kmp', 'link': 'https://stackoverflow.com/users/1039947/kmp'}",True,5786,1,6,1517815269,1341239977,1495535379.0,11295872,CC BY-SA 3.0,https://stackoverflow.com/questions/11295872/json-net-windows-mobile-error-when-serializing,JSON .Net Windows Mobile Error when serializing,11305120.0,,,,
867,"['c#', '.net', 'entity-framework']","{'account_id': 733666, 'reputation': 22304, 'user_id': 696627, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/x4YHl.gif?s=256&g=1', 'display_name': 'LCJ', 'link': 'https://stackoverflow.com/users/696627/lcj'}",True,42108,6,28,1517705906,1342793637,1517705906.0,11581147,CC BY-SA 3.0,https://stackoverflow.com/questions/11581147/entity-framework-exception-invalid-object-name,Entity Framework Exception: Invalid object name,11615928.0,,,,1343025053.0
868,"['c#', 'unit-testing', 'nunit']","{'account_id': 1203541, 'reputation': 24208, 'user_id': 1173729, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/99644be0e1bf1be8123b845d9ff539b1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arran', 'link': 'https://stackoverflow.com/users/1173729/arran'}",True,18554,7,11,1517504243,1342017196,1342032425.0,11434984,CC BY-SA 3.0,https://stackoverflow.com/questions/11434984/no-suitable-constructor-was-found-in-nunit-parameterised-tests,No suitable constructor was found in NUnit Parameterised tests,11519317.0,,,,
869,"['c#', 'asp.net']","{'account_id': 1638151, 'reputation': 39, 'user_id': 1511098, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/283281bc0c0d9e93a8b8bb9fc4ce1c1a?s=256&d=identicon&r=PG', 'display_name': 'user1511098', 'link': 'https://stackoverflow.com/users/1511098/user1511098'}",True,19408,3,3,1517485546,1342691689,1517485546.0,11558260,CC BY-SA 3.0,https://stackoverflow.com/questions/11558260/how-can-i-find-div-control-of-a-repeater-in-c,How can I find div control of a repeater in C#?,,,,,
870,"['c#', 'sql-server', 'database', 'database-connection']","{'account_id': 474469, 'reputation': 930, 'user_id': 884165, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/YiLUE.jpg?s=256&g=1', 'display_name': 'Abdul Qadir Memon', 'link': 'https://stackoverflow.com/users/884165/abdul-qadir-memon'}",False,1244,2,0,1517482380,1342440947,1517482380.0,11504119,CC BY-SA 3.0,https://stackoverflow.com/questions/11504119/how-to-determine-whether-a-sql-server-or-database-exists,How to determine whether a SQL server or database exists,,,,,
871,"['c#', '.net', 'collections', 'hashtable']","{'account_id': 148991, 'reputation': 515, 'user_id': 1201223, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/2b783496a28c514987d21c7c1b0d930f?s=256&d=identicon&r=PG', 'display_name': 'Shanadas', 'link': 'https://stackoverflow.com/users/1201223/shanadas'}",True,14112,1,5,1517422751,1341232609,1517422751.0,11293827,CC BY-SA 3.0,https://stackoverflow.com/questions/11293827/find-a-value-from-a-hashtable,Find a value from a hashtable,11293903.0,,,,
