,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,bounty_amount,bounty_closes_date,closed_date,closed_reason
134,['c#'],"{'account_id': 25380103, 'reputation': 25, 'user_id': 19192632, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/537579171267672/picture?type=large', 'display_name': 'Larrythelobster', 'link': 'https://stackoverflow.com/users/19192632/larrythelobster'}",False,41,,2,-1,1667675949,1667173334,74257508,CC BY-SA 4.0,https://stackoverflow.com/questions/74257508/how-do-i-add-parsed-lines-into-a-dictionary,How do I add parsed lines into a dictionary?,,,,,
135,"['c#', '.net-core', 'azure-active-directory', 'single-sign-on', 'openid-connect']","{'account_id': 482476, 'reputation': 45, 'user_id': 896906, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe85e0895f5e559871374691281e0c1d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wade', 'link': 'https://stackoverflow.com/users/896906/wade'}",False,64,,1,1,1667651653,1667066380,74247577,CC BY-SA 4.0,https://stackoverflow.com/questions/74247577/why-does-authenticating-one-web-app-cause-the-other-to-have-to-reauthenticate-s,Why does authenticating one web app cause the other to have to reauthenticate (SSO AzureAD DotnetCore)?,1667651653.0,,,,
136,"['c#', 'asp.net-core', 'redis', 'grpc', 'stackexchange.redis']","{'account_id': 26696099, 'reputation': 11, 'user_id': 20303924, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2waY3MDco6pXHM6PUv0aHTtEpXm0-CmiqycYwV=k-s256', 'display_name': 'MaT', 'link': 'https://stackoverflow.com/users/20303924/mat'}",True,71,74311999.0,2,0,1667625512,1666942132,74231943,CC BY-SA 4.0,https://stackoverflow.com/questions/74231943/how-can-i-cache-grpc-channels-into-redis,How can i cache grpc channels into Redis?,,,,,
137,"['c#', 'shellexecute']","{'account_id': 3388997, 'reputation': 77223, 'user_id': 2844319, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WYfls.png?s=256&g=1', 'display_name': 'AbraCadaver', 'link': 'https://stackoverflow.com/users/2844319/abracadaver'}",True,181,74323690.0,2,5,1667602049,1666889969,74225705,CC BY-SA 4.0,https://stackoverflow.com/questions/74225705/display-file-properties-security-edit-permissions,Display file Properties &gt; Security &gt; Edit (permissions),1666903872.0,,,,
138,"['c#', 'uwp', 'datagrid', 'winui-3', 'windows-community-toolkit']","{'account_id': 26764379, 'reputation': 3, 'user_id': 20361785, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3QB1CAAslHGYhRj2uABineiru-jPzq573zcfMatw=k-s256', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/20361785/tom'}",True,50,74257607.0,2,0,1667600431,1666992293,74241068,CC BY-SA 4.0,https://stackoverflow.com/questions/74241068/datagrid-uwp-winui-selectall-function,DataGrid UWP/WinUI SelectAll function?,,,,,
139,"['c#', 'google-cloud-storage', 'asp.net-core-webapi']","{'account_id': 23020773, 'reputation': 1, 'user_id': 17141859, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0af56604ef274a467dcafc034d69f3b3?s=256&d=identicon&r=PG', 'display_name': 'Dilshodbek', 'link': 'https://stackoverflow.com/users/17141859/dilshodbek'}",False,43,,0,0,1667591471,1667202278,74260119,CC BY-SA 4.0,https://stackoverflow.com/questions/74260119/file-upload-to-google-cloud-with-aspnet-core-web-api,File Upload to Google Cloud with aspnet core web api,1667591471.0,,,,
140,"['c#', 'linechart', 'epplus']","{'account_id': 238901, 'reputation': 32903, 'user_id': 508127, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/322fd5def39c5f01ff5f0e9e94fdeb94?s=256&d=identicon&r=PG', 'display_name': 'Thomas', 'link': 'https://stackoverflow.com/users/508127/thomas'}",True,54,74228672.0,2,0,1667572302,1666901333,74227773,CC BY-SA 4.0,https://stackoverflow.com/questions/74227773/c-epplus-how-to-generate-line-chart-with-dash-line,C# EPPlus how to generate line chart with dash line,,,,,
141,"['c#', 'azure', 'websocket', 'azure-web-app-service']","{'account_id': 25216246, 'reputation': 1, 'user_id': 19053348, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg3gy5nn2b9vdVg2eusvzkg8vSivaDYniyfAoN-=k-s256', 'display_name': 'Paulo Sergio Simoes', 'link': 'https://stackoverflow.com/users/19053348/paulo-sergio-simoes'}",False,68,,2,0,1667565385,1665156234,73989408,CC BY-SA 4.0,https://stackoverflow.com/questions/73989408/azure-app-service-websocket-reached-the-end-of-the-file,Azure App Service - WebSocket - Reached the end of the file,,,,,
142,"['c#', 'azure', 'azure-eventhub']","{'account_id': 18925004, 'reputation': 1, 'user_id': 13808327, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgCW5gJ3700tZWYi25tJtHag0GcilXhR8r6WJB5Zw=k-s256', 'display_name': 'Ethan Backhus', 'link': 'https://stackoverflow.com/users/13808327/ethan-backhus'}",False,111,,1,0,1667564787,1665151954,73988478,CC BY-SA 4.0,https://stackoverflow.com/questions/73988478/how-can-i-receive-an-event-from-azure-event-hub-without-using-a-blob-storage-con,How can I receive an event from Azure Event Hub without using a blob storage container?,1665169930.0,,,,
143,"['c#', 'azure', 'azure-functions', 'concatenation', 'azure-storage']","{'account_id': 20393011, 'reputation': 1, 'user_id': 14960497, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-LIGVuzFjK-U/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclgCRh3TAnfGENwuTY5zaIw0-oFqg/s96-c/photo.jpg?sz=256', 'display_name': 'Gopikrishna Karanam', 'link': 'https://stackoverflow.com/users/14960497/gopikrishna-karanam'}",False,77,,2,0,1667563263,1666876629,74222710,CC BY-SA 4.0,https://stackoverflow.com/questions/74222710/merge-multiple-xml-files-in-to-one-xml-file-in-the-azure-storage-using-azure-fun,Merge Multiple XML files in to one XML file in the azure storage using azure functions,,,,,
144,"['c#', '.net', 'basic-authentication', 'smtpclient']","{'account_id': 2380792, 'reputation': 646, 'user_id': 2082861, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/dcb8b84f849152c9b85897831c6e0a8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Emanuele', 'link': 'https://stackoverflow.com/users/2082861/emanuele'}",False,73,,0,0,1667560814,1666950835,74233620,CC BY-SA 4.0,https://stackoverflow.com/questions/74233620/how-to-migrate-from-net-smtpclient-due-to-basic-auth-security-issues,How to migrate from .NET Smtpclient due to basic auth security issues?,1667560814.0,,,,
145,"['c#', 'idisposable', 'xunit.net']","{'account_id': 2985831, 'reputation': 2257, 'user_id': 2534689, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/GoNJo.png?s=256&g=1', 'display_name': 'Rick de Water', 'link': 'https://stackoverflow.com/users/2534689/rick-de-water'}",True,79,,1,2,1667559926,1666971381,74237696,CC BY-SA 4.0,https://stackoverflow.com/questions/74237696/xunit-dataattribute-with-disposable-data,xUnit DataAttribute with disposable data,,,,,
146,"['c#', '.net', '.net-core', 'datamodel', 'iequalitycomparer']","{'account_id': 4183819, 'reputation': 749, 'user_id': 3428041, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'PavanKumar GVVS', 'link': 'https://stackoverflow.com/users/3428041/pavankumar-gvvs'}",True,77,,1,-1,1667559472,1666615291,74181240,CC BY-SA 4.0,https://stackoverflow.com/questions/74181240/best-way-to-compare-2-data-models-in-c-net-core,Best way to compare 2 Data models in C# .NET Core,1666632537.0,,,,
147,"['c#', '.net']","{'user_type': 'does_not_exist', 'display_name': 'user10242552'}",True,98,,2,0,1667558962,1667179217,74257915,CC BY-SA 4.0,https://stackoverflow.com/questions/74257915/which-one-is-the-best-practice-for-a-constructor,Which one is the best practice for a constructor?,1667522125.0,,,,
148,"['c#', 'azure', 'azure-functions', 'azure-table-storage']","{'account_id': 26662354, 'reputation': 11, 'user_id': 20274987, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0PwS5yRNyxKOiUAcHTmqmDRlNUh5s41YBvfEEmXg=k-s256', 'display_name': 'Liam Corbett', 'link': 'https://stackoverflow.com/users/20274987/liam-corbett'}",False,101,,1,1,1667554193,1666112211,74114722,CC BY-SA 4.0,https://stackoverflow.com/questions/74114722/how-to-send-an-azure-queued-message-to-an-azure-sql-database,How to send an azure queued message to an azure sql database,1666112809.0,,,,
149,"['c#', 'jquery', 'asp.net-mvc', 'partial-views', 'render-html']","{'account_id': 11115104, 'reputation': 150, 'user_id': 9361476, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-BlJTICoe1Po/AAAAAAAAAAI/AAAAAAAAACs/GxZgFWOKyRo/photo.jpg?sz=256', 'display_name': 'Mohammad Hasan Salmanian', 'link': 'https://stackoverflow.com/users/9361476/mohammad-hasan-salmanian'}",False,59,,0,0,1667547832,1667148160,74254906,CC BY-SA 4.0,https://stackoverflow.com/questions/74254906/problem-slow-partialview-rendering-speed-in-asp-net-mvc-c,Problem Slow PartialView rendering speed in ASP.NET MVC C#,1667547832.0,,,,
150,"['c#', 'windows-mixed-reality']","{'account_id': 26678353, 'reputation': 9, 'user_id': 20288672, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3wa9jWuz6Vgnbi-7HGwy9oY8PZSbYWlARQF1VD4g=k-s256', 'display_name': 'Gayuma', 'link': 'https://stackoverflow.com/users/20288672/gayuma'}",True,133,74284149.0,3,0,1667523513,1666246697,74135239,CC BY-SA 4.0,https://stackoverflow.com/questions/74135239/hologram-is-not-shown-in-the-hololens-2-while-its-working-in-the-desktop,Hologram is not shown in the hololens 2 while it&#39;s working in the desktop,1666834742.0,,,,
151,"['c#', 'api', 'debugging', 'blazor']","{'account_id': 23488691, 'reputation': 1, 'user_id': 17539949, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwf84UC32f1qKN4rIYjIuhk-Go2OUL042Hp4m9N=k-s256', 'display_name': 'max biocca', 'link': 'https://stackoverflow.com/users/17539949/max-biocca'}",False,119,,1,0,1667512491,1666798203,74210390,CC BY-SA 4.0,https://stackoverflow.com/questions/74210390/crit-microsoft-aspnetcore-components-webassembly-rendering-webassemblyrenderer,crit: Microsoft.AspNetCore.Components.WebAssembly.Rendering.WebAssemblyRenderer[100],,,,,
152,"['c#', 'angular', '.net-core', 'mp4', 'webapi']","{'account_id': 19002008, 'reputation': 34, 'user_id': 13869328, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/069b144c3e0e76e51406bf18d5d763df?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amartya Deshmukh', 'link': 'https://stackoverflow.com/users/13869328/amartya-deshmukh'}",True,65,74309357.0,1,0,1667508352,1666892290,74226158,CC BY-SA 4.0,https://stackoverflow.com/questions/74226158/send-mp4-file-as-response-asp-net-core-web-api,Send mp4 file as response ASP.NET Core Web API,1666894401.0,,,,
153,"['c#', '.net', 'asn.1', 'der']","{'account_id': 21739961, 'reputation': 902, 'user_id': 16047487, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2QkPs.gif?s=256&g=1', 'display_name': 'Maik Hasler', 'link': 'https://stackoverflow.com/users/16047487/maik-hasler'}",True,156,74237103.0,2,2,1667507787,1666788719,74208107,CC BY-SA 4.0,https://stackoverflow.com/questions/74208107/how-to-iterate-through-an-complex-asn-1-sequence-in-c,How to iterate through an complex ASN.1 sequence in C#?,1666974920.0,,,,
154,"['c#', 'asp.net-core', '.net-6.0', 'asp.net-core-razor-pages']","{'account_id': 25193101, 'reputation': 1, 'user_id': 19033053, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyjL0GgDAWlizcvX41NR6YY02UppwkoFnUbbvoM=k-s256', 'display_name': 'Renato', 'link': 'https://stackoverflow.com/users/19033053/renato'}",True,67,,2,0,1667507208,1666782872,74206831,CC BY-SA 4.0,https://stackoverflow.com/questions/74206831/ioptionsmonitor-for-logging-in-appsettings-json-net6-returns-old-default-va,IOptionsMonitor for logging in appsettings.json (.net6) returns old / default values,1666853918.0,,,,
155,"['c#', 'razor-pages', 'absolute-path', 'downloadfileasync']","{'account_id': 26603561, 'reputation': 3, 'user_id': 20224816, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c79d823035b6c42f5b56677867e4278c?s=256&d=identicon&r=PG', 'display_name': 'Xiao Chen', 'link': 'https://stackoverflow.com/users/20224816/xiao-chen'}",True,38,74065126.0,1,0,1667506448,1665697109,74062082,CC BY-SA 4.0,https://stackoverflow.com/questions/74062082/download-files-with-absolute-path-outside-of-wwwroot-with-razor-page,Download files with absolute path outside of wwwroot with Razor Page,1667506448.0,,,,
156,"['c#', 'deserialization', 'system.text.json']","{'account_id': 50031, 'reputation': 3051, 'user_id': 149139, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/31165faebad6037e4ed7a58ae8e65798?s=256&d=identicon&r=PG', 'display_name': 'Alexandre Bell', 'link': 'https://stackoverflow.com/users/149139/alexandre-bell'}",True,59,74000497.0,1,0,1667506155,1665261062,74000344,CC BY-SA 4.0,https://stackoverflow.com/questions/74000344/why-is-utf8jsonreader-tokentype-required-with-jsonconvertint-but-not-jsonconv,"Why is Utf8JsonReader.TokenType required with JsonConvert&lt;int&gt;, but not JsonConvert&lt;double&gt;",1667506155.0,,,,
157,"['c#', 'deserialization', 'system.text.json']","{'account_id': 50031, 'reputation': 3051, 'user_id': 149139, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/31165faebad6037e4ed7a58ae8e65798?s=256&d=identicon&r=PG', 'display_name': 'Alexandre Bell', 'link': 'https://stackoverflow.com/users/149139/alexandre-bell'}",True,64,73999542.0,1,1,1667506121,1665247899,73998857,CC BY-SA 4.0,https://stackoverflow.com/questions/73998857/cannot-deserialize-a-string-to-an-int-despite-having-a-converter-and-jsonnumber,"Cannot deserialize a string to an int, despite having a converter and JsonNumberHandlingOptions",1667506121.0,,,,
158,"['c#', 'ifc', 'xbim']","{'account_id': 10761383, 'reputation': 11, 'user_id': 7917683, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-tGbbuveozeU/AAAAAAAAAAI/AAAAAAAAAQQ/3Z8sF45VXu8/photo.jpg?sz=256', 'display_name': 'Vishal Kheni', 'link': 'https://stackoverflow.com/users/7917683/vishal-kheni'}",False,35,,1,-1,1667499107,1666601794,74178704,CC BY-SA 4.0,https://stackoverflow.com/questions/74178704/how-to-get-all-the-elements-from-the-ifc-file,How to get all the elements from the .ifc file?,1666602687.0,,,,
159,"['c#', 'sockets']","{'account_id': 24218090, 'reputation': 138, 'user_id': 18173669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f729de80fcc6ed20f714b25091596510?s=256&d=identicon&r=PG', 'display_name': 'michi-b', 'link': 'https://stackoverflow.com/users/18173669/michi-b'}",False,40,,0,0,1667497321,1667067315,74247706,CC BY-SA 4.0,https://stackoverflow.com/questions/74247706/why-does-c-socket-receive-correct-bytes-that-have-been-sent-to-it-after-it-has,Why does C# Socket receive correct bytes that have been sent to it AFTER it has been disconnected with reuseSocket=false,1667497321.0,,,,
160,"['javascript', 'c#', 'asp.net-mvc', 'model-view-controller', 'ckfinder']","{'account_id': 23842884, 'reputation': 131, 'user_id': 17847724, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35bc6a99e710d136b738a4c58459b24a?s=256&d=identicon&r=PG', 'display_name': 'vives', 'link': 'https://stackoverflow.com/users/17847724/vives'}",False,13,,0,0,1667493194,1666857346,74218590,CC BY-SA 4.0,https://stackoverflow.com/questions/74218590/how-to-choose-only-one-file-as-active-file-in-ckfinder,How to choose only one file as active file in CKFinder,1667493194.0,,,,
161,"['c#', 'unity3d', 'serializable']","{'account_id': 18133096, 'reputation': 1, 'user_id': 13187974, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-PMdDwzVUzoY/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPXRFtADAAbL4OeRhzoJNoXoIH5MQ/photo.jpg?sz=256', 'display_name': 'Олександр Купчук', 'link': 'https://stackoverflow.com/users/13187974/%d0%9e%d0%bb%d0%b5%d0%ba%d1%81%d0%b0%d0%bd%d0%b4%d1%80-%d0%9a%d1%83%d0%bf%d1%87%d1%83%d0%ba'}",False,30,,1,0,1667491728,1666869506,74221226,CC BY-SA 4.0,https://stackoverflow.com/questions/74221226/how-to-change-the-field-display-of-a-nested-serialized-class,How to change the field display of a nested serialized class,1666979746.0,,,,
162,"['c#', '.net', 'string', 'replace']","{'account_id': 25970058, 'reputation': 9, 'user_id': 19685408, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e5771374275379da7ebef42023c9d71a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bash', 'link': 'https://stackoverflow.com/users/19685408/bash'}",False,65,,1,0,1667490512,1666893820,74226455,CC BY-SA 4.0,https://stackoverflow.com/questions/74226455/how-to-change-the-names-of-some-elements-of-a-json-string-in-c,How to change the names of some elements of a JSON string in c#,1666909880.0,,,,
163,"['c#', 'json-deserialization', 'system.reflection']","{'account_id': 4167216, 'reputation': 50, 'user_id': 3415936, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'hans nordblad', 'link': 'https://stackoverflow.com/users/3415936/hans-nordblad'}",True,75,74236553.0,1,0,1667487382,1666961290,74235661,CC BY-SA 4.0,https://stackoverflow.com/questions/74235661/using-reflection-on-object-created-from-json,Using reflection on object created from json,,,,,
