,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,locked_date
657,"['c#', 'asp.net', '.net-core']","{'account_id': 9540443, 'reputation': 497, 'user_id': 7088897, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cfwNs.jpg?s=256&g=1', 'display_name': 'Soheila Tarighi', 'link': 'https://stackoverflow.com/users/7088897/soheila-tarighi'}",True,131,1,0,1585661462,1567929282,1585661462.0,57840108,CC BY-SA 4.0,https://stackoverflow.com/questions/57840108/how-to-send-email-with-organization-email,How to send email with organization email,,,,,
658,"['c#', 'operators', 'c#-8.0', 'nullable-reference-types']","{'account_id': 9861811, 'reputation': 596, 'user_id': 7304514, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e6e4ab7a095c59c76e18a1c8ed1e272c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ordoshsen', 'link': 'https://stackoverflow.com/users/7304514/ordoshsen'}",False,1663,0,7,1585559740,1569498662,1585559740.0,58116238,,https://stackoverflow.com/questions/58116238/what-is-exclamation-mark-dot-operator-in-c,What is exclamation mark dot (!.) operator in C#,,,1569499343.0,Duplicate,
659,"['c#', 'authentication', 'asp.net-web-api', 'openid', 'identityserver4']","{'account_id': 58153, 'reputation': 5484, 'user_id': 2922388, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/4617bd20816328b2e3a670400d066f88?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gopi', 'link': 'https://stackoverflow.com/users/2922388/gopi'}",True,3752,2,2,1585499928,1568113245,1568121737.0,57869407,CC BY-SA 4.0,https://stackoverflow.com/questions/57869407/validate-identityserver4-token-in-web-api-net-framework,Validate IdentityServer4 token in Web API (.Net framework),57870033.0,,,,
660,"['c#', 'sql-server', '.net-core', 'entity-framework-core', 'ef-core-2.1']","{'account_id': 7237224, 'reputation': 2040, 'user_id': 5522036, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/39442788c11224caa742c0d87e60b25f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ish Thomas', 'link': 'https://stackoverflow.com/users/5522036/ish-thomas'}",True,1278,3,-1,1585452873,1568754105,1568812121.0,57982027,CC BY-SA 4.0,https://stackoverflow.com/questions/57982027/scaffold-dbcontext-naming-convention-ignores-key-attribute-how-to-stop-it,Scaffold-DbContext naming convention ignores [Key] attribute. How to stop it?,57997420.0,,,,
661,"['c#', 'postgresql', 'asp.net-core']","{'account_id': 2555384, 'reputation': 172, 'user_id': 2217494, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/27be78366ca77a6c8088d20b570b5ba3?s=256&d=identicon&r=PG', 'display_name': 'Aeptitude', 'link': 'https://stackoverflow.com/users/2217494/aeptitude'}",True,3410,2,1,1584958289,1569696100,,58149277,CC BY-SA 4.0,https://stackoverflow.com/questions/58149277/the-migration-generated-by-ef-core-for-postgresql-appears-to-give-bad-syntax-is,"The migration generated by EF Core for Postgresql appears to give bad syntax, is this some kind of version error?",60811379.0,,,,
662,"['c#', 'microsoft-graph-api']","{'account_id': 1800971, 'reputation': 151, 'user_id': 1639346, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/13b0c672e83d4144d71baf9439eea6c6?s=256&d=identicon&r=PG', 'display_name': 'javajoe316', 'link': 'https://stackoverflow.com/users/1639346/javajoe316'}",False,115,1,0,1584943918,1568215096,,57892238,CC BY-SA 4.0,https://stackoverflow.com/questions/57892238/what-roles-and-permissions-are-needed-to-invite-users-to-azure-app,What roles and permissions are needed to invite users to Azure app?,,,,,
663,"['c#', 'wpf', 'async-await', 'dispatcher', 'itemcontainergenerator']","{'account_id': 94724, 'reputation': 3093, 'user_id': 258462, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/692ee74160114b6ac9de8854d1d07cef?s=256&d=identicon&r=PG&f=1', 'display_name': 'silviubogan', 'link': 'https://stackoverflow.com/users/258462/silviubogan'}",True,165,1,0,1584824555,1568713880,1584824555.0,57971712,CC BY-SA 4.0,https://stackoverflow.com/questions/57971712/how-to-await-the-generation-of-containers-in-an-itemscontrol,How to await the generation of containers in an ItemsControl?,57978316.0,,,,
664,"['c#', 'entity-framework-core', 'dbcontext']","{'account_id': 2674083, 'reputation': 734, 'user_id': 2310856, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/266ba4a993021744766d1dd1aeec05c8?s=256&d=identicon&r=PG', 'display_name': 'vanpersil', 'link': 'https://stackoverflow.com/users/2310856/vanpersil'}",True,5355,4,8,1584775259,1569087576,1569090861.0,58042652,CC BY-SA 4.0,https://stackoverflow.com/questions/58042652/how-to-setup-readonly-collection-property-with-backing-field-in-ef-core-2-2,How to setup readonly collection property with backing field in EF Core 2.2,,,,,
665,"['c#', 'nuget', 'nuget-package', 'nuget-spec']","{'account_id': 10209129, 'reputation': 1102, 'user_id': 7536864, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0cabd23035f69f6d95474f5396cd13e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gy&#246;rgy Guly&#225;s', 'link': 'https://stackoverflow.com/users/7536864/gy%c3%b6rgy-guly%c3%a1s'}",True,662,1,6,1584710787,1569781122,1584710787.0,58157969,CC BY-SA 4.0,https://stackoverflow.com/questions/58157969/execute-an-action-after-my-nuget-package-is-installed,Execute an action after my nuget package is installed,60705924.0,,,,
666,"['c#', 'dotnetnuke']","{'account_id': 42305, 'reputation': 3135, 'user_id': 123213, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/2499627fdcc5c7e1965e239964ed2094?s=256&d=identicon&r=PG', 'display_name': 'SidC', 'link': 'https://stackoverflow.com/users/123213/sidc'}",True,432,1,1,1584482796,1568763206,1569878709.0,57983198,CC BY-SA 4.0,https://stackoverflow.com/questions/57983198/how-to-resolve-dnn-custom-module-not-rendering,How to Resolve DNN Custom Module Not Rendering?,60730910.0,,,,
667,"['c#', 'asynchronous', 'async-await']","{'account_id': 6129816, 'reputation': 532, 'user_id': 4780440, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/a2942b3e961831a1f962ea94e6c0c607?s=256&d=identicon&r=PG&f=1', 'display_name': 'buildcomplete', 'link': 'https://stackoverflow.com/users/4780440/buildcomplete'}",True,85,1,0,1584232763,1569822666,1569823457.0,58162117,CC BY-SA 4.0,https://stackoverflow.com/questions/58162117/async-execution-is-different-from-expected,async execution is different from expected,58162155.0,,,,
668,"['c#', 'node.js', 'authentication', 'asp.net-core', 'single-sign-on']","{'account_id': 5265120, 'reputation': 336, 'user_id': 4205374, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d177f386b7fa95d4b780cbae29ed8cc8?s=256&d=identicon&r=PG&f=1', 'display_name': 'hdoitc', 'link': 'https://stackoverflow.com/users/4205374/hdoitc'}",True,506,1,2,1584180976,1569186552,1569215200.0,58053416,CC BY-SA 4.0,https://stackoverflow.com/questions/58053416/how-net-core-app-can-authenticate-from-expressjs-session,How .Net Core app can authenticate from Expressjs session?,60681684.0,,,,
669,"['javascript', 'c#', 'openlayers-3']","{'account_id': 11305980, 'reputation': 13, 'user_id': 8290576, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-NRGWqWLqNRw/AAAAAAAAAAI/AAAAAAAAACc/rpDFZtg6HwI/photo.jpg?sz=256', 'display_name': 'Jahanzaib Shahid', 'link': 'https://stackoverflow.com/users/8290576/jahanzaib-shahid'}",False,126,0,1,1584099720,1568306472,1584099720.0,57911189,CC BY-SA 4.0,https://stackoverflow.com/questions/57911189/how-to-make-route-on-openstreetmap-using-open-layer-3-or-4,How to make route on OpenStreetMap using open layer 3 or 4?,,,,,
670,"['c#', 'dependency-injection', 'azure-functions', 'serverless', 'lamar']","{'account_id': 3420996, 'reputation': 778, 'user_id': 2868627, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/BS7O4.jpg?s=256&g=1', 'display_name': 'Jo&#227;o Antunes', 'link': 'https://stackoverflow.com/users/2868627/jo%c3%a3o-antunes'}",True,1590,2,2,1583973923,1567519284,1567589292.0,57773329,CC BY-SA 4.0,https://stackoverflow.com/questions/57773329/proper-way-of-registering-3rd-party-di-framework-lamar-autofac-on-azure-functi,Proper way of registering 3rd party DI Framework (Lamar/Autofac) on Azure functions V2,57784893.0,,,,
671,"['c#', 'google-drive-api', 'rename']","{'account_id': 3675548, 'reputation': 165, 'user_id': 3061737, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://i.stack.imgur.com/d77UX.jpg?s=256&g=1', 'display_name': 'Pankaj Nema', 'link': 'https://stackoverflow.com/users/3061737/pankaj-nema'}",True,1026,2,0,1583894239,1568570807,1568958889.0,57946856,CC BY-SA 4.0,https://stackoverflow.com/questions/57946856/renaming-a-google-drive-file-c,Renaming a google drive file C#,,,,,
672,"['c#', 'unity3d', 'raycasting']","{'account_id': 16667634, 'reputation': 180, 'user_id': 12045905, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ea2e25c21402999be5ee0698fafa926?s=256&d=identicon&r=PG&f=1', 'display_name': 'olawrdhalpme', 'link': 'https://stackoverflow.com/users/12045905/olawrdhalpme'}",True,527,1,0,1583671074,1568107863,1583671074.0,57867883,CC BY-SA 4.0,https://stackoverflow.com/questions/57867883/how-can-i-offset-my-raycast-slightly-to-the-right,How can I offset my raycast slightly to the right?,57868012.0,,,,
673,"['c#', 'authentication', 'asp.net-core', 'asp.net-core-middleware']","{'account_id': 3021635, 'reputation': 339, 'user_id': 4947979, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gkQjQ.jpg?s=256&g=1', 'display_name': 'Nic Estrada', 'link': 'https://stackoverflow.com/users/4947979/nic-estrada'}",False,659,1,0,1583559017,1569523622,,58122995,CC BY-SA 4.0,https://stackoverflow.com/questions/58122995/asp-net-core-preserve-post-data-after-authorize-attribute-login-redirect,ASP.NET Core - Preserve POST data after Authorize attribute login redirect,,,,,
674,"['c#', 'selenium', 'selenium-webdriver', 'autoit-c#-wrapper']","{'account_id': 16676519, 'reputation': 1, 'user_id': 12052797, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/125ff507c6d0724becb952a50fdc88bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'KanikaGoyal', 'link': 'https://stackoverflow.com/users/12052797/kanikagoyal'}",True,424,3,-1,1583515633,1568203056,1583515633.0,57888643,CC BY-SA 4.0,https://stackoverflow.com/questions/57888643/upload-a-file-in-browser-using-selenium-c-without-nofilechosen-option,Upload a file in browser using Selenium C# without NoFileChosen option,57919580.0,,,,
675,"['c#', 'oracle', 'entity-framework']","{'account_id': 16750514, 'reputation': 769, 'user_id': 12107765, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6dd4d1f63f1845902b761281f462226e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Klamsi', 'link': 'https://stackoverflow.com/users/12107765/klamsi'}",False,218,0,1,1583412912,1569247978,1583412912.0,58064396,CC BY-SA 4.0,https://stackoverflow.com/questions/58064396/entity-framework-sends-invalid-sql-to-oracle-database,Entity Framework sends invalid SQL to Oracle database,,,,,
676,"['c#', 'visual-studio', 'resharper']","{'account_id': 1433846, 'reputation': 375, 'user_id': 1355646, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/f16419902d7e9862783db06bd417c6de?s=256&d=identicon&r=PG', 'display_name': 'Social Developer', 'link': 'https://stackoverflow.com/users/1355646/social-developer'}",False,60,1,1,1583296351,1569497973,1569511381.0,58116031,CC BY-SA 4.0,https://stackoverflow.com/questions/58116031/how-to-get-resharper-to-list-implicitly-typed-variables-when-finding-usages,How to get Resharper to list implicitly typed variables when Finding Usages,,,,,
677,"['c#', 'asp.net', 'asp.net-core', 'mediator']","{'account_id': 11900084, 'reputation': 56, 'user_id': 8708315, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JUdu3.png?s=256&g=1', 'display_name': 'Petr Bogoyavlenskiy', 'link': 'https://stackoverflow.com/users/8708315/petr-bogoyavlenskiy'}",False,3802,1,0,1583160085,1568886012,,58008108,CC BY-SA 4.0,https://stackoverflow.com/questions/58008108/asp-net-core-and-mediatr-send-a-request-from-a-handler,ASP.NET Core and MediatR: Send a request from a handler?,,,,,
678,"['c#', 'sql-server', 'sqlclient']","{'account_id': 13317410, 'reputation': 7, 'user_id': 9613316, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/956328977875661/picture?type=large', 'display_name': 'Damon W', 'link': 'https://stackoverflow.com/users/9613316/damon-w'}",True,4431,2,-1,1583153915,1568735928,1568737622.0,57978014,CC BY-SA 4.0,https://stackoverflow.com/questions/57978014/system-data-sqlclient-sqlexception-must-declare-the-scalar-variable,System.Data.SqlClient.SqlException: &#39;Must declare the scalar variable&#39;,57978065.0,,,,
679,"['c#', '.net', 'asp.net-core', 'electron', 'electron.net']","{'account_id': 9272866, 'reputation': 133, 'user_id': 6886276, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fMGua.png?s=256&g=1', 'display_name': 'CodeChops', 'link': 'https://stackoverflow.com/users/6886276/codechops'}",False,730,0,7,1583146523,1568023488,1568029652.0,57851822,CC BY-SA 4.0,https://stackoverflow.com/questions/57851822/electronize-build-does-not-produce-output-in-bin-desktop-folder,electronize build does not produce output in \bin\desktop folder,,,,,
680,"['c#', 'unity3d']","{'account_id': 329165, 'reputation': 13577, 'user_id': 652541, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/5bdd891dd8a8c4fef529e86c2a5adccb?s=256&d=identicon&r=PG', 'display_name': 'Keith Power', 'link': 'https://stackoverflow.com/users/652541/keith-power'}",False,150,2,-1,1583136466,1568497789,,57939518,CC BY-SA 4.0,https://stackoverflow.com/questions/57939518/unity-instantiate-and-set-position,Unity Instantiate and set position,,,,,
681,"['c#', 'azure', 'unity3d', 'text-to-speech', 'microsoft-cognitive']","{'account_id': 11471973, 'reputation': 79, 'user_id': 8408506, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/585008188556431/picture?type=large', 'display_name': 'Bill Bai', 'link': 'https://stackoverflow.com/users/8408506/bill-bai'}",True,524,1,0,1582911014,1568240038,,57897464,CC BY-SA 4.0,https://stackoverflow.com/questions/57897464/unity-freezes-for-2-seconds-while-microsoft-azure-text-to-speech-processes-input,Unity freezes for 2 seconds while Microsoft Azure Text-To-Speech processes input,57898705.0,,,,
682,"['c#', 'selenium', 'automation', 'progress-bar', 'webautomation']","{'account_id': 5490334, 'reputation': 115, 'user_id': 4363862, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/aa410a6ee3cea2ada28956b25e10ab37?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zoso619', 'link': 'https://stackoverflow.com/users/4363862/zoso619'}",False,926,1,0,1582797988,1568133947,1568294807.0,57875140,CC BY-SA 4.0,https://stackoverflow.com/questions/57875140/selenium-waiting-till-progress-bar-process-is-completed-in-the-ui-wait-till-f,Selenium : Waiting till Progress bar process is completed in the UI (wait till for Progress bar might vary test to another test),,,,,
683,"['c#', '.net', 'asp.net-mvc-4', 'asp.net-mvc-5']","{'account_id': 10575851, 'reputation': 85, 'user_id': 7791199, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7aa815f896e088f602b192b21574a28f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vinodkumar chenagavaram', 'link': 'https://stackoverflow.com/users/7791199/vinodkumar-chenagavaram'}",True,32,1,-5,1582780528,1568698474,1582780528.0,57967895,CC BY-SA 4.0,https://stackoverflow.com/questions/57967895/action-method-should-hit-for-particular-links-only,Action Method Should Hit For Particular Links Only,,,,,
684,"['c#', 'unity3d']","{'account_id': 11811982, 'reputation': 11, 'user_id': 8643207, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-JouhwSCUt68/AAAAAAAAAAI/AAAAAAAAAvg/QZXAwBmOVMk/photo.jpg?sz=256', 'display_name': 'guus urselmann', 'link': 'https://stackoverflow.com/users/8643207/guus-urselmann'}",False,1114,1,0,1582768508,1568610482,,57950677,CC BY-SA 4.0,https://stackoverflow.com/questions/57950677/unity-2d-top-down-rpg-style-how-to-handle-tilemaps-with-layer-order-sorting,"Unity 2d top down RPG-style, How to handle tilemaps with layer order sorting",,,,,
685,"['c#', 'windows-10', 'ubuntu-18.04', 'windows-subsystem-for-linux', '.net-core-3.0']","{'account_id': 11565393, 'reputation': 96, 'user_id': 8473850, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/887d09f776f851e69f37b49fd70572f0?s=256&d=identicon&r=PG', 'display_name': 'Jim Dunn', 'link': 'https://stackoverflow.com/users/8473850/jim-dunn'}",False,1241,1,3,1582748820,1569533601,,58125049,CC BY-SA 4.0,https://stackoverflow.com/questions/58125049/omnisharp-msbuild-projectmanager-is-not-able-to-update-my-csproj-file,OmniSharp MSBuild ProjectManager is not able to update my .csproj file,,,,,
686,"['c#', '.net', 'encoding', 'character-encoding']","{'account_id': 7281, 'reputation': 239632, 'user_id': 12597, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/4b534325156758d6592fb624d7b60e22?s=256&d=identicon&r=PG', 'display_name': 'Ian Boyd', 'link': 'https://stackoverflow.com/users/12597/ian-boyd'}",False,898,0,3,1582745184,1568730572,1582745184.0,57976504,,https://stackoverflow.com/questions/57976504/how-to-convert-characters-from-code-page-437,How to convert characters from code page 437?,,,1568744019.0,Duplicate,
