,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,community_owned_date,locked_date
385,"['c#', 'asp.net', '.net', '.net-6.0']","{'account_id': 24417762, 'reputation': 3, 'user_id': 18344423, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9286f31aae03c98040c3016559a2ee7f?s=256&d=identicon&r=PG', 'display_name': 'firdocha', 'link': 'https://stackoverflow.com/users/18344423/firdocha'}",False,890,0,0,1651576716,1646144509,71309943,CC BY-SA 4.0,https://stackoverflow.com/questions/71309943/net-6-problem-bearer-error-invalid-token-error-description-the-signature-is,.NET 6 problem: Bearer error=&quot;invalid_token&quot; error_description=&quot;The signature is invalid&quot; in SwaggerUI,,,,,,,
386,"['c#', 'mongodb']","{'account_id': 12041, 'reputation': 21234, 'user_id': 23512, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/tUj1I.png?s=256&g=1', 'display_name': 'Tanktalus', 'link': 'https://stackoverflow.com/users/23512/tanktalus'}",False,195,1,3,1651501095,1647962798,71574683,CC BY-SA 4.0,https://stackoverflow.com/questions/71574683/loading-libzstd-dll-in-c-aspnet-framework-application,Loading libzstd.dll in C# ASPNet Framework application,,,,,,,
387,"['c#', 'asp.net', 'asp.net-mvc', 'asp.net-core']","{'account_id': 23773945, 'reputation': 35, 'user_id': 17787662, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzm6ThJnilk7iHJTz8btRIcb0yRobj_NcT1G0AJ=k-s256', 'display_name': 'Oh Oh', 'link': 'https://stackoverflow.com/users/17787662/oh-oh'}",False,47,0,0,1651427055,1646066296,71298236,CC BY-SA 4.0,https://stackoverflow.com/questions/71298236/datetime-from-view-to-control-to-mapper,DateTime from view to control to Mapper,,1651427055.0,,,,,
388,"['c#', 'visual-studio', '.net-6.0', 'envdte']","{'account_id': 3741918, 'reputation': 1651, 'user_id': 3111536, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'rashmatash', 'link': 'https://stackoverflow.com/users/3111536/rashmatash'}",False,287,0,2,1651421306,1648717275,71689704,CC BY-SA 4.0,https://stackoverflow.com/questions/71689704/can-i-use-envdte-and-visualstudio-sdk-in-a-net-6-project,Can I use EnvDTE and VisualStudio.SDK in a .Net 6 project?,,1651421306.0,,,,,
389,"['c#', 'compression', 'zip', 'cancellation', 'c#-ziparchive']","{'account_id': 3918366, 'reputation': 1, 'user_id': 3241627, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d4ba5425292a814cc545955ac7fabc88?s=256&d=identicon&r=PG&f=1', 'display_name': 'M.Shoaib', 'link': 'https://stackoverflow.com/users/3241627/m-shoaib'}",False,53,0,0,1651407243,1647881556,71561246,CC BY-SA 4.0,https://stackoverflow.com/questions/71561246/filezip-compression-with-cancellation,FileZip compression with cancellation,,1651407243.0,,,,,
390,"['c#', 'sql-server', 'asp.net-mvc']","{'account_id': 23210466, 'reputation': 1, 'user_id': 17432097, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3036199853301731/picture?type=large', 'display_name': 'Abraham Maltez', 'link': 'https://stackoverflow.com/users/17432097/abraham-maltez'}",False,158,0,0,1651401359,1648170816,71611123,CC BY-SA 4.0,https://stackoverflow.com/questions/71611123/system-data-entity-core-metadataexception-unable-to-load-the-specified-metadat,System.Data.Entity.Core.MetadataException: &#39;Unable to load the specified metadata resource.&#39; 2022,,1651401359.0,,,,,
391,"['c#', 'asp.net-mvc', 'backgroundworker', 'hangfire']","{'account_id': 24153545, 'reputation': 13, 'user_id': 18118060, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/90a244ce3d6f82747d3b469cac857426?s=256&d=identicon&r=PG', 'display_name': 'Jimi', 'link': 'https://stackoverflow.com/users/18118060/jimi'}",True,299,1,1,1651401343,1648131741,71604225,CC BY-SA 4.0,https://stackoverflow.com/questions/71604225/hangfire-running-each-job-separately,HangFire running each job separately,,1651401343.0,,,,,
392,"['c#', 'asp.net-mvc', 'entity-framework-migrations']","{'account_id': 24665696, 'reputation': 11, 'user_id': 18561390, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjo9txWJX8gLfHf8D8zGWhSNL8r37kSzfkfHPxGoA=k-s256', 'display_name': 's&#252;meyra ', 'link': 'https://stackoverflow.com/users/18561390/s%c3%bcmeyra'}",False,82,0,1,1651401296,1648068092,71593790,CC BY-SA 4.0,https://stackoverflow.com/questions/71593790/unable-to-create-an-object-of-type-appdbcontext-asp-net-6-mvc,Unable to create an object of type &#39;AppDbContext&#39;. asp.net 6/mvc,,1651401296.0,,,,,
393,"['c#', 'asp.net-mvc', 'view']","{'account_id': 13440933, 'reputation': 29, 'user_id': 9698096, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/145eaa81256374b5a6fa1868c75b562d?s=256&d=identicon&r=PG&f=1', 'display_name': 'erc_95', 'link': 'https://stackoverflow.com/users/9698096/erc-95'}",False,58,0,0,1651401289,1647549750,71518799,CC BY-SA 4.0,https://stackoverflow.com/questions/71518799/how-to-include-aspx-and-its-content-into-a-cshtml-view,How to include .aspx and its content into a .cshtml view?,,1651401289.0,,,,,
394,"['c#', 'asp.net-mvc']","{'account_id': 24585359, 'reputation': 3, 'user_id': 18489945, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjKTVufJid5XcwVuVXfKNl9soGV3JVmhfaCL__M=k-s256', 'display_name': 'Nishant', 'link': 'https://stackoverflow.com/users/18489945/nishant'}",True,99,1,0,1651401279,1647498584,71507899,CC BY-SA 4.0,https://stackoverflow.com/questions/71507899/why-i-am-getting-same-error-while-starting-application-invalidoperationexcept,Why I am Getting Same Error While Starting Application ? &quot;InvalidOperationException: Unable to resolve service&quot;,71507966.0,1651401279.0,,,,,
395,"['c#', 'unity3d']","{'account_id': 13704301, 'reputation': 237, 'user_id': 9903289, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6vc4d.jpg?s=256&g=1', 'display_name': 'yuchen', 'link': 'https://stackoverflow.com/users/9903289/yuchen'}",True,273,3,1,1651221492,1646586878,71372505,CC BY-SA 4.0,https://stackoverflow.com/questions/71372505/can-i-disable-the-logging-of-a-specific-gameobject-without-modifying-its-script,Can I disable the logging of a specific GameObject without modifying its script in Unity?,72055118.0,1646587368.0,,,,,
396,"['c#', 'html-to-pdf', 'pdf-conversion', 'evopdf']","{'account_id': 3402095, 'reputation': 452, 'user_id': 2854028, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NFcb8.png?s=256&g=1', 'display_name': 'awais', 'link': 'https://stackoverflow.com/users/2854028/awais'}",False,58,1,0,1651161390,1648474576,71648410,CC BY-SA 4.0,https://stackoverflow.com/questions/71648410/evopdf-htmltopdf-isnt-rendering-foreign-languages-hindi-bengali,"EvoPdf.HtmlToPdf isn&#39;t rendering foreign languages (Hindi, Bengali)",,1648475312.0,,,,,
397,['c#'],"{'account_id': 24644581, 'reputation': 9, 'user_id': 18542376, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/168728645508881/picture?type=large', 'display_name': 'Miguel Arcangel Castillo', 'link': 'https://stackoverflow.com/users/18542376/miguel-arcangel-castillo'}",False,275,1,0,1651134372,1648021401,71583420,CC BY-SA 4.0,https://stackoverflow.com/questions/71583420/c-convert-integer-into-roman-numeral-and-number-in-words,C# Convert Integer into Roman Numeral and Number in Words,,1648022003.0,,,,,
398,"['c#', 'opencv', 'emgucv']","{'user_type': 'does_not_exist', 'display_name': 'user15294548'}",True,119,1,0,1651129506,1646753767,71397616,CC BY-SA 4.0,https://stackoverflow.com/questions/71397616/emgucv-never-open-jpg-file-but-open-only-tif-files-why,EmguCV never open &quot;.jpg&quot; file but open only &quot;.tif&quot; files..Why?,71408663.0,1651129506.0,,,,,
399,"['javascript', 'c#', '.net', 'model-view-controller']","{'account_id': 7687599, 'reputation': 67, 'user_id': 5824811, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/441171cc30f1b8572bbe90c9a6274abb?s=256&d=identicon&r=PG&f=1', 'display_name': 'fl13', 'link': 'https://stackoverflow.com/users/5824811/fl13'}",False,49,1,0,1651108446,1646385124,71349045,CC BY-SA 4.0,https://stackoverflow.com/questions/71349045/want-to-show-hide-div-query-javascript-based-on-what-a-sql-query-returns,Want to show/hide Div Query - JavaScript - based on what a sql query returns,,,,,,,
400,"['c#', '.net', 'nuget']","{'account_id': 1519519, 'reputation': 726, 'user_id': 1419610, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/gifyx.jpg?s=256&g=1', 'display_name': 'Skip Saillors', 'link': 'https://stackoverflow.com/users/1419610/skip-saillors'}",True,1455,2,1,1651098550,1647481309,71506145,CC BY-SA 4.0,https://stackoverflow.com/questions/71506145/nuget-pack-could-not-load-file-or-assembly-system-memory-version-4-0-1-1-cult,"NuGet pack Could not load file or assembly &#39;System.Memory, Version=4.0.1.1, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51&#39;",71517057.0,1647483090.0,,,,,
401,"['c#', 'asp.net', '.net', 'xunit', 'xunit.net']","{'account_id': 21631668, 'reputation': 41, 'user_id': 15955207, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1dde3602a6c9f35fb6a45f9064be9229?s=256&d=identicon&r=PG&f=1', 'display_name': 'Omar Bouattour', 'link': 'https://stackoverflow.com/users/15955207/omar-bouattour'}",False,290,0,1,1651080994,1647274761,71471009,CC BY-SA 4.0,https://stackoverflow.com/questions/71471009/xunit-integration-test-dotnet-6-system-net-http-httprequestexception-response,Xunit integration test dotnet 6 System.Net.Http.HttpRequestException : Response status code does not indicate success: 415 (Unsupported Media Type),,,,,,,
402,"['c#', 'unity3d', 'playfab']","{'account_id': 24709077, 'reputation': 3, 'user_id': 18599495, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj7LFcsweuEkWqcqyEjxn5xCfhm2EzGmkZFBPuWAA=k-s256', 'display_name': 'Kypindor', 'link': 'https://stackoverflow.com/users/18599495/kypindor'}",True,111,2,-1,1651049583,1648403654,71638874,CC BY-SA 4.0,https://stackoverflow.com/questions/71638874/how-do-i-make-my-c-code-for-unity-in-visual-studio-look-work-like-in-the-tutori,How do I make my C# code for Unity in Visual Studio look/work like in the tutorial (picture),71753508.0,1648405569.0,,,,,
403,"['c#', 'unity3d', 'position', 'screen', 'joystick']","{'account_id': 24672568, 'reputation': 1, 'user_id': 18567409, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cJcCT.png?s=256&g=1', 'display_name': 'criticalories', 'link': 'https://stackoverflow.com/users/18567409/criticalories'}",False,74,1,0,1650994371,1648135700,71605214,CC BY-SA 4.0,https://stackoverflow.com/questions/71605214/joystick-positioning-relative-to-screen-size,joystick positioning relative to screen size,,,,,,,
404,"['c#', 'asp.net', 'unit-testing', 'xunit', 'xunit.net']","{'account_id': 23487248, 'reputation': 65, 'user_id': 17538655, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Xbs5e.jpg?s=256&g=1', 'display_name': 'Dat', 'link': 'https://stackoverflow.com/users/17538655/dat'}",True,148,2,1,1650977248,1647356188,71484346,CC BY-SA 4.0,https://stackoverflow.com/questions/71484346/xunit-in-asp-net-core,Xunit in asp.net core,,1649479187.0,,,,,
405,"['c#', 'asp.net', 'iis', 'diagnostics', 'outputdebugstring']","{'account_id': 7281, 'reputation': 239632, 'user_id': 12597, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/4b534325156758d6592fb624d7b60e22?s=256&d=identicon&r=PG', 'display_name': 'Ian Boyd', 'link': 'https://stackoverflow.com/users/12597/ian-boyd'}",False,535,0,1,1650940454,1646086692,71301660,CC BY-SA 4.0,https://stackoverflow.com/questions/71301660/how-to-view-system-diagnostics-trace-writeline-output-in-dbgview,How to view System.Diagnostics.Trace.WriteLine output in DbgView?,,1650940454.0,,,,,
406,"['c#', 'asp.net', 'selenium', 'pdf', 'automation']","{'account_id': 13009850, 'reputation': 55, 'user_id': 10559164, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f04d7a9eecd32b02b498e46a7e7a234f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chariot', 'link': 'https://stackoverflow.com/users/10559164/chariot'}",True,185,2,1,1650894454,1648540820,71658417,CC BY-SA 4.0,https://stackoverflow.com/questions/71658417/automate-user-action-export,Automate user action export,,1650894454.0,,,,,
407,"['c#', 'asp.net-core', 'authentication', 'asp.net-core-mvc']","{'account_id': 59286, 'reputation': 33431, 'user_id': 177416, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/F6rDx.png?s=256&g=1', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/177416/alex'}",True,197,1,0,1650890409,1646913919,71423878,CC BY-SA 4.0,https://stackoverflow.com/questions/71423878/custom-authentication-with-two-ads-in-asp-net-core,Custom authentication with two ADs in ASP.NET Core,71999587.0,1650890409.0,,,,,
408,"['c#', 'linux', 'filesystems', 'pathconf']","{'account_id': 8252, 'reputation': 39415, 'user_id': 14768, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/b6aMa.png?s=256&g=1', 'display_name': 'Joshua', 'link': 'https://stackoverflow.com/users/14768/joshua'}",False,52,0,1,1650834819,1648436132,71641957,CC BY-SA 4.0,https://stackoverflow.com/questions/71641957/how-to-check-if-a-filesystem-supports-hard-links-in-linux,How to check if a filesystem supports hard links in linux?,,1650834819.0,,,,,
409,"['c#', 'winforms']","{'account_id': 24551634, 'reputation': 3, 'user_id': 18460730, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhM-i-mUhFbxwCEAqWI1z9o96fxNhraEQxj8dNG=k-s256', 'display_name': 'Peter', 'link': 'https://stackoverflow.com/users/18460730/peter'}",True,50,1,0,1650830993,1647247620,71465015,CC BY-SA 4.0,https://stackoverflow.com/questions/71465015/problem-with-pictureboxes-spawning-and-overlapping-winforms-c,Problem with pictureboxes spawning and overlapping WINFORMS C#,71469035.0,1650830993.0,,,,,
410,"['c#', 'oracle', 'clob', 'oracle19c', 'devart']","{'account_id': 6343679, 'reputation': 746, 'user_id': 4924879, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/2229adecec751f4d8ef4fcb4414e289a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sulphy', 'link': 'https://stackoverflow.com/users/4924879/sulphy'}",False,641,1,0,1650828876,1648112865,71599644,CC BY-SA 4.0,https://stackoverflow.com/questions/71599644/web-app-suffers-slow-performance-after-upgrading-to-oracle-19c,Web app suffers slow performance after upgrading to Oracle 19c,,1650828876.0,,,,,
411,"['c#', 'arrays', 'loops', 'control-flow']","{'account_id': 24726311, 'reputation': 1, 'user_id': 18614766, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhNldN_CDzyRNF18zMfujS38liTFw33fTzbtfvLxg=k-s256', 'display_name': 'MEDAKk', 'link': 'https://stackoverflow.com/users/18614766/medakk'}",False,62,1,-1,1650748751,1648520468,71655743,CC BY-SA 4.0,https://stackoverflow.com/questions/71655743/how-do-i-tell-my-program-to-go-back-to-a-certain-point-after-the-wrong-answer-is,How do I tell my program to go back to a certain point after the wrong answer is selected?,,1648520924.0,,,,,
412,"['c#', 'wpf', 'xaml', 'mvvm', 'data-binding']","{'user_type': 'does_not_exist', 'display_name': 'user17525129'}",True,467,1,-2,1650735192,1647499567,71508046,CC BY-SA 4.0,https://stackoverflow.com/questions/71508046/getting-index-of-selected-item-in-a-listview-while-wpf-mvvm-pattern-is-used,Getting index of selected item in a ListView while WPF MVVM pattern is used,71508219.0,1650735192.0,,,,,
413,"['c#', 'xamarin', 'compiler-errors', 'resources']","{'account_id': 28805, 'reputation': 2450, 'user_id': 77249, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/de9cd24d9871f52686b9724baa53e61a?s=256&d=identicon&r=PG', 'display_name': 'Sjors Miltenburg', 'link': 'https://stackoverflow.com/users/77249/sjors-miltenburg'}",False,983,1,1,1650704780,1647253018,71466104,CC BY-SA 4.0,https://stackoverflow.com/questions/71466104/pri175-0x80073b0f-processing-resources-failed-with-error-duplicate-entry,PRI175: 0x80073b0f - Processing Resources failed with error: Duplicate Entry,,1650704780.0,,,,,
414,"['c#', 'linq']","{'account_id': 23023600, 'reputation': 157, 'user_id': 17144248, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzcym1yIrL9eHpnvIzEjpdV74q_S5wr_fZbcBdN=k-s256', 'display_name': 'VA1267', 'link': 'https://stackoverflow.com/users/17144248/va1267'}",True,63,1,0,1650699176,1647259578,71467510,CC BY-SA 4.0,https://stackoverflow.com/questions/71467510/groupby-and-compare-the-results-in-linq,Groupby and Compare the results in Linq,71977732.0,,,,,,
415,"['c#', 'mvvm', 'mvvm-toolkit']","{'account_id': 22422950, 'reputation': 57, 'user_id': 16629989, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sD3Sv.jpg?s=256&g=1', 'display_name': 'KarsaOrlong1981', 'link': 'https://stackoverflow.com/users/16629989/karsaorlong1981'}",True,136,1,1,1650629000,1648370259,71634846,CC BY-SA 4.0,https://stackoverflow.com/questions/71634846/how-can-i-change-isindesignmode-to-use-it-in-microsoft-toolkit-mvvm,How can I change IsInDesignMode to use it in Microsoft.Toolkit.MVVM?,71635362.0,1650629000.0,,,,,
416,"['c#', '.net-core', 'dependency-injection', 'reflection', 'inversion-of-control']","{'account_id': 1000279, 'reputation': 899, 'user_id': 1015303, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/A4bde.jpg?s=256&g=1', 'display_name': 'SvdSinner', 'link': 'https://stackoverflow.com/users/1015303/svdsinner'}",True,1295,2,3,1650620671,1648485434,71650719,CC BY-SA 4.0,https://stackoverflow.com/questions/71650719/injecting-dependencies-into-dynamically-loaded-dll-net-core,Injecting dependencies into dynamically loaded .dll (.net core),,1650616001.0,,,,,
